,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
18010.pdb,0.0,4.8,-0.3929394929227445,-9,17678,255,9740,7345,923,2,2,27,21,260,153,303,76,464,276,536,643,785,1566,227,924,819.676,1196.57,2105.83,-2915.08,-7538.55,5738.44,-66.2718,390.781,-268.611
18007.pdb,0.0,4.8,0.3274308378878023,-10,17636,69,9740,7345,923,2,2,27,15,224,132,262,89,500,297,577,643,785,1566,227,924,752.376,1165.66,2077.76,-3192.19,-7289.01,5706.2,-77.7318,377.899,-479.04
18008.pdb,0.0,4.8,0.3555703039350915,-10,17666,1015,9740,7345,923,2,2,27,15,224,132,262,89,500,297,577,643,785,1566,227,924,746.16,1171.84,2071.4,-3174.2,-7327.07,5715.66,-51.565,367.862,-479.92
17994.pdb,15.0,7.0,-0.0626491885003645,-8,17577,1198,10160,7345,964,2,2,27,15,229,132,268,64,438,255,507,681,806,1644,227,945,853.487,1188.21,2080.36,-2666.65,-7689.24,5697.72,-90.7714,390.761,-236.113
17953.pdb,15.0,6.0,-0.1220764143881414,-9,17566,1198,9740,5937,1006,2,2,27,15,224,128,272,76,464,263,562,643,751,1636,206,924,1313.21,1844.97,2236.17,-2957.6,-7433.66,5703.54,375.186,486.82,1568.65
17991.pdb,17.2,7.0,-0.0637850789842206,-8,17613,1198,9913,7345,964,2,2,27,15,229,132,268,64,438,255,507,681,806,1644,227,945,1199.7,1319.93,2176.18,-2654.33,-7715.78,5671.44,105.886,462.478,565.51
17986.pdb,29.6,7.0,0.0417025029542843,-9,17560,1198,8257,7345,923,2,2,28,15,230,132,262,76,477,276,536,680,806,1606,227,924,1276.64,1386.93,2254.74,-2974.56,-7453.05,5763.59,255.05,445.527,954.87
17966.pdb,29.7,7.0,-0.1492869994160734,-8,17540,1198,9775,7345,1004,2,1,25,15,224,132,274,64,428,255,521,643,785,1638,227,966,939.365,149.433,2109.79,-2744.82,-7576.73,5689.74,-523.087,391.946,-1564.36
17969.pdb,31.5,7.0,-0.1492869994160734,-8,17540,1198,9775,7345,1004,2,1,25,15,224,132,274,64,428,255,521,643,785,1638,227,966,720.105,138.869,1995.5,-2745.52,-7598.65,5702.02,-577.016,369.554,-1995.14
18004.pdb,33.6,7.0,-0.0437408582982614,-9,17567,1198,9740,7462,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945,759.988,1179.84,2130.59,-2983.88,-7369.25,5784.04,-56.761,388.603,-166.836
17978.pdb,34.6,7.0,-0.0485107298311788,-9,17560,1198,8257,7345,923,2,2,28,15,229,132,263,76,476,276,537,680,807,1606,227,923,1371.57,1375.27,2199.45,-3006.6,-7387.19,5724.13,176.637,419.39,872.67
17936.pdb,35.6,7.0,0.0032789130764987,-9,17560,997,9740,7345,920,2,2,28,15,230,132,262,76,476,276,537,678,807,1611,227,923,971.589,1188.25,2163.62,-2856.41,-7577.41,5770.7,0.847414,395.152,56.3568
17973.pdb,35.6,7.0,-0.0745760385808544,-8,17570,1198,10006,7345,1006,2,2,24,15,224,132,273,64,426,255,519,643,785,1640,227,966,971.055,1190.63,2188.87,-2632.28,-7760.46,5779.16,-29.4915,413.575,121.055
17937.pdb,36.9,7.0,0.0032789130764987,-9,17560,997,9740,7345,920,2,2,28,15,230,132,262,76,476,276,537,678,807,1611,227,923,971.761,1200.82,2117.31,-2871.31,-7525.67,5714.7,-50.4738,383.546,-59.3191
17992.pdb,37.0,7.0,-0.0637850789842206,-8,17613,1198,9913,7345,964,2,2,27,15,229,132,268,64,438,255,507,681,806,1644,227,945,1185.31,1246.01,2144.79,-2658.15,-7668.46,5635.07,96.6935,449.62,430.9
17993.pdb,37.2,7.0,-0.0626491885003645,-8,17577,1198,10160,7345,964,2,2,27,15,229,132,268,64,438,255,507,681,806,1644,227,945,843.921,1150.55,2145.99,-2665.09,-7679.49,5710.56,-4.80214,401.208,-97.1491
17987.pdb,38.0,7.0,0.0173249713960093,-9,17583,1198,8741,7345,923,2,2,28,15,230,132,262,76,477,276,536,680,806,1606,227,924,1089.04,1231.28,2153.61,-2917.75,-7509.2,5711.66,74.8674,419.834,253.334
17927.pdb,38.0,7.0,-0.2387608198937965,-9,17560,1198,9833,7345,1009,2,2,25,15,217,132,275,76,451,276,562,607,765,1593,227,965,832.156,1173.05,2071.58,-2875.93,-7579.23,5818.95,-53.2456,386.651,-226.018
17970.pdb,38.0,7.0,-0.3940850286302177,-9,17596,1198,9740,6763,1009,2,2,27,15,217,132,275,76,452,276,561,607,764,1593,227,966,1084.5,1195.01,2065.42,-2881.88,-7449.43,5638.3,68.3154,392.117,112.367
17939.pdb,39.9,7.0,-0.0114390567806568,-9,17583,979,9740,7345,920,2,2,28,15,230,132,262,76,476,276,537,678,807,1611,227,923,1087.72,1266.17,2197.71,-2893.95,-7461.56,5640.0,82.1922,375.804,294.093
17979.pdb,40.2,7.0,-0.0502089570579129,-9,17583,1198,8741,7345,923,2,2,28,15,229,132,263,76,476,276,537,680,807,1606,227,923,1177.38,1331.88,2237.47,-2975.54,-7379.3,5716.31,283.344,412.165,803.703
17981.pdb,41.4,7.0,-0.0502089570579129,-9,17583,1198,8741,7345,923,2,2,28,15,229,132,263,76,476,276,537,680,807,1606,227,923,1105.37,1323.2,2190.59,-2967.65,-7359.15,5703.54,245.771,410.006,651.669
17935.pdb,41.6,7.0,-0.060171890307683,-9,17567,1328,9740,7345,920,2,2,27,15,224,138,262,76,464,288,537,643,820,1567,249,967,1164.96,1362.35,2173.68,-2804.39,-7613.89,5748.89,160.831,388.967,581.403
17940.pdb,42.1,7.0,-0.0114390567806568,-9,17583,979,9740,7345,920,2,2,28,15,230,132,262,76,476,276,537,678,807,1611,227,923,1091.28,1238.12,2200.37,-2875.23,-7484.13,5632.6,86.9409,381.126,271.089
17982.pdb,42.3,7.0,-0.0576108572469102,-9,17560,1198,9833,7345,1005,2,2,25,15,218,132,274,76,452,276,561,610,763,1594,227,967,839.214,1156.8,2101.87,-2871.4,-7513.24,5786.84,-20.3969,391.052,-129.251
17933.pdb,42.6,7.0,-0.060171890307683,-9,17567,1328,9740,7345,920,2,2,27,15,224,138,262,76,464,288,537,643,820,1567,249,967,1288.53,1294.24,2166.05,-2807.56,-7597.26,5718.81,175.01,396.786,634.621
17932.pdb,43.0,7.0,-0.01045785879018,-9,17553,2195,9740,7345,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945,1228.59,1417.46,2198.4,-2936.41,-7459.71,5713.86,319.88,406.687,888.76
17975.pdb,43.3,7.0,-0.0500957419094638,-9,17553,1198,8103,7345,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945,1319.11,1379.72,2280.61,-2884.89,-7531.1,5756.12,199.303,409.704,928.584
17947.pdb,44.0,9.7,0.3569329233351181,-8,17613,1027,9740,7345,964,2,3,26,20,254,153,309,76,451,276,549,608,764,1561,227,945,1067.04,1225.74,2123.61,-2746.81,-7697.52,5781.36,63.8277,400.06,217.311
17931.pdb,44.5,7.0,-0.01045785879018,-9,17553,2195,9740,7345,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945,1411.08,1415.87,2189.76,-2946.67,-7485.34,5752.3,298.74,451.577,1087.31
