tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
0,4.8,0.327430838,-10,17636,69,9740,7345,923,2,2,27,15,224,132,262,89,500,297,577,643,785,1566,227,924
0,4.8,0.355570304,-10,17666,1015,9740,7345,923,2,2,27,15,224,132,262,89,500,297,577,643,785,1566,227,924
0,4.8,-0.392939493,-9,17678,255,9740,7345,923,2,2,27,21,260,153,303,76,464,276,536,643,785,1566,227,924
15,6,-0.122076414,-9,17566,1198,9740,5937,1006,2,2,27,15,224,128,272,76,464,263,562,643,751,1636,206,924
15,7,-0.062649189,-8,17577,1198,10160,7345,964,2,2,27,15,229,132,268,64,438,255,507,681,806,1644,227,945
17.2,7,-0.063785079,-8,17613,1198,9913,7345,964,2,2,27,15,229,132,268,64,438,255,507,681,806,1644,227,945
29.6,7,0.041702503,-9,17560,1198,8257,7345,923,2,2,28,15,230,132,262,76,477,276,536,680,806,1606,227,924
29.7,7,-0.149286999,-8,17540,1198,9775,7345,1004,2,1,25,15,224,132,274,64,428,255,521,643,785,1638,227,966
31.5,7,-0.149286999,-8,17540,1198,9775,7345,1004,2,1,25,15,224,132,274,64,428,255,521,643,785,1638,227,966
33.6,7,-0.043740858,-9,17567,1198,9740,7462,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
34.6,7,-0.04851073,-9,17560,1198,8257,7345,923,2,2,28,15,229,132,263,76,476,276,537,680,807,1606,227,923
35.6,7,0.003278913,-9,17560,997,9740,7345,920,2,2,28,15,230,132,262,76,476,276,537,678,807,1611,227,923
35.6,7,-0.074576039,-8,17570,1198,10006,7345,1006,2,2,24,15,224,132,273,64,426,255,519,643,785,1640,227,966
36.9,7,0.003278913,-9,17560,997,9740,7345,920,2,2,28,15,230,132,262,76,476,276,537,678,807,1611,227,923
37,7,-0.063785079,-8,17613,1198,9913,7345,964,2,2,27,15,229,132,268,64,438,255,507,681,806,1644,227,945
37.2,7,-0.062649189,-8,17577,1198,10160,7345,964,2,2,27,15,229,132,268,64,438,255,507,681,806,1644,227,945
38,7,-0.23876082,-9,17560,1198,9833,7345,1009,2,2,25,15,217,132,275,76,451,276,562,607,765,1593,227,965
38,7,-0.394085029,-9,17596,1198,9740,6763,1009,2,2,27,15,217,132,275,76,452,276,561,607,764,1593,227,966
38,7,0.017324971,-9,17583,1198,8741,7345,923,2,2,28,15,230,132,262,76,477,276,536,680,806,1606,227,924
39.9,7,-0.011439057,-9,17583,979,9740,7345,920,2,2,28,15,230,132,262,76,476,276,537,678,807,1611,227,923
40.2,7,-0.050208957,-9,17583,1198,8741,7345,923,2,2,28,15,229,132,263,76,476,276,537,680,807,1606,227,923
41.4,7,-0.050208957,-9,17583,1198,8741,7345,923,2,2,28,15,229,132,263,76,476,276,537,680,807,1606,227,923
41.6,7,-0.06017189,-9,17567,1328,9740,7345,920,2,2,27,15,224,138,262,76,464,288,537,643,820,1567,249,967
42.1,7,-0.011439057,-9,17583,979,9740,7345,920,2,2,28,15,230,132,262,76,476,276,537,678,807,1611,227,923
42.3,7,-0.057610857,-9,17560,1198,9833,7345,1005,2,2,25,15,218,132,274,76,452,276,561,610,763,1594,227,967
42.6,7,-0.06017189,-9,17567,1328,9740,7345,920,2,2,27,15,224,138,262,76,464,288,537,643,820,1567,249,967
43,7,-0.010457859,-9,17553,2195,9740,7345,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
43.3,7,-0.050095742,-9,17553,1198,8103,7345,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
44,9.7,0.356932923,-8,17613,1027,9740,7345,964,2,3,26,20,254,153,309,76,451,276,549,608,764,1561,227,945
44.5,7,-0.010457859,-9,17553,2195,9740,7345,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
44.9,7,-0.211675235,-9,17603,1198,9728,7345,964,2,2,25,15,224,132,268,76,464,276,549,643,785,1602,227,945
45.3,7,0.031171915,-10,17593,1198,9740,7528,964,2,2,27,15,218,132,268,88,485,298,590,610,763,1561,227,945
45.4,7,-0.1647538,-9,17560,1198,9740,6880,1005,2,2,27,15,218,132,274,76,452,276,561,610,763,1594,227,967
45.6,7,-0.1647538,-9,17560,1198,9740,6880,1005,2,2,27,15,218,132,274,76,452,276,561,610,763,1594,227,967
45.8,7,-0.043740858,-9,17567,1198,9740,7462,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
46,7,-0.149286999,-8,17540,1198,9775,7345,1004,2,1,25,15,224,132,274,64,428,255,521,643,785,1638,227,966
46.3,7,-0.394085029,-9,17596,1198,9740,6763,1009,2,2,27,15,217,132,275,76,452,276,561,607,764,1593,227,966
46.3,7,-0.063391744,-9,17567,1198,8554,7345,923,2,2,27,15,224,138,262,76,464,289,536,643,822,1565,248,965
46.6,8.6,0.356932923,-8,17613,1027,9740,7345,964,2,3,26,20,254,153,309,76,451,276,549,608,764,1561,227,945
46.9,7,-0.313178155,-9,17603,1198,9740,7366,964,2,2,25,15,224,132,268,76,464,276,549,643,785,1602,227,945
47.7,7,-0.208451674,-9,17596,1198,9740,6763,1009,2,2,26,15,217,132,275,76,451,276,562,608,764,1592,227,966
48.8,7,-0.23876082,-9,17560,1198,9833,7345,1009,2,2,25,15,217,132,275,76,451,276,562,607,765,1593,227,965
48.8,7,-0.601057227,-9,17603,1198,9728,7345,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
49.6,7,-0.708317311,-9,17603,1198,9728,7345,964,2,2,25,15,224,132,268,76,464,276,549,643,785,1602,227,945
51.7,7,0.356932923,-8,17613,1027,9740,7345,964,2,3,26,20,254,153,309,76,451,276,549,608,764,1561,227,945
52,7,-4.288778218,-8,17681,1198,9740,6782,1005,2,2,27,15,224,132,274,64,429,255,520,643,785,1637,227,966
52,7,-1.938448966,-8,17718,1198,9740,6856,1005,2,2,27,15,224,132,274,64,429,255,520,643,785,1637,227,966
52,7,-1.500499416,-8,17681,1198,9740,6761,1005,2,2,27,15,224,132,274,64,429,255,520,643,785,1637,227,966
52.1,7,0.356932923,-8,17613,1027,9740,7345,964,2,3,26,20,254,153,309,76,451,276,549,608,764,1561,227,945
52.4,7,-1.500499416,-8,17681,1198,9740,6761,1005,2,2,27,15,224,132,274,64,429,255,520,643,785,1637,227,966
52.6,7,-0.308566349,-9,17596,2396,9740,7345,1006,2,2,27,15,218,132,274,76,452,276,561,607,763,1596,227,967
52.7,7,-4.288778218,-8,17681,1198,9740,6782,1005,2,2,27,15,224,132,274,64,429,255,520,643,785,1637,227,966
53.4,7,-0.048238157,-9,17566,1198,10053,7345,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
54,6.5,0.356932923,-8,17613,1027,9740,7345,964,2,3,26,20,254,153,309,76,451,276,549,608,764,1561,227,945
54.3,7,-0.354174718,-9,17603,1198,9728,7345,964,2,2,25,15,224,132,268,76,464,276,549,643,785,1602,227,945
