,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
25924.pdb,24.1,6.3,16.61241249769926,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,363.425,86.2353,1198.88,-1800.55,-5280.46,3154.51,-420.995,242.609,-2456.35
25945.pdb,28.6,5.7,17.087288512885568,0,12271,4778,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,364.958,80.9009,1143.42,-1818.96,-5288.4,3170.42,-423.347,243.558,-2527.46
25998.pdb,29.8,6.3,16.689160722866653,0,12271,3781,4847,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,376.396,84.1393,1231.13,-1822.93,-5279.13,3174.55,-400.744,241.478,-2395.1
25930.pdb,30.4,5.5,16.391982583105563,0,12314,3781,6330,1220,539,0,4,7,87,163,147,454,77,150,136,419,64,127,381,52,357,355.773,90.0978,1205.83,-1862.21,-5199.13,3158.9,-438.332,237.077,-2452.0
25999.pdb,30.4,5.5,16.689160722866653,0,12271,3781,4847,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,374.611,106.139,1177.78,-1812.19,-5304.54,3164.32,-421.37,236.907,-2478.36
25926.pdb,30.4,5.5,16.61241249769926,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,364.572,82.7011,1203.67,-1805.69,-5267.55,3146.1,-416.373,239.321,-2453.24
26027.pdb,30.4,5.6,16.509630281627178,0,12294,3781,6819,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,349.88,82.7609,1163.91,-1822.97,-5237.38,3105.82,-410.451,248.111,-2520.31
26030.pdb,31.8,6.3,16.568937880694865,0,12294,3465,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,376.417,81.6772,1190.72,-1820.22,-5267.89,3127.96,-415.884,247.292,-2479.92
25940.pdb,32.1,6.3,15.73461279004812,-1,12216,2489,6484,1220,507,0,4,7,75,163,148,410,77,162,148,407,76,150,401,63,378,388.959,82.2122,1227.69,-1860.25,-5198.95,3114.44,-403.12,247.733,-2401.29
26022.pdb,32.1,6.3,16.536671563386914,0,12295,3781,7590,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,370.141,84.2128,1250.8,-1732.66,-5374.64,3153.4,-397.852,246.841,-2399.76
25974.pdb,32.1,6.3,17.02783661574125,0,12245,3781,5953,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,392.109,91.6254,1216.53,-1745.23,-5359.51,3148.0,-409.167,233.03,-2432.61
26036.pdb,32.1,6.3,16.142869383990764,1,12301,2760,6484,1220,507,0,4,7,87,190,147,441,66,161,125,376,88,148,432,52,347,350.133,81.5814,1176.79,-1819.84,-5236.34,3079.58,-427.526,242.335,-2553.29
25937.pdb,32.1,6.3,15.55527188271284,-1,12242,4364,6484,1220,538,0,4,7,75,163,136,422,77,162,136,419,76,137,414,52,358,380.736,78.2636,1205.91,-1798.04,-5269.35,3098.1,-406.225,247.82,-2462.79
26016.pdb,32.1,6.3,16.851548068821426,0,12286,3781,6200,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,436.582,151.105,1207.33,-1769.55,-5319.8,3078.78,-417.35,244.485,-2388.43
26015.pdb,32.5,6.3,16.851548068821426,0,12286,3781,6200,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,366.59,81.4909,1210.85,-1776.48,-5324.98,3105.66,-410.418,247.049,-2500.23
25936.pdb,34.0,6.3,15.55527188271284,-1,12242,4364,6484,1220,538,0,4,7,75,163,136,422,77,162,136,419,76,137,414,52,358,377.132,85.496,1182.34,-1816.18,-5260.9,3095.7,-414.113,243.104,-2507.42
25971.pdb,35.7,6.3,17.089997501075267,0,12244,3781,5182,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,395.955,96.1682,1179.21,-1807.36,-5284.91,3110.83,-404.92,231.61,-2483.41
25919.pdb,35.7,6.3,16.591181989014146,0,12291,3781,6484,685,538,0,4,7,87,163,147,454,77,150,136,419,64,126,382,52,358,380.604,102.374,1205.73,-1801.39,-5358.38,3212.82,-403.142,251.746,-2409.65
