tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
20,2,5.370822827,-6,20848,5414,2365,-1489,1566,4,3,31,149,523,281,989,185,576,311,1111,419,464,1668,119,875
21.7,3.7,5.370822827,-6,20848,5414,2365,-1489,1566,4,3,31,149,523,281,989,185,576,311,1111,419,464,1668,119,875
21.7,3.7,5.844552072,-6,20878,4198,2365,-1489,1510,4,3,34,149,540,281,972,185,596,311,1091,448,479,1695,119,860
21.7,3.7,5.853324185,-6,20831,3663,2365,-1489,1455,4,3,35,149,557,281,955,185,616,311,1071,478,494,1720,119,845
22.5,4.5,5.840298094,-6,20848,5414,2365,-1489,1563,4,3,31,149,522,281,990,185,576,311,1111,418,464,1672,119,875
24,6.1,5.370822827,-6,20848,5414,2365,-1489,1566,4,3,31,149,523,281,989,185,576,311,1111,419,464,1668,119,875
24,6.1,5.844552072,-6,20878,4198,2365,-1489,1510,4,3,34,149,540,281,972,185,596,311,1091,448,479,1695,119,860
24,6.1,5.853324185,-6,20831,3663,2365,-1489,1455,4,3,35,149,557,281,955,185,616,311,1071,478,494,1720,119,845
24.5,6.4,5.840298094,-6,20848,5414,2365,-1489,1563,4,3,31,149,522,281,990,185,576,311,1111,418,464,1672,119,875
31.4,8,2.837654383,-6,20783,3312,2365,-1376,1455,4,2,35,134,544,281,900,167,604,315,1021,507,542,1775,134,895
43.7,7.4,2.967684702,-7,20736,3387,2365,-1471,1455,4,3,35,134,527,281,900,185,617,332,1075,476,525,1721,134,895
44.6,7.4,3.430278379,-7,20698,4330,2365,-1376,1510,4,3,33,118,498,264,861,185,617,332,1095,476,525,1750,134,912
45.5,7.4,3.125371769,-7,20662,4265,2365,-1376,1455,4,3,32,134,527,281,900,185,617,332,1075,476,525,1721,134,895
47.5,7.4,2.946097008,-7,20846,3592,2365,-1376,1506,4,2,35,119,495,264,864,185,617,332,1095,476,525,1753,134,912
50.1,7.4,3.023395808,-7,20780,2189,2365,-1376,1403,4,3,35,134,542,281,885,185,637,332,1055,508,542,1741,134,878
50.8,7.4,3.036935566,-7,20736,3247,2365,-1376,1455,4,3,34,134,527,281,900,185,617,332,1075,476,525,1721,134,895
51,7.4,3.960121006,-7,20697,3387,593,-1376,1402,4,3,34,134,527,298,883,185,617,352,1055,476,555,1691,151,931
51.7,7.4,3.814589211,-7,20723,3387,728,-1376,1455,4,3,34,134,527,281,900,185,617,332,1075,476,525,1721,134,895
51.7,7.4,3.277634872,-7,20844,3387,2365,-1139,1455,4,3,35,134,527,281,900,185,617,332,1075,476,525,1721,134,895
52.1,7.4,3.045460082,-7,20698,4330,2365,-1376,1506,4,2,33,119,495,264,864,185,617,332,1095,476,525,1753,134,912
52.1,7.4,1.796102352,-7,20704,3799,2365,-1376,1507,4,3,34,134,510,281,917,185,598,332,1094,445,508,1700,134,912
52.9,7.4,2.950699566,-7,20700,3182,2365,-1376,1402,4,3,34,151,558,297,936,185,617,332,1056,476,525,1690,134,879
53,7.4,1.965723514,-9,20757,3387,2365,-1633,1455,4,3,34,118,497,264,847,203,647,349,1128,476,525,1721,134,895
53.5,7.4,2.172460861,-8,20763,3387,2365,-1434,1455,4,3,34,118,513,264,847,185,635,332,1075,506,542,1774,134,895
54.3,7.4,2.835501757,-7,20704,3387,2365,-1465,1508,4,3,32,134,510,281,917,185,597,332,1095,446,508,1698,134,912
55.1,7,5.853991534,-6,20771,4879,2365,-2024,1565,4,3,33,149,522,281,990,185,577,311,1110,419,463,1669,119,876
55.1,7.4,4.055033047,-7,20766,3387,635,-1376,1402,4,3,35,134,544,281,883,185,637,332,1055,506,542,1744,134,878
55.1,7.4,3.486393996,-7,20699,2545,2365,-1376,1405,4,3,32,134,527,298,883,185,617,352,1055,476,556,1690,151,928
55.1,7.4,4.846789045,-8,20760,3263,2365,-1376,1403,4,4,34,134,527,281,884,205,648,348,1107,476,525,1690,134,879
55.2,7.4,2.994964093,-7,20809,3452,2365,-1376,1506,4,2,35,119,495,264,864,185,617,332,1095,476,525,1753,134,912
56,7.4,3.430278379,-7,20698,4330,2365,-1376,1510,4,3,33,118,498,264,861,185,617,332,1095,476,525,1750,134,912
56,7.4,3.814589211,-7,20723,3387,728,-1376,1455,4,3,34,134,527,281,900,185,617,332,1075,476,525,1721,134,895
