tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
40,7.5,19.67893316,-2,15320,-232,7063,37,953,0,6,14,101,257,116,650,102,256,115,650,151,140,774,27,344
41.6,7.5,18.07174541,-1,15362,-232,6330,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
42.6,7.5,18.15288294,0,15339,-232,7436,349,952,0,6,12,115,274,124,693,88,238,107,608,151,140,775,27,344
44,7.5,18.20396335,-1,15199,-232,6474,37,953,0,6,11,101,257,130,649,88,238,121,607,151,157,775,35,387
44.7,7.5,18.07331784,-1,15337,-232,7436,124,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
45,7.5,18.16375159,0,15419,-232,6049,37,953,0,6,12,115,275,123,692,88,238,107,607,151,140,774,27,345
45,7.5,18.07174541,-1,15349,-220,7436,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
45.5,7.5,18.14899588,0,15365,-232,5892,37,953,0,6,12,115,275,123,692,88,238,107,607,151,140,774,27,345
47,7.5,18.11279096,0,15339,-232,6998,37,953,0,6,12,116,274,123,691,88,238,107,607,151,140,775,27,345
47.8,7.5,18.09879093,-1,15267,-232,7059,37,953,0,6,12,101,272,116,648,88,252,107,607,168,147,818,27,345
48.1,7.5,18.59898262,-1,15231,-232,7436,106,952,0,6,12,101,257,130,649,88,238,121,607,151,156,776,35,388
48.6,7.5,18.07174541,0,15365,-232,5892,37,954,0,6,12,116,275,124,690,88,238,107,608,151,140,774,27,344
48.7,7.5,18.36251967,-2,15323,-232,6870,37,954,0,6,13,101,257,116,649,102,256,115,649,151,140,774,27,344
49.2,7.5,18.07174541,-2,15319,-232,5533,37,954,0,6,12,101,257,116,648,101,256,115,650,151,140,774,27,344
49.7,7.5,18.10596155,-1,15260,-232,5664,37,953,0,6,12,101,257,130,649,88,238,121,607,151,158,774,34,388
49.8,7.5,18.07174541,-1,15293,-232,5953,37,954,0,6,12,101,272,116,648,88,251,107,608,169,148,816,27,344
50.9,7.5,18.1073038,-1,15300,-232,7005,37,953,0,6,12,101,271,116,649,88,252,107,607,168,148,818,27,344
51.5,7.5,18.31684821,-1,15233,-232,5999,37,952,0,6,12,101,257,130,649,88,238,120,608,151,158,774,34,389
51.6,7.5,18.07174541,-1,15293,-232,5953,37,953,0,6,12,101,271,116,649,88,252,107,607,168,148,818,27,344
51.7,7.5,19.32934387,-1,15329,-232,5706,37,952,0,6,13,101,272,116,648,88,249,107,610,169,148,818,27,344
52,7.5,18.30190257,-1,15262,-232,6302,37,953,0,6,11,101,257,130,649,88,238,121,607,151,157,775,35,387
52.1,7.5,18.07174541,-2,15349,-232,5764,37,954,0,6,12,101,257,116,648,101,256,115,650,151,140,774,27,344
52.4,7.5,18.11002471,-1,15293,-232,5953,37,953,0,6,14,101,271,116,649,88,252,107,607,169,147,817,27,345
52.6,7.5,18.07174541,-1,15397,-232,6614,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
52.8,7.5,18.07174541,-1,15260,-232,5664,37,954,0,6,12,101,257,131,648,88,238,120,608,151,158,774,35,386
53,7.5,18.30119478,-1,15260,-232,5664,37,953,0,6,12,101,257,131,648,88,238,121,607,151,157,775,34,388
53.2,7.5,18.11665409,-2,15349,-232,5764,37,953,0,7,13,101,257,116,649,102,256,114,650,151,140,774,27,345
53.5,7.5,18.34874515,-1,15266,-232,6288,37,952,0,6,13,101,271,116,649,88,251,107,608,169,147,818,27,345
53.6,7.5,18.07174541,0,15419,-232,6049,37,954,0,6,12,116,275,124,690,88,238,107,608,151,140,774,27,344
53.9,7.5,18.31767389,-1,15267,-232,7059,37,954,0,6,13,101,271,116,649,88,252,107,607,169,148,816,27,344
54.2,7.5,18.07174541,-1,15361,-232,6158,37,954,0,6,12,116,275,124,690,88,238,107,608,151,140,774,27,344
55.1,7.5,18.40078752,-2,15322,-232,6099,37,952,0,6,13,101,257,116,649,101,256,114,652,151,140,774,27,345
55.1,7.5,17.56299809,0,15333,-319,7436,37,996,0,6,12,101,272,116,663,75,235,99,577,167,148,836,27,352
55.1,7.5,18.07174541,-1,15397,-232,6626,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
55.2,7.5,18.09815457,-1,15303,-232,6812,37,953,0,6,12,101,272,116,648,88,252,107,607,168,147,818,27,345
55.2,7.5,18.06362436,0,15346,-232,7609,37,996,0,5,13,101,272,116,663,75,234,99,578,168,148,835,27,352
55.6,7.5,18.11245719,-2,15290,-232,6832,37,953,0,6,12,101,257,116,649,102,255,115,650,151,140,775,27,344
56.2,7.5,17.74559644,-1,15510,-232,7436,-125,1042,0,6,12,101,257,103,676,88,238,93,635,151,123,809,21,312
57.4,7.5,17.52841176,-2,15177,-232,7051,37,996,0,4,11,88,239,122,619,88,238,121,621,151,158,792,34,396
58.7,7.5,18.73628397,-2,15320,-232,7436,-325,952,0,6,13,101,257,116,649,102,254,115,651,151,140,776,27,344
59.6,7.5,18.07174541,-1,15316,-232,6437,37,954,0,6,12,101,272,116,648,88,251,107,608,169,148,816,27,344
59.6,7.5,16.61045072,-1,15340,151,7436,37,1041,0,6,12,88,240,108,631,88,238,107,634,151,140,809,27,360
59.8,7.5,18.15465383,-1,15431,-232,7681,37,996,0,6,12,101,272,101,663,88,250,95,621,169,129,836,20,308
60.6,7.5,18.09363367,-2,15258,-232,6355,37,953,0,6,14,101,257,116,649,101,256,115,651,151,140,774,27,344
61.1,7.5,17.84178455,-1,15365,-232,6137,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
62.1,7.5,17.22714389,-1,15338,30,7436,37,1041,0,6,12,88,240,108,631,88,238,107,634,151,140,809,27,360
62.3,7.5,18.11558483,-2,15319,-232,5533,37,953,0,7,13,101,257,116,649,102,256,114,650,151,140,774,27,345
62.6,7.5,18.10077617,-1,15257,-232,7098,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
62.6,7.5,18.31247441,-1,15431,-232,7436,-195,996,0,6,12,101,270,103,663,88,252,93,621,168,129,838,21,306
63.1,7.5,18.03591813,0,15340,-823,7436,37,996,0,6,12,101,257,131,663,75,222,112,577,151,156,792,35,396
63.5,7.5,15.97104758,0,15352,-232,7809,37,1041,0,6,12,101,257,116,678,76,221,100,588,151,140,809,27,359
63.6,7.5,18.39239359,-2,15292,-232,5868,37,952,0,6,13,101,257,116,649,101,256,114,652,151,140,774,27,345
63.9,7.5,17.74412343,-1,15473,-232,8386,37,1040,0,6,12,101,257,101,678,88,238,95,633,151,122,810,20,315
63.9,7.5,18.28242624,-1,15397,-113,7436,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
63.9,7.5,17.99324194,0,15414,-232,8517,37,1039,0,5,12,101,257,116,678,75,221,99,591,151,140,809,27,360
64.5,7.5,16.46072229,-1,15417,250,7436,37,1040,0,6,11,101,242,116,678,88,225,107,634,135,132,764,27,360
64.5,7.5,19.43919548,-1,15268,-487,7436,37,996,0,6,12,88,253,108,618,88,251,107,621,168,148,837,27,352
64.9,7.5,18.07174541,-1,15300,-232,6250,37,954,0,6,12,101,257,131,648,88,238,120,608,151,158,774,35,386
65.5,7.5,18.13105757,-2,15319,-232,5533,37,953,0,6,12,101,257,116,649,102,256,114,650,151,140,774,27,345
65.5,7.5,18.07174541,-1,15334,-232,6493,37,954,0,6,12,116,275,123,690,88,238,107,607,151,140,774,27,345
65.5,7.5,18.04849856,-1,15329,-232,7436,-836,996,0,6,13,101,272,101,663,88,252,93,621,169,129,834,20,310
65.8,7.5,18.81699653,0,15462,-232,7436,-403,996,0,6,12,115,260,124,707,88,225,107,621,134,132,748,27,352
65.8,7.5,18.09167128,-1,15232,-232,6775,37,953,0,6,14,101,271,116,649,88,251,107,608,169,148,817,27,344
66,7.5,17.10706252,-1,15311,-232,8714,37,1039,0,6,11,87,239,109,634,88,238,107,635,151,140,810,27,359
66.1,7.5,12.26257427,-2,15280,-232,7436,-183,1039,0,6,12,87,240,108,634,88,238,107,635,151,140,809,27,360
66.6,7.5,18.07174541,-1,15286,-232,5799,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
66.7,7.5,18.06248693,-1,15365,-232,6137,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
67,7.5,18.22478715,-1,15361,-178,7436,37,953,0,6,12,116,274,123,691,88,238,107,607,151,140,775,27,345
67.1,7.5,19.44648865,-1,15300,-232,7005,37,953,0,6,14,101,270,116,650,88,252,107,607,169,148,817,27,344
67.5,7.5,18.07174541,-1,15362,-232,6330,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
67.7,7.5,16.44102936,-2,15279,237,7436,37,1042,0,5,12,88,241,108,630,88,238,107,634,151,140,808,27,360
68,7.5,18.34403755,-1,15333,-232,7629,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
68,7.5,16.62310029,-1,15371,-232,7436,287,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
68.4,7.5,17.41230665,-1,15397,31,7436,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
68.4,7.5,18.78900275,-1,15405,-232,7612,37,996,0,6,14,101,257,116,663,88,238,107,621,151,140,792,27,352
68.6,7.5,18.25257517,-1,15290,-232,7543,37,954,0,6,13,101,271,116,649,88,252,107,607,169,148,816,27,344
68.8,7.5,17.98883418,-1,15415,-232,7774,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
73.9,7.5,17.61811947,-1,15477,-232,7796,37,1039,0,6,11,101,242,116,678,88,224,107,635,134,133,766,27,359
