tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
0.1,64.9,31.41031094,9,21366,13523,448,-2766,1899,4,4,40,205,590,489,1278,55,311,253,674,396,676,1771,270,1469
0.2,64.9,31.06385427,9,21392,13523,448,-3087,1960,4,4,40,205,590,470,1297,55,311,243,684,396,648,1799,248,1430
10,4,31.01455154,10,21477,13523,448,-2988,1899,4,3,41,225,638,492,1340,45,292,221,612,424,670,1832,248,1408
38.7,2.53,32.08744055,9,21385,13523,448,-2589,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
39.9,2.7,31.85178015,9,21385,13523,448,-2589,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
41.3,2.7,32.86149798,9,21385,13523,-1189,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
42.2,2.7,32.08744055,9,21385,13523,448,-2589,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
42.6,2.7,31.63475908,9,21408,13523,448,-2577,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
42.9,2.7,31.63475908,9,21408,13523,448,-2577,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
43.4,2.7,31.67184824,9,21358,13523,-854,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
43.6,2.7,31.61025984,9,21408,13207,448,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
44.4,2.7,32.47580821,9,21385,13523,448,-2589,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
44.5,2.7,31.61025984,9,21408,13207,448,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
44.8,2.7,31.71036655,9,21385,14520,448,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
44.8,2.7,31.667645,9,21385,14520,448,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
44.8,2.7,31.63221036,9,21408,13523,783,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
45.2,2.7,31.71036655,9,21385,14520,448,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
46.5,2.7,31.62973498,9,21408,13523,448,-2577,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
46.6,3.1,32.96386529,9,21334,13523,448,-2583,1899,4,4,40,185,580,468,1217,55,321,254,674,424,699,1832,270,1469
46.6,2.7,31.71788417,9,21385,13523,448,-2589,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
46.6,3.1,31.64913401,9,21388,13523,448,-2009,1839,4,4,41,205,630,470,1257,55,332,243,663,453,692,1863,248,1386
46.6,3.1,31.92148295,9,21530,13523,448,-2854,1899,4,4,40,205,629,450,1278,55,331,233,674,454,662,1893,226,1347
46.9,2.9,31.4468045,9,21372,13523,448,-3709,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
46.9,2.9,33.17351361,9,21422,12800,448,-2622,1841,4,4,40,205,609,491,1257,55,321,254,663,424,700,1802,271,1443
46.9,2.9,31.59912435,10,21439,12932,448,-2622,1899,4,4,40,205,609,491,1278,45,291,230,615,424,700,1832,271,1467
46.9,2.81,31.63221036,9,21408,13523,783,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
46.9,2.9,32.12324306,9,21472,13523,448,-1214,1838,4,4,40,205,609,491,1257,55,321,253,664,424,699,1803,270,1447
47.3,2.7,32.9789432,9,21385,13523,448,-2589,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
47.6,2.7,31.61248576,9,21408,13523,448,-2577,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408
