tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
27.3,6.3,9.991225562,5,22490,4151,1599,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730
27.9,6.1,9.991225562,5,22540,4151,3236,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730
28.8,6.3,9.991225562,5,22490,4151,1599,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730
32.5,6.3,9.991225562,5,22464,4151,1464,180,1356,0,7,26,194,724,296,1048,90,494,207,697,617,535,1790,103,760
33,6.3,9.910382412,5,22643,4151,4673,180,1449,0,7,26,194,724,257,1087,90,494,181,723,617,465,1860,77,693
34.5,6.3,9.770883975,5,22643,4151,4673,180,1452,0,7,26,194,724,257,1087,90,494,181,723,617,463,1862,77,690
35.4,6.3,10.18496486,5,22430,4151,1939,180,1357,0,7,24,194,724,296,1048,90,494,208,696,617,534,1791,102,760
37.5,6.3,9.991225562,5,22464,4151,1464,180,1357,0,7,26,194,724,296,1048,90,494,208,696,617,535,1790,102,760
37.6,6.3,10.21965522,5,22430,3154,2901,180,1354,0,7,24,194,724,297,1047,90,494,207,697,617,534,1791,103,762
40.5,6.3,9.867830924,6,22478,4151,2801,180,1400,0,7,25,194,724,296,1067,78,459,192,663,617,535,1825,103,777
40.8,6.3,9.979604359,5,22593,4151,3036,180,1449,0,7,26,194,724,257,1087,90,494,181,723,617,465,1860,77,693
42,6.3,9.996056075,5,22491,4210,2901,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730
42.7,6.3,9.991225562,5,22490,4151,1599,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730
43,6.3,10.71874094,5,22430,3154,2901,180,1351,0,7,25,194,724,295,1049,90,494,208,696,617,534,1791,103,765
44.1,6.3,10.50788921,5,22465,4151,2901,666,1357,0,7,26,194,724,297,1047,90,494,207,697,617,535,1790,102,760
44.1,4.4,9.901335252,6,22577,4151,3074,180,1400,0,6,27,194,744,277,1067,77,470,182,660,654,512,1875,89,730
44.5,6.3,9.991225562,5,22465,4151,2235,180,1356,0,7,26,194,724,296,1048,90,494,208,696,617,534,1791,102,761
44.5,4.4,9.737370011,5,22560,4151,2901,-402,1445,0,7,25,194,704,277,1087,90,481,194,723,584,486,1813,89,744
44.6,4.4,9.901335252,6,22577,4151,3074,180,1400,0,6,27,194,744,277,1067,77,470,182,660,654,512,1875,89,730
44.9,6.3,9.991225562,5,22490,4151,1599,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730
45.5,6.3,9.959551459,5,22593,4151,3036,180,1452,0,7,26,194,724,257,1087,90,494,181,723,617,463,1862,77,690
45.9,4.4,8.204238526,4,22513,4151,2901,290,1446,0,6,25,175,691,265,1040,90,494,194,724,617,500,1858,89,742
46.7,4.4,9.98272042,5,22560,4151,2747,180,1445,0,7,24,194,704,277,1087,90,481,194,723,584,487,1813,89,743
47,4.4,9.984592863,5,22540,4151,3236,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730
47.5,6.3,8.457523854,4,22408,4151,2516,180,1400,0,7,25,175,690,282,1020,90,494,207,710,617,534,1825,103,777
47.6,4.4,10.07540159,5,22511,4151,2901,-34,1400,0,7,24,194,705,296,1067,90,480,208,710,581,521,1770,104,785
48,6.3,11.77182097,5,22464,4151,1464,180,1353,0,7,26,194,724,297,1047,90,494,207,697,617,534,1791,102,764
48.1,4.4,9.991225562,5,22540,4151,3236,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730
48.3,4.4,9.163527618,4,22503,4151,2901,127,1400,0,6,29,175,710,264,1019,90,508,194,710,650,513,1873,89,730
49,6.3,10.19200687,5,22511,4151,2901,-34,1400,0,7,25,194,706,295,1067,90,481,207,710,584,520,1780,102,775
49.2,4.4,9.991225562,5,22540,4151,3236,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730
49.7,4.4,9.397265592,6,22534,5280,2901,180,1445,0,6,26,194,724,277,1087,77,460,181,678,617,500,1859,89,743
49.7,4.4,9.674783693,6,22508,3405,2901,180,1400,0,6,26,194,724,297,1067,77,459,193,667,617,535,1825,103,773
50.1,4.4,7.739991448,6,22613,4151,2901,-216,1455,0,6,26,194,724,277,1087,77,457,180,668,617,500,1862,89,744
51,6.3,9.991225562,5,22540,4151,3236,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730
51,6.3,9.674783693,6,22508,3405,2901,180,1400,0,6,26,194,724,297,1067,77,459,193,667,617,535,1825,103,773
51.2,6.3,9.505501709,5,22472,2688,2901,180,1400,0,7,25,194,704,297,1067,90,480,208,710,584,519,1780,103,775
51.5,6.3,9.991225562,5,22540,4151,3236,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730
52.2,6.3,9.513046737,6,22534,5280,2901,180,1443,0,6,26,194,724,277,1087,77,459,180,680,617,500,1860,89,744
52.4,6.3,9.325313828,5,22498,4563,2901,180,1445,0,7,25,194,704,277,1087,90,480,194,724,584,486,1813,89,744
53,4.4,11.6661686,6,22670,4839,2901,180,1400,0,7,26,213,738,291,1114,90,480,194,710,584,486,1778,89,730
