,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
13536.pdb,10.0,4.0,31.01455153839313,10,21477,13523,448,-2988,1899,4,3,41,225,638,492,1340,45,292,221,612,424,670,1832,248,1408,497.869,130.147,1810.87,-3221.59,-7853.37,3796.99,-880.441,451.207,-5268.32
13462.pdb,38.7,2.53,32.08744054810725,9,21385,13523,448,-2589,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,636.108,131.544,1829.26,-3016.77,-8109.36,3800.1,-860.0,457.201,-5131.92
13454.pdb,39.9,2.7,31.85178014592849,9,21385,13523,448,-2589,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,740.35,134.045,1839.87,-3030.33,-8058.26,3756.9,-847.535,458.778,-5006.18
13271.pdb,41.3,2.7,32.86149797575198,9,21385,13523,-1189,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,523.843,130.487,1884.21,-3038.79,-8064.03,3793.47,-849.708,456.355,-5164.17
13460.pdb,42.2,2.7,32.08744054810725,9,21385,13523,448,-2589,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,715.212,141.135,1831.72,-3012.33,-8130.24,3804.04,-850.966,467.365,-5034.07
13531.pdb,42.6,2.7,31.634759084224928,9,21408,13523,448,-2577,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,678.51,133.241,1878.95,-2992.27,-8114.83,3732.36,-851.183,457.458,-5077.77
13530.pdb,42.9,2.7,31.634759084224928,9,21408,13523,448,-2577,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,663.052,133.135,1853.28,-2972.36,-8152.03,3723.74,-859.441,452.581,-5158.05
13347.pdb,43.4,2.7,31.67184823890798,9,21358,13523,-854,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,509.541,126.241,1865.82,-3106.8,-7974.54,3742.65,-858.592,448.477,-5247.21
13483.pdb,43.6,2.7,31.61025984244072,9,21408,13207,448,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,477.854,128.258,1839.54,-3052.75,-8057.21,3729.75,-885.993,454.256,-5366.29
13470.pdb,44.4,2.7,32.47580821411334,9,21385,13523,448,-2589,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,487.011,129.932,1832.96,-3021.72,-8174.36,3882.76,-874.589,454.968,-5283.03
13480.pdb,44.5,2.7,31.61025984244072,9,21408,13207,448,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,511.911,165.766,1842.88,-3045.98,-8021.26,3702.04,-887.849,454.875,-5277.63
13404.pdb,44.8,2.7,31.667645004835205,9,21385,14520,448,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,474.884,127.986,1848.34,-3088.86,-8045.46,3808.32,-882.436,451.978,-5305.25
13398.pdb,44.8,2.7,31.71036654507392,9,21385,14520,448,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,500.767,130.943,1882.94,-3086.49,-8097.02,3836.43,-861.86,452.04,-5242.26
13514.pdb,44.8,2.7,31.632210355788697,9,21408,13523,783,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,678.492,134.363,1866.31,-3024.83,-8074.08,3727.92,-840.629,467.871,-5064.58
13401.pdb,45.2,2.7,31.71036654507392,9,21385,14520,448,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,520.223,131.065,1909.17,-3105.68,-8018.09,3825.94,-854.299,460.095,-5131.56
13498.pdb,46.5,2.7,31.629734976828328,9,21408,13523,448,-2577,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,527.85,129.995,1831.8,-3010.6,-8101.54,3729.16,-843.501,455.602,-5281.23
13527.pdb,46.6,3.1,31.64913401232683,9,21388,13523,448,-2009,1839,4,4,41,205,630,470,1257,55,332,243,663,453,692,1863,248,1386,507.371,128.183,1847.65,-3103.01,-7993.63,3736.7,-888.037,459.203,-5305.57
13388.pdb,46.6,3.1,32.963865286275976,9,21334,13523,448,-2583,1899,4,4,40,185,580,468,1217,55,321,254,674,424,699,1832,270,1469,528.027,136.246,1896.61,-3063.06,-8023.64,3772.09,-847.75,458.224,-5143.25
13411.pdb,46.6,2.7,31.71788416711264,9,21385,13523,448,-2589,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,613.722,136.643,1815.71,-2985.23,-8133.97,3793.33,-872.343,454.697,-5177.43
13558.pdb,46.6,3.1,31.92148295418941,9,21530,13523,448,-2854,1899,4,4,40,205,629,450,1278,55,331,233,674,454,662,1893,226,1347,489.878,134.967,1829.12,-2958.82,-8181.88,3711.37,-875.737,453.769,-5397.32
13441.pdb,46.9,2.9,33.17351360695086,9,21422,12800,448,-2622,1841,4,4,40,205,609,491,1257,55,321,254,663,424,700,1802,271,1443,514.839,164.313,1829.54,-3066.94,-8016.21,3807.94,-886.877,441.753,-5211.64
13493.pdb,46.9,2.9,31.599124354884257,10,21439,12932,448,-2622,1899,4,4,40,205,609,491,1278,45,291,230,615,424,700,1832,271,1467,548.929,246.688,1872.69,-3207.4,-7842.74,3793.5,-873.036,454.336,-5007.03
13541.pdb,46.9,2.9,32.123243057891955,9,21472,13523,448,-1214,1838,4,4,40,205,609,491,1257,55,321,253,664,424,699,1803,270,1447,647.458,135.482,1935.6,-2980.15,-8119.35,3749.67,-831.757,464.644,-4998.41
