tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
0,2.1,33.83388608,8,15523,5538,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640
10,2.1,33.83362191,8,15553,4322,176,918,545,0,6,31,243,492,417,752,53,230,206,359,224,403,716,165,621
22.3,3,29.7249634,7,15597,5381,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658
22.7,3,29.49821589,7,15570,5065,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658
22.8,3,30.72913096,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658
22.8,3.25,30.72913096,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658
23.1,2.1,33.95628425,8,15636,5475,176,918,578,0,6,33,243,469,417,775,53,220,206,369,205,384,702,165,640
24.4,5.8,33.750787,8,15556,6683,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659
24.4,5.8,33.63737456,8,15631,5740,176,918,578,0,6,31,265,467,436,808,53,210,206,369,185,365,669,165,640
24.4,5.8,33.50884046,8,15632,6624,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659
24.4,5.8,33.91145463,8,15625,6271,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640
25.2,5.2,33.43134196,8,15635,6123,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659
25.6,5.2,33.83017571,8,15563,5485,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640
25.9,4.8,33.74511638,8,15586,5467,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640
26.7,3.25,29.7249634,7,15597,5381,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658
26.9,4.6,33.43134196,8,15635,6123,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659
26.9,4.6,33.49182859,8,15606,5686,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659
27.5,3.5,30.72913096,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658
28.4,2.1,33.98119158,8,15599,5335,176,918,578,0,6,33,243,469,417,775,53,220,206,369,205,384,702,165,640
28.7,3.25,29.49821589,7,15570,5065,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658
29.2,3.75,30.72913096,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658
30.4,4,30.72913096,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658
31.1,4.6,33.96170465,8,15488,6357,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640
31.4,3.5,29.49821589,7,15570,5065,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658
31.5,4.25,30.72913096,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658
31.7,3.5,29.7249634,7,15597,5381,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658
33.3,2.1,32.96564243,8,15599,5623,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640
