,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
17783.pdb,20.0,2.0,5.370822826826483,-6,20848,5414,2365,-1489,1566,4,3,31,149,523,281,989,185,576,311,1111,419,464,1668,119,875,619.142,141.177,2001.82,-3122.8,-9856.17,7482.45,-834.176,458.408,-3110.15
17809.pdb,21.7,3.7,5.8533241851604565,-6,20831,3663,2365,-1489,1455,4,3,35,149,557,281,955,185,616,311,1071,478,494,1720,119,845,607.088,147.743,1946.69,-3200.65,-9704.13,7374.51,-815.578,455.558,-3188.77
17781.pdb,21.7,3.7,5.370822826826483,-6,20848,5414,2365,-1489,1566,4,3,31,149,523,281,989,185,576,311,1111,419,464,1668,119,875,610.982,116.66,2017.23,-3106.08,-9873.75,7501.36,-818.923,471.758,-3080.76
17807.pdb,21.7,3.7,5.844552071986257,-6,20878,4198,2365,-1489,1510,4,3,34,149,540,281,972,185,596,311,1091,448,479,1695,119,860,649.552,133.118,1996.65,-3158.81,-9739.34,7412.12,-845.068,463.699,-3088.07
17778.pdb,22.5,4.5,5.840298093908935,-6,20848,5414,2365,-1489,1563,4,3,31,149,522,281,990,185,576,311,1111,418,464,1672,119,875,602.644,117.084,2029.21,-3077.3,-9901.23,7477.36,-856.231,456.097,-3152.35
17808.pdb,24.0,6.1,5.844552071986257,-6,20878,4198,2365,-1489,1510,4,3,34,149,540,281,972,185,596,311,1091,448,479,1695,119,860,640.608,134.908,1994.5,-3145.56,-9775.69,7408.66,-848.198,456.415,-3134.36
17810.pdb,24.0,6.1,5.8533241851604565,-6,20831,3663,2365,-1489,1455,4,3,35,149,557,281,955,185,616,311,1071,478,494,1720,119,845,591.146,115.924,2022.29,-3194.28,-9705.91,7402.17,-835.327,462.45,-3141.54
17782.pdb,24.0,6.1,5.370822826826483,-6,20848,5414,2365,-1489,1566,4,3,31,149,523,281,989,185,576,311,1111,419,464,1668,119,875,631.704,119.69,2011.33,-3150.51,-9818.1,7481.34,-809.99,462.958,-3071.57
17780.pdb,24.5,6.4,5.840298093908935,-6,20848,5414,2365,-1489,1563,4,3,31,149,522,281,990,185,576,311,1111,418,464,1672,119,875,614.674,118.953,2001.75,-3074.88,-9913.76,7481.34,-846.721,459.863,-3158.78
17879.pdb,31.4,8.0,2.8376543826248994,-6,20783,3312,2365,-1376,1455,4,2,35,134,544,281,900,167,604,315,1021,507,542,1775,134,895,586.452,144.188,1966.37,-3092.86,-9695.96,7337.07,-834.171,456.385,-3132.53
17876.pdb,43.7,7.4,2.9676847017195573,-7,20736,3387,2365,-1471,1455,4,3,35,134,527,281,900,185,617,332,1075,476,525,1721,134,895,1024.36,1733.74,2191.06,-3366.36,-9389.22,7422.9,247.391,519.522,383.39
17815.pdb,44.6,7.4,3.430278379359517,-7,20698,4330,2365,-1376,1510,4,3,33,118,498,264,861,185,617,332,1095,476,525,1750,134,912,598.697,111.18,1962.35,-3383.7,-9480.21,7404.31,-837.235,453.895,-3170.71
17828.pdb,45.5,7.4,3.1253717685129985,-7,20662,4265,2365,-1376,1455,4,3,32,134,527,281,900,185,617,332,1075,476,525,1721,134,895,924.692,1777.72,2105.5,-3372.32,-9427.22,7511.44,199.926,516.472,236.206
17866.pdb,47.5,7.4,2.9460970077302804,-7,20846,3592,2365,-1376,1506,4,2,35,119,495,264,864,185,617,332,1095,476,525,1753,134,912,597.281,111.903,1932.09,-3329.14,-9469.17,7354.04,-847.226,448.913,-3201.3
17872.pdb,50.1,7.4,3.02339580837754,-7,20780,2189,2365,-1376,1403,4,3,35,134,542,281,885,185,637,332,1055,508,542,1741,134,878,648.321,113.788,1970.91,-3394.34,-9442.81,7372.15,-819.39,450.975,-3100.41
17855.pdb,50.8,7.4,3.0369355655100705,-7,20736,3247,2365,-1376,1455,4,3,34,134,527,281,900,185,617,332,1075,476,525,1721,134,895,692.089,121.612,1988.44,-3348.42,-9481.7,7369.4,-820.386,465.699,-3013.27
17821.pdb,51.0,7.4,3.960121006408011,-7,20697,3387,593,-1376,1402,4,3,34,134,527,298,883,185,617,352,1055,476,555,1691,151,931,606.624,111.08,1987.92,-3318.85,-9539.08,7437.64,-835.917,467.921,-3082.65
17880.pdb,51.7,7.4,3.277634871640478,-7,20844,3387,2365,-1139,1455,4,3,35,134,527,281,900,185,617,332,1075,476,525,1721,134,895,620.286,113.301,1980.78,-3414.53,-9383.38,7371.15,-836.791,452.55,-3096.64
17816.pdb,51.7,7.4,3.8145892113831374,-7,20723,3387,728,-1376,1455,4,3,34,134,527,281,900,185,617,332,1075,476,525,1721,134,895,637.313,133.612,1953.91,-3260.49,-9544.08,7362.38,-823.956,446.109,-3095.21
17847.pdb,52.1,7.4,1.7961023515847092,-7,20704,3799,2365,-1376,1507,4,3,34,134,510,281,917,185,598,332,1094,445,508,1700,134,912,599.781,118.598,1937.11,-3345.75,-9490.68,7460.7,-840.089,440.471,-3119.86
17834.pdb,52.1,7.4,3.04546008173493,-7,20698,4330,2365,-1376,1506,4,2,33,119,495,264,864,185,617,332,1095,476,525,1753,134,912,995.655,1792.58,2103.86,-3260.6,-9510.96,7454.73,241.971,535.401,352.643
17851.pdb,52.9,7.4,2.9506995657470583,-7,20700,3182,2365,-1376,1402,4,3,34,151,558,297,936,185,617,332,1056,476,525,1690,134,879,623.74,106.964,1973.65,-3321.71,-9483.95,7344.9,-849.78,444.099,-3162.08
