tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
15,7,16.28609091,7,14001,5279,5699,5041,630,3,2,7,57,193,254,395,14,99,126,221,135,375,622,224,787
18,7,16.99204516,7,13933,6013,5699,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
20,2,16.57796897,7,13933,5279,4872,5506,597,3,2,8,57,202,254,386,14,105,126,215,150,397,640,224,765
22,7,16.29117451,7,14070,5279,5699,5185,624,3,2,9,57,202,244,396,14,105,120,221,150,380,657,206,756
22.7,2,16.85373169,7,13933,5279,4884,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
23.4,7,16.25095618,7,14001,5279,5792,5506,630,3,2,8,57,192,254,396,14,99,126,221,133,374,624,224,788
23.8,7,16.37837306,7,14070,5279,5699,5185,623,3,2,9,57,202,243,397,14,105,120,221,150,380,657,206,757
23.9,5.5,16.29117451,7,14070,5279,5699,5185,624,3,2,9,57,202,244,396,14,105,120,221,150,380,657,206,756
24.1,7,17.50486126,7,13967,5279,4397,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
24.5,7,16.85373169,7,13933,5279,4884,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
26,7,15.62030034,6,13911,5279,5449,5506,624,3,2,7,47,185,232,369,14,105,126,221,150,397,657,224,787
26.1,7,16.33047464,7,14070,5279,5699,5185,625,3,2,9,57,202,243,397,14,105,120,221,150,381,656,205,756
27.1,7,17.69722603,7,13965,5839,5699,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
27.3,7,16.23146109,7,14037,5279,5699,4924,627,3,2,8,57,192,254,396,14,100,126,220,134,375,626,224,787
28,7,15.92840408,8,13981,5279,5699,5616,632,3,1,9,57,202,254,397,9,87,106,185,150,397,658,224,785
28,3.7,16.85373169,7,13933,5279,4884,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
28.3,7,17.09971047,7,13967,5279,4397,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
29.4,7,16.1203233,7,14007,5279,5699,4098,634,3,2,9,57,202,243,397,14,105,121,220,150,379,658,202,750
30.2,7,16.63288689,7,13933,5279,5699,5442,597,3,2,8,57,202,254,386,14,105,126,215,150,397,640,224,765
30.2,7,15.87315897,7,14007,5279,5699,4098,625,3,2,9,57,202,244,396,14,105,120,221,150,381,656,206,755
30.2,7,17.17895388,7,13994,5279,4062,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
30.9,7,16.4195117,7,13933,5279,4872,5506,597,3,2,7,57,202,254,386,14,105,126,215,150,397,640,224,765
31.7,7,15.78456677,7,13975,5279,5589,5506,630,3,2,8,57,191,254,397,14,99,126,221,135,376,622,224,786
31.9,7,16.28906495,7,14070,5279,5699,5185,633,3,2,9,57,202,243,397,14,105,120,221,150,378,659,203,750
32,7.8,15.87315897,7,14007,5279,5699,4098,625,3,2,9,57,202,244,396,14,105,120,221,150,381,656,206,755
32,7.8,16.4195117,7,13933,5279,4872,5506,597,3,2,7,57,202,254,386,14,105,126,215,150,397,640,224,765
33.7,7,16.03141217,7,14007,5279,5699,4098,630,3,2,9,57,202,243,397,14,105,121,220,150,381,656,204,752
34.6,7,17.66400293,7,13968,5338,5699,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
35.3,7,15.08955588,6,13911,5279,5699,5364,634,3,2,8,46,184,232,360,14,105,126,220,150,397,658,224,787
35.6,7,13.53632595,6,13911,5279,5699,5364,631,3,2,9,48,187,232,361,14,105,126,221,150,397,655,224,787
36.2,7,15.14449932,6,13965,5279,5699,5359,630,3,1,8,49,186,232,361,14,105,126,221,150,397,656,224,787
36.6,7,13.79897054,6,13965,5279,5699,5359,623,3,2,9,48,186,235,369,14,105,126,221,150,397,656,224,784
36.6,7,16.00021148,8,14011,6408,5699,5506,630,3,1,8,57,202,254,397,10,88,105,186,150,397,657,224,786
36.7,7,15.76871933,7,14007,5279,5699,4098,631,3,2,9,57,202,243,397,14,105,121,220,150,379,658,204,751
37.3,7,12.79112519,6,13911,5279,5699,5364,622,3,2,9,48,186,233,370,14,105,126,221,150,397,656,224,786
37.7,7,16.31766503,7,14070,5279,5699,5185,633,3,2,9,57,202,242,398,14,105,120,221,150,378,659,204,749
37.8,7,16.30750568,7,14070,5279,5699,5185,634,3,2,9,57,202,242,398,14,105,120,221,150,379,658,204,748
