tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
24.1,6.3,16.6124125,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
28.6,5.7,17.08728851,0,12271,4778,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
29.8,6.3,16.68916072,0,12271,3781,4847,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
30.4,5.5,16.6124125,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
30.4,5.5,16.39198258,0,12314,3781,6330,1220,539,0,4,7,87,163,147,454,77,150,136,419,64,127,381,52,357
30.4,5.5,16.68916072,0,12271,3781,4847,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
30.4,5.6,16.50963028,0,12294,3781,6819,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
31.8,6.3,16.56893788,0,12294,3465,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
32.1,6.3,15.55527188,-1,12242,4364,6484,1220,538,0,4,7,75,163,136,422,77,162,136,419,76,137,414,52,358
32.1,6.3,15.73461279,-1,12216,2489,6484,1220,507,0,4,7,75,163,148,410,77,162,148,407,76,150,401,63,378
32.1,6.3,17.02783662,0,12245,3781,5953,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
32.1,6.3,16.85154807,0,12286,3781,6200,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
32.1,6.3,16.53667156,0,12295,3781,7590,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
32.1,6.3,16.14286938,1,12301,2760,6484,1220,507,0,4,7,87,190,147,441,66,161,125,376,88,148,432,52,347
32.5,6.3,16.85154807,0,12286,3781,6200,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
34,6.3,15.55527188,-1,12242,4364,6484,1220,538,0,4,7,75,163,136,422,77,162,136,419,76,137,414,52,358
35.7,6.3,16.59118199,0,12291,3781,6484,685,538,0,4,7,87,163,147,454,77,150,136,419,64,126,382,52,358
35.7,6.3,17.0899975,0,12244,3781,5182,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
35.7,6.3,17.56011248,0,12271,3781,6484,1253,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
35.7,6.3,17.53840793,0,12301,3781,6484,1788,476,0,4,8,87,190,147,427,77,175,136,394,88,146,420,52,338
35.8,6.3,15.15396226,-1,12216,2489,6484,1220,507,0,4,6,75,163,148,411,77,162,149,407,76,150,401,63,377
37.2,5.8,15.88081159,1,12258,3781,6484,1330,539,0,4,7,87,176,147,454,65,150,126,387,76,137,413,52,357
37.3,5.7,16.01255827,0,12284,3781,6484,-188,539,0,4,7,87,176,134,454,77,162,125,418,76,124,414,42,325
37.3,5.7,15.88081159,1,12258,3781,6484,1330,539,0,4,7,87,176,147,454,65,150,126,387,76,137,413,52,357
37.5,6.3,17.02783662,0,12245,3781,5953,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
38.2,6.3,16.39198258,0,12314,3781,6330,1220,539,0,4,7,87,163,147,454,77,150,136,419,64,127,381,52,357
38.3,6.3,17.53840793,0,12301,3781,6484,1788,476,0,4,8,87,190,147,427,77,175,136,394,88,146,420,52,338
38.3,3,16.61835893,0,12244,3781,5182,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
39.1,5.8,16.28231606,-1,12242,3781,6484,1073,540,0,4,7,74,164,137,421,77,162,136,418,76,137,413,52,357
39.4,6.3,16.50963028,0,12294,3781,6819,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
39.8,5.9,16.28231606,-1,12242,3781,6484,1073,540,0,4,7,74,164,137,421,77,162,136,418,76,137,413,52,357
40.8,6.3,16.28231606,-1,12242,3781,6484,1073,540,0,4,7,74,164,137,421,77,162,136,418,76,137,413,52,357
41.4,6.3,14.84980862,-1,12242,4364,6484,1220,537,0,4,6,75,163,136,423,77,162,136,420,76,137,414,52,358
41.9,6.3,17.08728851,0,12271,4778,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
42.8,6.3,16.14286938,1,12301,2760,6484,1220,507,0,4,7,87,190,147,441,66,161,125,376,88,148,432,52,347
43.7,6.3,16.59118199,0,12291,3781,6484,685,538,0,4,7,87,163,147,454,77,150,136,419,64,126,382,52,358
43.8,6.3,17.56011248,0,12271,3781,6484,1253,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
