,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
5184.pdb,29.0,5.0,24.820131301434007,6,20917,13736,5286,8088,1529,4,5,34,184,891,330,1095,45,449,163,553,999,757,2517,132,941,128452.0,2.72127e+17,5210.89,-8300.37,-5987.22,6415.57,10216600000000.0,445736000000000.0,2.72582e+17
5193.pdb,29.4,5.0,24.788882645444243,6,20952,13736,4341,8088,1476,4,5,37,184,891,350,1075,45,449,173,543,999,803,2471,148,978,99195.1,3544830000000000.0,5042.74,-7553.03,-7565.43,7629.4,98598900.0,9466760.0,3544830000000000.0
5187.pdb,30.0,5.0,24.84331578813609,6,20891,13736,5151,8088,1477,4,5,34,184,891,349,1076,45,449,173,543,999,802,2472,148,977,163298.0,1.93449e+17,5412.99,-12575.5,-1569.76,4940.71,2331630000000000.0,22851500000.0,1.95781e+17
5180.pdb,33.7,5.0,24.205576696471542,6,20991,13736,6113,6680,1585,4,5,37,184,891,311,1114,45,449,153,563,999,712,2562,117,900,33495.2,128513.0,4229.79,-1621.63,-16024.9,11868.3,155937000000000.0,59684900000000.0,215622000000000.0
5199.pdb,33.8,5.0,24.200953201131195,6,20991,13736,6113,6680,1584,4,5,37,184,891,310,1115,45,449,153,563,999,712,2562,117,901,151144.0,5.13067e+18,5108.77,-11543.0,-2455.65,5694.52,2096640000.0,12325200.0,5.13067e+18
5211.pdb,37.7,5.0,24.75421458833036,6,20991,13736,6420,8088,1583,4,5,37,184,891,311,1114,45,449,153,563,999,711,2563,116,903,34550.8,132937.0,4525.94,-1660.93,-16293.5,12677.1,51169400000000.0,13437400000000.0,64606900000000.0
5148.pdb,38.1,5.0,24.788882645444243,6,20952,12858,6113,8088,1474,4,5,37,184,891,350,1075,45,449,173,543,999,801,2473,148,980,104453.0,8300800000000000.0,4852.04,-6278.28,-9211.59,7290.13,95474900000.0,106598000000.0,8301000000000000.0
5135.pdb,38.2,6.0,24.788882645444243,6,20917,13736,5298,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941,113504.0,3.8508e+16,5034.61,-7476.07,-6562.47,7059.39,3669560000000.0,59634100.0,3.85117e+16
5170.pdb,38.2,7.4,24.825155947395825,7,21154,13736,6113,7648,1529,4,5,37,204,914,347,1150,45,439,163,553,956,740,2462,132,941,127493.0,7.64938e+16,5015.23,-8125.9,-5851.67,5750.58,113777000000.0,36748900000.0,7.6494e+16
5146.pdb,40.0,5.0,24.788882645444243,6,20978,14733,6113,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941,118140.0,9.00203e+18,5054.68,-6178.39,-8290.61,7206.83,81983100000.0,573542000.0,9.00203e+18
5175.pdb,40.0,5.0,24.808643862941526,6,20925,13736,4676,8088,1475,4,5,37,184,891,350,1075,45,449,172,544,999,801,2473,149,978,118595.0,2.38513e+16,5115.51,-6707.3,-7798.28,7441.53,1.96932e+16,1453500000.0,4.35445e+16
5173.pdb,40.0,5.0,24.80553079443169,6,20951,13736,4811,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941,120314.0,1231640000000000.0,5088.53,-9115.46,-4850.34,6293.53,282876000000.0,1564550000.0,1231930000000000.0
5188.pdb,40.0,5.0,24.788882645444243,6,20951,13736,4811,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941,113903.0,3.80784e+17,4805.58,-7508.16,-8004.4,7420.79,1409820000000.0,58504600000.0,3.80785e+17
5191.pdb,40.0,5.0,24.788882645444243,6,20978,13736,4476,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941,105182.0,9.05516e+16,4899.69,-5965.99,-7873.45,7532.91,91241300000.0,102735000000.0,9.05518e+16
5137.pdb,40.0,5.0,24.790606031646018,6,20978,13736,4476,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941,155958.0,67814500000000.0,5282.67,-10632.9,-3407.67,5228.1,1.10132e+16,1699520000.0,1.1081e+16
5195.pdb,40.0,5.0,24.788882645444243,6,21055,13736,5778,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941,125496.0,2.31013e+16,5320.88,-6166.32,-8825.66,7030.66,36084700000.0,7152710000.0,2.31014e+16
5196.pdb,40.0,5.0,24.788882645444243,6,21054,13736,5007,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941,116508.0,1.7676e+18,5033.48,-5537.07,-8335.17,7293.69,115331000000.0,1436280000000.0,1.7676e+18
