,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
14673.pdb,15.0,7.0,16.28609091163612,7,14001,5279,5699,5041,630,3,2,7,57,193,254,395,14,99,126,221,135,375,622,224,787,396.283,91.3188,1404.63,-2198.48,-5501.05,3637.37,-454.603,274.07,-2350.47
14606.pdb,18.0,7.0,16.992045161733397,7,13933,6013,5699,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765,421.275,92.686,1437.86,-2249.26,-5416.34,3563.5,-435.886,278.409,-2307.76
14630.pdb,20.0,2.0,16.57796896756626,7,13933,5279,4872,5506,597,3,2,8,57,202,254,386,14,105,126,215,150,397,640,224,765,436.413,93.4166,1408.41,-2312.37,-5282.78,3545.38,-451.798,283.381,-2279.94
14665.pdb,22.0,7.0,16.291174512514836,7,14070,5279,5699,5185,624,3,2,9,57,202,244,396,14,105,120,221,150,380,657,206,756,415.762,92.8654,1442.36,-2406.16,-5275.14,3587.19,-468.338,278.828,-2332.63
14633.pdb,22.7,2.0,16.85373169303871,7,13933,5279,4884,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765,408.378,94.4623,1453.2,-2282.39,-5366.5,3569.61,-450.826,269.79,-2304.27
14638.pdb,23.4,7.0,16.250956177124745,7,14001,5279,5792,5506,630,3,2,8,57,192,254,396,14,99,126,221,133,374,624,224,788,406.64,88.6696,1408.09,-2292.25,-5440.07,3690.9,-444.873,288.182,-2294.7
14660.pdb,23.8,7.0,16.37837305922992,7,14070,5279,5699,5185,623,3,2,9,57,202,243,397,14,105,120,221,150,380,657,206,757,425.824,91.8686,1427.04,-2330.82,-5348.56,3577.4,-445.57,285.288,-2317.55
14664.pdb,23.9,5.5,16.291174512514836,7,14070,5279,5699,5185,624,3,2,9,57,202,244,396,14,105,120,221,150,380,657,206,756,429.703,93.5146,1473.07,-2402.76,-5278.37,3590.36,-461.37,283.599,-2272.25
14627.pdb,24.1,7.0,17.504861261257894,7,13967,5279,4397,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765,442.994,99.0047,1496.39,-2417.2,-5251.39,3571.72,-446.31,270.007,-2234.78
14635.pdb,24.5,7.0,16.85373169303871,7,13933,5279,4884,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765,410.25,97.9618,1444.57,-2292.5,-5351.52,3555.39,-469.36,268.369,-2336.84
14629.pdb,26.0,7.0,15.62030033946968,6,13911,5279,5449,5506,624,3,2,7,47,185,232,369,14,105,126,221,150,397,657,224,787,544.741,92.2221,1500.68,-2167.72,-5654.96,3896.73,-428.194,298.03,-1918.47
14617.pdb,26.1,7.0,16.330474641332394,7,14070,5279,5699,5185,625,3,2,9,57,202,243,397,14,105,120,221,150,381,656,205,756,435.617,95.5949,1475.94,-2366.4,-5283.87,3551.39,-445.247,279.657,-2257.32
14681.pdb,27.1,7.0,17.697226032027967,7,13965,5839,5699,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765,398.467,91.928,1442.89,-2282.67,-5378.95,3561.78,-434.656,286.057,-2315.16
14678.pdb,27.3,7.0,16.23146108807064,7,14037,5279,5699,4924,627,3,2,8,57,192,254,396,14,100,126,220,134,375,626,224,787,399.551,92.9092,1400.71,-2318.02,-5371.27,3585.0,-460.242,281.273,-2390.1
14608.pdb,28.0,7.0,15.928404082069168,8,13981,5279,5699,5616,632,3,1,9,57,202,254,397,9,87,106,185,150,397,658,224,785,439.212,92.3949,1422.94,-2362.02,-5221.29,3522.43,-433.89,267.148,-2273.07
14636.pdb,28.0,3.7,16.85373169303871,7,13933,5279,4884,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765,413.172,98.7968,1446.48,-2291.09,-5353.91,3564.83,-453.466,266.881,-2308.3
14626.pdb,28.3,7.0,17.099710474619634,7,13967,5279,4397,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765,445.603,96.0575,1421.05,-2408.87,-5234.06,3534.99,-446.9,275.355,-2316.78
14604.pdb,29.4,7.0,16.120323301563033,7,14007,5279,5699,4098,634,3,2,9,57,202,243,397,14,105,121,220,150,379,658,202,750,483.481,122.312,1447.79,-2280.22,-5405.32,3536.01,-425.852,275.69,-2246.11
14648.pdb,30.2,7.0,17.17895387710071,7,13994,5279,4062,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765,434.992,107.451,1415.16,-2325.08,-5310.55,3553.48,-470.15,264.522,-2330.18
14611.pdb,30.2,7.0,16.632886893758542,7,13933,5279,5699,5442,597,3,2,8,57,202,254,386,14,105,126,215,150,397,640,224,765,462.109,118.873,1421.15,-2320.81,-5300.25,3512.35,-437.251,274.41,-2269.42
14620.pdb,30.2,7.0,15.873158974656828,7,14007,5279,5699,4098,625,3,2,9,57,202,244,396,14,105,120,221,150,381,656,206,755,408.241,90.8895,1460.75,-2336.0,-5314.47,3560.81,-456.692,278.161,-2308.32
14651.pdb,30.9,7.0,16.41951169536448,7,13933,5279,4872,5506,597,3,2,7,57,202,254,386,14,105,126,215,150,397,640,224,765,418.047,88.2394,1450.65,-2304.3,-5356.39,3556.97,-435.952,267.366,-2315.38
14645.pdb,31.7,7.0,15.784566770801312,7,13975,5279,5589,5506,630,3,2,8,57,191,254,397,14,99,126,221,135,376,622,224,786,446.457,92.6833,1469.11,-2301.47,-5349.46,3628.74,-439.813,278.004,-2175.75
