,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
16873.pdb,21.6,6.5,38.43310089688395,9,32956,13581,4395,3827,4468,0,19,30,617,1832,844,3398,249,1169,535,2177,1297,1211,4911,271,2272,1750.51,1960.02,3782.65,-4416.49,-15084.7,11115.6,-45.27,910.767,-26.9297
16611.pdb,22.5,6.2,39.99068652253246,8,32884,13581,3922,4475,4282,0,19,33,617,1832,878,3329,271,1221,582,2225,1297,1263,4807,295,2317,1048.72,184.153,3316.82,-4515.01,-15214.5,10995.6,-1413.32,743.587,-4853.99
16587.pdb,22.5,6.2,38.54562845839767,8,32939,13581,2758,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,1507.84,1394.65,3668.6,-4566.4,-15138.9,11138.3,-618.264,794.851,-1819.31
16870.pdb,22.5,6.2,38.45986127566193,9,32926,13581,4430,4475,4467,0,17,31,617,1832,844,3399,250,1169,534,2177,1297,1211,4911,271,2273,1356.42,1269.86,3564.66,-4730.55,-14817.1,11021.6,-764.524,755.251,-2344.34
17305.pdb,23.6,6.7,38.272182975817664,8,32991,13581,4395,4805,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,1878.91,310.681,3525.58,-4499.85,-15084.2,10927.2,-1160.61,804.301,-3298.01
16835.pdb,28.9,6.8,38.5302030566672,8,33015,14519,4395,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,1464.66,1299.05,3690.54,-4579.48,-15162.2,11102.4,-538.866,812.388,-1911.53
17179.pdb,28.9,6.8,38.52667121033763,8,33065,13581,6167,4475,4467,0,19,33,617,1832,809,3398,271,1221,534,2273,1297,1159,4911,249,2178,1141.75,196.929,3460.76,-4634.55,-14980.4,10900.9,-1347.8,734.848,-4527.57
16591.pdb,29.2,6.2,38.514909414096,8,33050,13581,3573,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,472652.0,1.10779e+19,8354.88,-32389.4,-2468.03,2197.21,115650000000.0,10576.0,1.10779e+19
17171.pdb,29.7,6.7,38.527139973657874,8,32996,13581,4549,4475,4283,0,19,33,617,1868,844,3327,271,1245,558,2225,1349,1234,4898,271,2226,1408.88,1258.51,3595.94,-4637.92,-15040.8,11020.6,-556.692,805.241,-2146.25
16590.pdb,30.0,6.2,38.514909414096,8,33050,13581,3573,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,78243.5,6191340000000.0,4987.3,-8593.26,-13622.2,10088.7,1373940000.0,3224210.0,6192720000000.0
16775.pdb,30.0,7.0,38.417121878076536,8,32982,14779,4395,4475,4466,0,19,31,617,1796,844,3399,271,1198,558,2272,1246,1187,4818,271,2273,1030.99,212.844,3315.57,-4514.12,-15244.2,10998.7,-1311.93,767.748,-4744.44
17175.pdb,30.3,6.7,38.527139973657874,8,32996,13581,4549,4475,4283,0,19,33,617,1868,844,3327,271,1245,558,2225,1349,1234,4898,271,2226,1400.22,1279.91,3662.74,-4572.72,-15135.6,11085.5,-553.525,803.557,-2029.94
16605.pdb,31.2,5.0,38.54116274933909,8,32913,13581,3864,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,1380.07,322.266,3495.57,-4423.34,-15214.9,10976.0,-1128.94,774.112,-3819.16
17191.pdb,31.2,6.5,38.57251150067543,8,33022,13581,4395,4736,4374,0,19,33,617,1866,810,3363,271,1244,535,2249,1348,1183,4954,248,2154,9900.55,22491900.0,4291.91,-4592.18,-15195.0,11325.0,3979.25,1744.53,22503300.0
16773.pdb,31.4,7.0,38.417121878076536,8,32982,14779,4395,4475,4466,0,19,31,617,1796,844,3399,271,1198,558,2272,1246,1187,4818,271,2273,979.065,218.875,3387.14,-4596.14,-15175.9,10984.3,-1337.03,742.383,-4797.38
17194.pdb,31.5,6.5,38.57251150067543,8,33022,13581,4395,4736,4374,0,19,33,617,1866,810,3363,271,1244,535,2249,1348,1183,4954,248,2154,6844.85,228214.0,4301.57,-4385.96,-15312.8,11281.4,47948.6,2764.71,281656.0
17173.pdb,33.5,5.0,38.527139973657874,8,32996,13581,4549,4475,4283,0,19,33,617,1868,844,3327,271,1245,558,2225,1349,1234,4898,271,2226,1476.8,1294.19,3634.67,-4578.93,-15030.6,11030.8,-562.851,813.165,-1922.72
16868.pdb,34.4,7.0,38.52667121033763,8,32969,13581,3396,4475,4282,0,19,33,617,1868,844,3327,271,1243,558,2227,1349,1235,4899,271,2225,1317.27,254.919,3572.87,-4309.08,-15423.8,10969.4,-1124.84,757.098,-3986.19
16797.pdb,34.8,7.0,38.5283442786941,9,33038,14214,4395,4475,4374,0,19,33,651,1849,868,3456,271,1197,558,2249,1246,1187,4766,271,2249,950.504,182.231,3382.04,-4738.31,-14949.8,11108.5,-1395.89,740.86,-4719.86
16796.pdb,35.2,7.0,38.5283442786941,9,33038,14214,4395,4475,4374,0,19,33,651,1849,868,3456,271,1197,558,2249,1246,1187,4766,271,2249,1304.39,1401.33,3606.41,-4624.03,-15120.7,11212.6,-680.143,788.867,-2111.3
16802.pdb,36.0,7.0,38.52718696825203,8,33002,13593,4395,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,1113.65,229.869,3393.07,-4504.22,-15338.3,11060.4,-1253.56,762.881,-4536.26
16866.pdb,36.1,7.0,38.52667121033763,8,32969,13581,3396,4475,4282,0,19,33,617,1868,844,3327,271,1243,558,2227,1349,1235,4899,271,2225,1294.01,225.867,3527.94,-4314.64,-15520.8,11039.1,-1227.41,759.37,-4216.5
16826.pdb,36.3,5.0,38.58043376002107,8,32939,14578,4395,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,1123.13,223.098,3315.44,-4616.99,-15143.8,11061.8,-1291.18,753.122,-4575.42
17215.pdb,36.8,7.0,38.395387241650575,9,32900,13581,4295,4475,4374,0,18,33,617,1832,879,3363,249,1169,556,2156,1297,1263,4859,295,2342,1425.46,292.023,3554.52,-4530.6,-15202.9,11056.4,-1152.53,807.876,-3749.82
16789.pdb,36.9,7.0,38.52699827633213,8,32933,12922,4395,4475,4374,0,19,33,617,1798,878,3363,271,1197,582,2249,1246,1238,4766,295,2342,1460.78,1792.58,3644.44,-4472.87,-15213.5,11101.6,-345.239,839.108,-1193.11
16803.pdb,37.1,7.0,38.52718696825203,8,33002,13593,4395,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,1212.62,219.159,3323.71,-4467.36,-15307.5,10992.2,-1319.94,763.897,-4583.26
16790.pdb,37.1,7.0,38.52699827633213,8,32933,12922,4395,4475,4374,0,19,33,617,1798,878,3363,271,1197,582,2249,1246,1238,4766,295,2342,1061.81,222.116,3464.98,-4461.95,-15220.2,10988.0,-1254.42,746.048,-4453.58
16955.pdb,37.5,7.0,38.54184204022979,8,32969,13362,4395,4475,4281,0,19,33,617,1867,844,3328,271,1244,558,2226,1348,1235,4901,271,2225,1502.09,245.988,3646.9,-4494.76,-14960.9,10847.6,-1060.23,791.192,-3482.1
17160.pdb,37.6,7.0,37.02077494304274,9,33037,13030,4395,4475,4466,0,18,32,617,1832,844,3399,248,1170,534,2180,1297,1211,4910,271,2273,1143.04,193.137,3489.61,-4740.48,-14914.8,10971.8,-1304.5,749.591,-4412.53
16592.pdb,37.6,5.35,38.514909414096,8,33050,13581,3573,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,1661.05,604.089,3629.73,-4515.74,-15103.3,10811.6,-939.477,809.891,-3042.16
16976.pdb,37.9,7.0,35.58365080933666,7,32967,13375,4395,4475,4467,0,18,32,582,1781,821,3305,271,1221,558,2273,1297,1211,4910,271,2272,1047.72,174.663,3356.69,-4504.77,-15337.6,11300.6,-1389.42,750.355,-4601.79
16596.pdb,38.0,7.0,38.54521333617736,8,32969,13581,3396,4475,4281,0,19,34,617,1867,844,3328,271,1244,558,2226,1348,1235,4901,271,2225,1102.37,189.525,3549.81,-4520.68,-15199.1,11027.7,-1342.83,746.715,-4446.5
17197.pdb,38.3,5.28,38.57251150067543,8,33022,13581,4395,4736,4374,0,19,33,617,1866,810,3363,271,1244,535,2249,1348,1183,4954,248,2154,1688.08,354.302,3609.54,-4352.75,-15325.8,10984.7,-930.086,801.325,-3170.65
17196.pdb,38.5,5.0,38.57251150067543,8,33022,13581,4395,4736,4374,0,19,33,617,1866,810,3363,271,1244,535,2249,1348,1183,4954,248,2154,1639.11,388.846,3570.43,-4364.29,-15293.3,10903.7,-936.852,796.201,-3296.11
16930.pdb,38.6,7.0,38.52667121033763,8,32954,13581,4099,4475,4374,0,19,29,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,1267.7,199.027,3460.83,-4550.92,-15090.7,10900.7,-1283.45,739.279,-4357.54
17104.pdb,38.6,7.0,38.62619307379817,8,32952,13441,4395,4475,4374,0,19,35,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,1154.54,210.605,3453.92,-4365.62,-15352.4,10929.1,-1222.58,750.415,-4442.02
16842.pdb,38.8,7.0,38.59691570955908,8,32946,13380,4395,4475,4281,0,19,33,617,1867,844,3328,271,1244,558,2226,1348,1235,4901,271,2225,1021.3,197.275,3433.96,-4486.78,-15199.2,10991.7,-1347.89,742.254,-4647.42
17205.pdb,38.9,7.0,38.480910981107705,9,32900,13581,4295,4475,4374,0,17,31,617,1832,880,3363,250,1169,555,2156,1297,1263,4859,295,2342,1079.77,191.56,3443.57,-4693.39,-14974.8,10995.1,-1371.57,735.118,-4594.59
16673.pdb,39.0,7.6,38.51635618101452,8,32927,13581,4315,4475,4283,0,19,33,617,1832,879,3328,271,1221,582,2225,1297,1263,4807,295,2316,1284.29,1266.73,3537.06,-4439.44,-15295.9,11111.4,-662.182,791.193,-2406.85
16598.pdb,39.0,7.0,38.54521333617736,8,32969,13581,3396,4475,4281,0,19,34,617,1867,844,3328,271,1244,558,2226,1348,1235,4901,271,2225,1115.9,206.245,3537.3,-4610.8,-15113.1,11016.7,-1312.35,755.649,-4404.46
