tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
21.6,6.5,38.4331009,9,32956,13581,4395,3827,4468,0,19,30,617,1832,844,3398,249,1169,535,2177,1297,1211,4911,271,2272
22.5,6.2,38.54562846,8,32939,13581,2758,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249
22.5,6.2,39.99068652,8,32884,13581,3922,4475,4282,0,19,33,617,1832,878,3329,271,1221,582,2225,1297,1263,4807,295,2317
22.5,6.2,38.45986128,9,32926,13581,4430,4475,4467,0,17,31,617,1832,844,3399,250,1169,534,2177,1297,1211,4911,271,2273
23.6,6.7,38.27218298,8,32991,13581,4395,4805,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249
28.9,6.8,38.53020306,8,33015,14519,4395,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249
28.9,6.8,38.52667121,8,33065,13581,6167,4475,4467,0,19,33,617,1832,809,3398,271,1221,534,2273,1297,1159,4911,249,2178
29.2,6.2,38.51490941,8,33050,13581,3573,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249
29.7,6.7,38.52713997,8,32996,13581,4549,4475,4283,0,19,33,617,1868,844,3327,271,1245,558,2225,1349,1234,4898,271,2226
30,6.2,38.51490941,8,33050,13581,3573,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249
30,7,38.41712188,8,32982,14779,4395,4475,4466,0,19,31,617,1796,844,3399,271,1198,558,2272,1246,1187,4818,271,2273
30.3,6.7,38.52713997,8,32996,13581,4549,4475,4283,0,19,33,617,1868,844,3327,271,1245,558,2225,1349,1234,4898,271,2226
31.2,5,38.54116275,8,32913,13581,3864,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249
31.2,6.5,38.5725115,8,33022,13581,4395,4736,4374,0,19,33,617,1866,810,3363,271,1244,535,2249,1348,1183,4954,248,2154
31.4,7,38.41712188,8,32982,14779,4395,4475,4466,0,19,31,617,1796,844,3399,271,1198,558,2272,1246,1187,4818,271,2273
31.5,6.5,38.5725115,8,33022,13581,4395,4736,4374,0,19,33,617,1866,810,3363,271,1244,535,2249,1348,1183,4954,248,2154
33.5,5,38.52713997,8,32996,13581,4549,4475,4283,0,19,33,617,1868,844,3327,271,1245,558,2225,1349,1234,4898,271,2226
34.4,7,38.52667121,8,32969,13581,3396,4475,4282,0,19,33,617,1868,844,3327,271,1243,558,2227,1349,1235,4899,271,2225
34.8,7,38.52834428,9,33038,14214,4395,4475,4374,0,19,33,651,1849,868,3456,271,1197,558,2249,1246,1187,4766,271,2249
35.2,7,38.52834428,9,33038,14214,4395,4475,4374,0,19,33,651,1849,868,3456,271,1197,558,2249,1246,1187,4766,271,2249
36,7,38.52718697,8,33002,13593,4395,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249
36.1,7,38.52667121,8,32969,13581,3396,4475,4282,0,19,33,617,1868,844,3327,271,1243,558,2227,1349,1235,4899,271,2225
36.3,5,38.58043376,8,32939,14578,4395,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249
36.8,7,38.39538724,9,32900,13581,4295,4475,4374,0,18,33,617,1832,879,3363,249,1169,556,2156,1297,1263,4859,295,2342
36.9,7,38.52699828,8,32933,12922,4395,4475,4374,0,19,33,617,1798,878,3363,271,1197,582,2249,1246,1238,4766,295,2342
37.1,7,38.52699828,8,32933,12922,4395,4475,4374,0,19,33,617,1798,878,3363,271,1197,582,2249,1246,1238,4766,295,2342
37.1,7,38.52718697,8,33002,13593,4395,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249
37.5,7,38.54184204,8,32969,13362,4395,4475,4281,0,19,33,617,1867,844,3328,271,1244,558,2226,1348,1235,4901,271,2225
37.6,5.35,38.51490941,8,33050,13581,3573,4475,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249
37.6,7,37.02077494,9,33037,13030,4395,4475,4466,0,18,32,617,1832,844,3399,248,1170,534,2180,1297,1211,4910,271,2273
37.9,7,35.58365081,7,32967,13375,4395,4475,4467,0,18,32,582,1781,821,3305,271,1221,558,2273,1297,1211,4910,271,2272
38,7,38.54521334,8,32969,13581,3396,4475,4281,0,19,34,617,1867,844,3328,271,1244,558,2226,1348,1235,4901,271,2225
38.3,5.28,38.5725115,8,33022,13581,4395,4736,4374,0,19,33,617,1866,810,3363,271,1244,535,2249,1348,1183,4954,248,2154
38.5,5,38.5725115,8,33022,13581,4395,4736,4374,0,19,33,617,1866,810,3363,271,1244,535,2249,1348,1183,4954,248,2154
38.6,7,38.52667121,8,32954,13581,4099,4475,4374,0,19,29,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249
38.6,7,38.62619307,8,32952,13441,4395,4475,4374,0,19,35,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249
38.8,7,38.59691571,8,32946,13380,4395,4475,4281,0,19,33,617,1867,844,3328,271,1244,558,2226,1348,1235,4901,271,2225
38.9,7,38.48091098,9,32900,13581,4295,4475,4374,0,17,31,617,1832,880,3363,250,1169,555,2156,1297,1263,4859,295,2342
39,7,38.54521334,8,32969,13581,3396,4475,4281,0,19,34,617,1867,844,3328,271,1244,558,2226,1348,1235,4901,271,2225
39,7.6,38.51635618,8,32927,13581,4315,4475,4283,0,19,33,617,1832,879,3328,271,1221,582,2225,1297,1263,4807,295,2316
39.1,7,38.54184204,8,32969,13362,4395,4475,4281,0,19,33,617,1867,844,3328,271,1244,558,2226,1348,1235,4901,271,2225
39.1,7,37.99257054,8,32952,13585,4395,4475,4374,0,19,31,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249
