tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
25.0,6.2,15.56962369173765,-1,12242,3781,6484,1073,539,0,2,7,74,165,136,422,77,162,136,419,76,137,412,52,358
35.7,6.3,16.591181989014146,0,12291,3781,6484,685,538,0,4,7,87,163,147,454,77,150,136,419,64,126,382,52,358
43.7,6.3,16.591181989014146,0,12291,3781,6484,685,538,0,4,7,87,163,147,454,77,150,136,419,64,126,382,52,358
25.0,6.3,16.761720152795313,0,12265,3781,6484,1006,507,0,4,7,87,163,160,441,77,150,148,407,64,138,370,63,378
25.0,6.2,16.098443062603472,0,12284,5501,6484,1220,538,0,4,7,87,176,133,455,77,162,125,418,76,124,414,42,326
25.0,6.2,15.908962371647359,1,12258,3964,6484,1220,537,0,3,7,87,176,147,455,65,149,126,389,76,137,414,52,357
24.1,6.3,16.61241249769926,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
48.5,3.0,16.61241249769926,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
30.4,5.5,16.61241249769926,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
25.0,6.3,16.61241249769926,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347
25.0,6.2,15.675343627631662,-1,12242,3781,6484,1073,538,0,3,7,74,164,137,423,77,162,136,420,76,137,413,52,357
38.2,6.3,16.391982583105563,0,12314,3781,6330,1220,539,0,4,7,87,163,147,454,77,150,136,419,64,127,381,52,357
30.4,5.5,16.391982583105563,0,12314,3781,6330,1220,539,0,4,7,87,163,147,454,77,150,136,419,64,127,381,52,357
64.0,3.0,16.391982583105563,0,12314,3781,6330,1220,539,0,4,7,87,163,147,454,77,150,136,419,64,127,381,52,357
25.0,6.2,16.48888667464256,0,12288,3781,6195,1220,507,0,4,7,87,163,160,441,77,150,148,407,64,139,369,62,379
25.0,5.7,16.48888667464256,0,12288,3781,6195,1220,507,0,4,7,87,163,160,441,77,150,148,407,64,139,369,62,379
74.0,3.5,16.48888667464256,0,12288,3781,6195,1220,507,0,4,7,87,163,160,441,77,150,148,407,64,139,369,62,379
