tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
35.3,7.0,15.089555878648529,6,13911,5279,5699,5364,634,3,2,8,46,184,232,360,14,105,126,220,150,397,658,224,787
29.4,7.0,16.120323301563033,7,14007,5279,5699,4098,634,3,2,9,57,202,243,397,14,105,121,220,150,379,658,202,750
40.6,7.0,15.599387750634918,8,14011,6408,5699,5506,634,3,2,9,57,202,254,397,9,86,105,183,150,397,659,224,786
18.0,7.0,16.992045161733397,7,13933,6013,5699,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
34.6,7.0,17.664002933511505,7,13968,5338,5699,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
28.0,7.0,15.928404082069168,8,13981,5279,5699,5616,632,3,1,9,57,202,254,397,9,87,106,185,150,397,658,224,785
36.7,7.0,15.768719334611664,7,14007,5279,5699,4098,631,3,2,9,57,202,243,397,14,105,121,220,150,379,658,204,751
33.7,7.0,16.03141217113472,7,14007,5279,5699,4098,630,3,2,9,57,202,243,397,14,105,121,220,150,381,656,204,752
30.2,7.0,16.632886893758542,7,13933,5279,5699,5442,597,3,2,8,57,202,254,386,14,105,126,215,150,397,640,224,765
25.0,8.7,15.596039664754638,7,14009,5279,5699,5277,597,3,2,8,57,202,254,386,14,105,126,215,150,397,640,224,765
39.0,7.0,16.40138075114227,7,14014,5279,5699,4971,626,3,2,9,57,191,254,397,14,99,126,221,134,378,627,224,784
39.0,7.0,16.40138075114227,7,14014,5279,5699,4971,626,3,2,9,57,191,254,397,14,99,126,221,134,378,627,224,784
93.9,3.0,16.40138075114227,7,14014,5279,5699,4971,626,3,2,9,57,191,254,397,14,99,126,221,134,378,627,224,784
78.1,3.0,16.330474641332394,7,14070,5279,5699,5185,625,3,2,9,57,202,243,397,14,105,120,221,150,381,656,205,756
26.1,7.0,16.330474641332394,7,14070,5279,5699,5185,625,3,2,9,57,202,243,397,14,105,120,221,150,381,656,205,756
25.0,8.7,16.482146613607174,6,14103,5279,5699,5833,597,3,2,9,57,202,243,386,20,121,139,243,150,381,640,205,737
32.0,7.8,15.873158974656828,7,14007,5279,5699,4098,625,3,2,9,57,202,244,396,14,105,120,221,150,381,656,206,755
30.2,7.0,15.873158974656828,7,14007,5279,5699,4098,625,3,2,9,57,202,244,396,14,105,120,221,150,381,656,206,755
36.6,7.0,13.798970537194982,6,13965,5279,5699,5359,623,3,2,9,48,186,235,369,14,105,126,221,150,397,656,224,784
90.0,3.0,13.798970537194982,6,13965,5279,5699,5359,623,3,2,9,48,186,235,369,14,105,126,221,150,397,656,224,784
89.5,3.0,12.791125192651528,6,13911,5279,5699,5364,622,3,2,9,48,186,233,370,14,105,126,221,150,397,656,224,786
37.3,7.0,12.791125192651528,6,13911,5279,5699,5364,622,3,2,9,48,186,233,370,14,105,126,221,150,397,656,224,786
94.4,3.0,17.099710474619634,7,13967,5279,4397,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
28.3,7.0,17.099710474619634,7,13967,5279,4397,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
24.1,7.0,17.504861261257894,7,13967,5279,4397,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
89.4,3.0,17.504861261257894,7,13967,5279,4397,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
26.0,7.0,15.62030033946968,6,13911,5279,5449,5506,624,3,2,7,47,185,232,369,14,105,126,221,150,397,657,224,787
20.0,2.0,16.57796896756626,7,13933,5279,4872,5506,597,3,2,8,57,202,254,386,14,105,126,215,150,397,640,224,765
25.0,8.7,15.767879627356297,7,14009,5279,5403,5506,597,3,2,8,57,202,254,386,14,105,126,215,150,397,640,224,765
25.0,2.0,16.85373169303871,7,13933,5279,4884,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
22.7,2.0,16.85373169303871,7,13933,5279,4884,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
78.0,2.0,16.85373169303871,7,13933,5279,4884,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
24.5,7.0,16.85373169303871,7,13933,5279,4884,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765
