tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
82.2,8.0,24.8581345930323,-3,18313,5008,6756,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
69.0,7.0,24.8581345930323,-3,18313,5008,6756,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
67.0,9.5,24.8581345930323,-3,18313,5008,6756,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
68.3,9.5,23.445099827311935,-3,18424,5008,7571,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
82.2,8.0,23.445099827311935,-3,18424,5008,7571,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
82.2,8.2,23.445099827311935,-3,18424,5008,7571,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
69.1,7.0,23.445099827311935,-3,18424,5008,7571,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
82.2,8.2,25.004530086778104,-3,18287,5008,6621,16079,1697,2,4,15,42,265,329,568,53,286,357,631,363,939,1596,573,2010
82.2,8.0,25.004530086778104,-3,18287,5008,6621,16079,1697,2,4,15,42,265,329,568,53,286,357,631,363,939,1596,573,2010
55.3,9.5,25.004530086778104,-3,18287,5008,6621,16079,1697,2,4,15,42,265,329,568,53,286,357,631,363,939,1596,573,2010
54.5,7.0,25.004530086778104,-3,18287,5008,6621,16079,1697,2,4,15,42,265,329,568,53,286,357,631,363,939,1596,573,2010
78.9,9.5,24.075236952565614,-3,18390,5008,8058,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
82.2,8.0,24.075236952565614,-3,18390,5008,8058,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
79.8,7.0,24.075236952565614,-3,18390,5008,8058,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
82.2,8.2,24.043411845229567,-3,18389,5008,7287,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
77.7,7.0,24.043411845229567,-3,18389,5008,7287,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
75.4,9.5,24.043411845229567,-3,18389,5008,7287,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
82.2,8.0,24.043411845229567,-3,18389,5008,7287,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
69.0,9.5,23.782445965074004,-3,18392,5008,7094,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
69.6,7.0,23.782445965074004,-3,18392,5008,7094,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
82.2,8.0,23.782445965074004,-3,18392,5008,7094,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
82.2,8.2,23.782445965074004,-3,18392,5008,7094,16079,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
55.0,3.2,27.27838236119598,-3,18284,5008,8393,15827,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
0.1,53.4,27.27838236119598,-3,18284,5008,8393,15827,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
80.9,9.5,27.27838236119598,-3,18284,5008,8393,15827,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
53.4,6.6,27.27838236119598,-3,18284,5008,8393,15827,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
53.4,6.9,27.27838236119598,-3,18284,5008,8393,15827,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
83.4,7.0,27.27838236119598,-3,18284,5008,8393,15827,1754,2,4,15,42,265,319,578,53,286,346,642,363,912,1623,539,1987
53.4,6.9,28.60307696606964,-4,18317,5008,8393,16475,1696,2,4,15,42,265,319,568,64,314,378,689,363,912,1595,539,1955
83.3,9.5,28.60307696606964,-4,18317,5008,8393,16475,1696,2,4,15,42,265,319,568,64,314,378,689,363,912,1595,539,1955
1.2,53.4,28.60307696606964,-4,18317,5008,8393,16475,1696,2,4,15,42,265,319,568,64,314,378,689,363,912,1595,539,1955
53.4,6.6,28.60307696606964,-4,18317,5008,8393,16475,1696,2,4,15,42,265,319,568,64,314,378,689,363,912,1595,539,1955
56.8,3.2,28.60307696606964,-4,18317,5008,8393,16475,1696,2,4,15,42,265,319,568,64,314,378,689,363,912,1595,539,1955
85.3,7.0,28.60307696606964,-4,18317,5008,8393,16475,1696,2,4,15,42,265,319,568,64,314,378,689,363,912,1595,539,1955
53.4,6.9,28.70048098113388,-4,18347,5008,8393,15717,1696,2,4,15,42,265,319,568,64,314,378,689,363,912,1595,539,1955
81.8,9.5,28.70048098113388,-4,18347,5008,8393,15717,1696,2,4,15,42,265,319,568,64,314,378,689,363,912,1595,539,1955
84.2,7.0,28.70048098113388,-4,18347,5008,8393,15717,1696,2,4,15,42,265,319,568,64,314,378,689,363,912,1595,539,1955
