,tm,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
17994.pdb,-1.0,-0.0626491885003645,1.4489554528382584,-0.3116671566647362,-0.14999796058496156,1.1499898179792725,0.4279759615352014,-0.14959538153399382,,0.0,0.33251639179956105,-0.24753688574416924,0.38171997053627543,-0.3111970685835248,-0.3074581485152204,-1.6725067056609533,-1.0419382434783149,-1.5851371352315458,-1.9516558825273593,1.4546827617875997,1.073382667768519,1.5734634288488285,-0.24747465881610048,-0.30803977840670066,-0.23188672880720074,-0.13518576422433526,-0.7639512527074087,1.2477072537943732,-0.4303205373641627,-0.33460721186498277,-0.14002800840716714,-0.14002803184602708,-0.14002800841408505
17991.pdb,-0.9663608562691132,-0.0637850789842206,1.4489554528382584,0.6135081054799406,-0.14999796058496156,0.6272973504676396,0.4279759615352014,-0.14959538153399382,,0.0,0.33251639179956105,-0.24753688574416924,0.38171997053627543,-0.3111970685835248,-0.3074581485152204,-1.6725067056609533,-1.0419382434783149,-1.5851371352315458,-1.9516558825273593,1.4546827617875997,1.073382667768519,1.5734634288488285,-0.24747465881610048,-0.30803977840670066,0.04793105728595698,-0.1075453567669929,0.29839057113224976,1.3388883864301375,-0.530110843721055,-0.4911632703162819,-0.14002800839887475,-0.14002783556805362,-0.14002800838028379
17986.pdb,-0.5871559633027522,0.0417025029542843,-0.6326425216617769,-0.7485554748997224,-0.14999796058496156,-2.877069962079988,0.4279759615352014,-1.4160081053703468,,0.0,1.3015641621868517,-0.24753688574416924,0.5041584516516843,-0.3111970685835248,-0.8742183499950852,0.5430216576821268,1.3157581914231262,0.4062785502030444,-0.2596869198908056,1.4159013604017308,1.073382667768519,0.004856368607553709,-0.24747465881610048,-1.6383244666066024,0.1101158408209703,-0.09348593299200096,1.169373389759298,-1.031154966163245,0.4577530292686319,0.057795663712901485,-0.140028008392585,-0.140027881960233,-0.14002800836386603
17966.pdb,-0.5840978593272171,-0.1492869994160734,1.4489554528382584,-1.262541731646765,-0.14999796058496156,0.33526674108867055,0.4279759615352014,1.0859292270868384,,-2.8867513459481287,-1.6055791489750202,-0.24753688574416924,-0.23047243504076878,-0.3111970685835248,0.2593020529646445,-1.6725067056609533,-1.6464757908889407,-1.5851371352315458,-1.13484327987523,-0.01901049087542638,-0.12286378091002634,1.325788629863364,-0.24747465881610048,1.0222449097932012,-0.16247803579420528,-0.3531649590111232,-0.43766530117744556,0.6691659276468388,-0.0072833343417820695,-0.3821459236778218,-0.14002800842539642,-0.14002802860287136,-0.14002800847009195
17969.pdb,-0.5290519877675841,-0.1492869994160734,1.4489554528382584,-1.262541731646765,-0.14999796058496156,0.33526674108867055,0.4279759615352014,1.0859292270868384,,-2.8867513459481287,-1.6055791489750202,-0.24753688574416924,-0.23047243504076878,-0.3111970685835248,0.2593020529646445,-1.6725067056609533,-1.6464757908889407,-1.5851371352315458,-1.13484327987523,-0.01901049087542638,-0.12286378091002634,1.325788629863364,-0.24747465881610048,1.0222449097932012,-0.33968931260583785,-0.3548819923699123,-1.3816550172161428,0.6639851814743536,-0.08970245699977333,-0.3089911140209722,-0.14002800842710225,-0.1400280825706246,-0.14002800848493988
18004.pdb,-0.4648318042813455,-0.0437408582982614,-0.6326425216617769,-0.5686602850382575,-0.14999796058496156,0.2612010068258886,0.9429452219668514,-0.14959538153399382,,0.0,0.33251639179956105,-0.24753688574416924,-0.23047243504076878,-0.3111970685835248,-0.3074581485152204,0.5430216576821268,0.5298593797893125,0.4062785502030444,0.49878192542902877,-0.01901049087542638,-0.12286378091002634,-0.1602601640494226,-0.24747465881610048,-0.30803977840670066,-0.3074548997942062,-0.1369421429854798,-0.20705885225378498,-1.1001329009169245,0.7728407335906966,0.17962105927336414,-0.14002800840573304,-0.14002803775212838,-0.14002800841116392
17978.pdb,-0.4342507645259938,-0.0485107298311788,-0.6326425216617769,-0.7485554748997224,-0.14999796058496156,-2.877069962079988,0.4279759615352014,-1.4160081053703468,,0.0,1.3015641621868517,-0.24753688574416924,0.38171997053627543,-0.3111970685835248,-0.7797583164151077,0.5430216576821268,1.2553044366820636,0.4062785502030444,-0.20134316255851067,1.4159013604017308,1.1303467843722592,0.004856368607553709,-0.24747465881610048,-1.7016713565208834,0.18684058089087932,-0.09593269241314137,0.5563815358655926,-1.268285119543915,0.7053863968897695,-0.1772767132463114,-0.1400280083958914,-0.14002795349302707,-0.14002800836733206
17936.pdb,-0.4036697247706421,0.0032789130764987,-0.6326425216617769,-0.7485554748997224,-0.9193895512561844,0.2612010068258886,0.4279759615352014,-1.5086724510169094,,0.0,1.3015641621868517,-0.24753688574416924,0.5041584516516843,-0.3111970685835248,-0.8742183499950852,0.5430216576821268,1.2553044366820636,0.4062785502030444,-0.20134316255851067,1.3383385576299924,1.1303467843722592,0.21125203442877408,-0.24747465881610048,-1.7016713565208834,-0.13643381348289424,-0.13517737053849943,0.1591397538975796,-0.15671902290712186,-0.009840131942487264,0.10015158363636639,-0.14002800840330387,-0.14002801982856147,-0.14002800840175275
17973.pdb,-0.4036697247706421,-0.0745760385808544,1.4489554528382584,-0.4915623465262011,-0.14999796058496156,0.8241005872230317,0.4279759615352014,1.14770545751788,,0.0,-2.0901030341686653,-0.24753688574416924,-0.23047243504076878,-0.3111970685835248,0.164842019384667,-1.6725067056609533,-1.7069295456300033,-1.5851371352315458,-1.2515307945398197,-0.01901049087542638,-0.12286378091002634,1.4083468961918522,-0.24747465881610048,1.0222449097932012,-0.1368654052999946,-0.13467794623126836,0.43908267867269396,1.5020818908634619,-0.6981074860732019,0.15054976683644108,-0.14002800840458318,-0.14002796940775322,-0.14002800839902468
17937.pdb,-0.363914373088685,0.0032789130764987,-0.6326425216617769,-0.7485554748997224,-0.9193895512561844,0.2612010068258886,0.4279759615352014,-1.5086724510169094,,0.0,1.3015641621868517,-0.24753688574416924,0.5041584516516843,-0.3111970685835248,-0.8742183499950852,0.5430216576821268,1.2553044366820636,0.4062785502030444,-0.20134316255851067,1.3383385576299924,1.1303467843722592,0.21125203442877408,-0.24747465881610048,-1.7016713565208834,-0.13629479889012042,-0.13253965476459426,-0.35429220041273846,-0.2669949057214791,0.18470208549932093,-0.23345341154143162,-0.14002800840546792,-0.14002805159232962,-0.14002800840663035
