,tm,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
24306.pdb,-0.8917822117010482,32.92013376874849,-0.6939085415668812,-1.4351397531708965,-0.15597069818213807,-1.1491065416028867,0.2092196895815091,-0.3027888495821053,,-0.1056310919687594,0.3004626062886741,-0.6610177338350646,-0.5018170283143915,-0.6104117134092457,-0.7451069988986404,0.7043438279892364,0.9104827629052412,0.4535978571289803,0.4925518149996142,0.37662695869973123,0.15144425868027606,0.16024622231978627,-0.054706397539586206,-0.21704886629469866,-0.520139424570307,-0.17568875900329434,-0.44834345163950107,-0.7721727058478992,0.8704324354427472,-0.36057285909163567,-1.0204176632183193,-0.8474318428038907,-0.6066164377829428
24384.pdb,-0.8917822117010482,33.68077864570543,1.4783268929033542,1.1679443159981595,0.8859967704027988,0.1602276871750335,0.2092196895815091,-0.3027888495821053,,-0.1056310919687594,0.3004626062886741,1.5023130314433306,1.3605966850173732,1.3532957561115637,1.4975141970026862,-1.4445017489270824,-1.0743066510404278,-1.0056361002731748,-1.3863213336081799,0.37662695869973123,0.15144425868027606,0.16024622231978627,-0.054706397539586206,-0.21704886629469866,-0.36820767810753813,-0.12054791036795928,-0.15895943771555096,1.100448556990978,-1.1977106029648164,0.560993127565894,1.1553419618610032,-0.33652484182110587,-0.1511224946680069
24321.pdb,-0.8725059181602977,32.92013376874849,-0.6939085415668812,-2.01123212913454,-2.434558898714033,0.1602276871750335,0.2092196895815091,-2.4461131412109993,,-0.1056310919687594,0.3004626062886741,-0.6610177338350646,-0.5018170283143915,0.6987265996046272,-1.2356803855020557,0.7043438279892364,0.9104827629052412,2.4687304649700517,-0.35881258046329256,0.37662695869973123,2.9310209122605286,-2.073014088738156,3.0749217931472366,2.3768326215143416,-0.5358726063846069,0.15751147883321756,0.003203121170635502,-1.1649912231272643,1.1545891695009156,-0.2125724942555457,0.5846894104370529,-0.07593922918371017,-0.6640661243019437
24348.pdb,-0.8522150828542444,32.910369574399674,-0.6939085415668812,-1.2857824705136556,-0.15597069818213807,0.1602276871750335,-0.3411414642930001,1.855265016050314,,-0.1056310919687594,0.3004626062886741,-0.6610177338350646,-1.299994334028005,-0.6104117134092457,-0.21949265610926702,0.7043438279892364,-0.7907653061910466,0.4535978571289803,1.3732736034095177,-2.622503846061237,-1.3846375761930214,-1.4265439986950676,-0.054706397539586206,1.0798918776098214,-0.43922591809676326,-0.2929962008751334,-1.861012280230471,-0.7429924008066324,0.7018828832972587,1.2322690803861567,1.2645409068865519,-0.7605001472697209,-0.5289772900015424
24404.pdb,-0.8386878593168753,32.92013376874849,-0.6939085415668812,1.8080469559577634,-0.15597069818213807,3.356926521209425,0.2092196895815091,1.855265016050314,,-0.1056310919687594,0.3004626062886741,-0.6610177338350646,-0.5018170283143915,-2.0130599059241097,-0.21949265610926702,0.7043438279892364,0.9104827629052412,-1.7005094133218202,1.4026309963565144,0.37662695869973123,-2.554985640858391,2.3347365251919934,-2.8862747605419496,-2.934448520189884,-0.383269499658891,0.49741991349231346,0.04620755667636473,-0.8832563704811945,0.6602152770955113,-1.1804884871792305,0.13732599049360372,-1.3011524513027655,-1.7799031784624173
24433.pdb,-0.8386878593168753,32.92013376874849,-0.6939085415668812,-0.38963877457021,-0.15597069818213807,0.9862671723739097,0.2092196895815091,-0.3027888495821053,,-0.1056310919687594,0.3004626062886741,-0.6610177338350646,-0.5018170283143915,-0.6104117134092457,-0.7451069988986404,0.7043438279892364,0.9104827629052412,0.4535978571289803,0.4925518149996142,0.37662695869973123,0.15144425868027606,0.16024622231978627,-0.054706397539586206,-0.21704886629469866,-0.5562177413095926,-0.2718329645482667,-1.3939930698956626,-0.8412526116598852,0.8537653929620497,-1.751392702292101,-0.5871444297297961,-1.0506215889922148,-2.018609908788095
24345.pdb,-0.8386878593168753,32.80328018827364,-0.6939085415668812,-0.7310268492153321,-0.15597069818213807,0.1602276871750335,-2.666262743583061,1.855265016050314,,-0.1056310919687594,-3.305088669175313,-0.6610177338350646,-1.299994334028005,-0.6104117134092457,-0.21949265610926702,0.7043438279892364,-0.7907653061910466,0.4535978571289803,1.3732736034095177,-2.622503846061237,-1.3846375761930214,-1.4265439986950676,-0.054706397539586206,1.0798918776098214,0.41366432203688863,1.7093939350872196,0.20971400417209377,-0.4434476368115655,0.3889264802467036,1.9463788321006692,2.205060852751926,-0.8675413434575807,1.6861184802096474
24430.pdb,-0.8386878593168753,32.91942931891419,-0.6939085415668812,-0.38963877457021,-0.15597069818213807,0.9862671723739097,0.2092196895815091,-0.3027888495821053,,-0.1056310919687594,0.3004626062886741,-0.6610177338350646,-0.5018170283143915,-0.6104117134092457,-0.7451069988986404,0.7043438279892364,0.9104827629052412,0.4535978571289803,0.4925518149996142,0.37662695869973123,0.15144425868027606,0.16024622231978627,-0.054706397539586206,-0.21704886629469866,-0.17395104550240173,-0.4168927591525864,0.8216312843890131,-0.6874108673946914,0.7668353282587999,-1.1827260736886511,0.15846127017597916,0.6982765459833312,-0.20840803922552137
24349.pdb,-0.8386878593168753,32.910369574399674,-0.6939085415668812,-1.2857824705136556,-0.15597069818213807,0.1602276871750335,-0.3411414642930001,1.855265016050314,,-0.1056310919687594,0.3004626062886741,-0.6610177338350646,-1.299994334028005,-0.6104117134092457,-0.21949265610926702,0.7043438279892364,-0.7907653061910466,0.4535978571289803,1.3732736034095177,-2.622503846061237,-1.3846375761930214,-1.4265439986950676,-0.054706397539586206,1.0798918776098214,-0.5859035407625486,0.7856606783443335,-1.8298609422610068,-0.7639545791219919,0.7275370565273476,1.394653929925532,0.697410902076353,-1.8769963814797677,-0.3906056164715017
24396.pdb,-0.8386878593168753,32.92013376874849,-0.6939085415668812,1.8080469559577634,-0.2685642524797778,0.1602276871750335,0.2092196895815091,-0.3027888495821053,,-0.1056310919687594,0.3004626062886741,-0.6610177338350646,-0.5018170283143915,-0.6104117134092457,-0.7451069988986404,0.7043438279892364,0.9104827629052412,0.4535978571289803,0.4925518149996142,0.37662695869973123,0.15144425868027606,0.16024622231978627,-0.054706397539586206,-0.21704886629469866,0.04958273248258996,0.08116770039869148,0.6617085398520914,-0.6701805920369891,0.5709158779219665,-0.8569974089629931,0.5435930332769036,-0.8292076078364872,-0.632386725735747
