,tm,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
16775.pdb,-1.0,38.417121878076536,-0.0267386779462383,-0.35713082961917814,3.3464330997505725,-0.02236496610896485,0.22475861512111917,0.9708466144137895,,0.3305207795438654,-1.3837706419691038,0.2481326923899518,-0.981483797360308,-0.0029939707056339435,0.9435776044927809,0.3354735234915653,-0.6671660742220764,0.08915324943737797,0.8763901198185423,-1.3019936034723503,-0.9656807072915973,-0.8714163248385408,-0.13866295197925985,0.29185275219052914,-0.24360965902719528,-0.12561797767263888,-0.789832879128239,0.1904449994171437,-0.36070378144170784,0.050206493095876166,-0.12829451341073672,-0.1314709205142794,-0.12572181211715422
16773.pdb,-1.0,38.417121878076536,-0.0267386779462383,-0.35713082961917814,3.3464330997505725,-0.02236496610896485,0.22475861512111917,0.9708466144137895,,0.3305207795438654,-1.3837706419691038,0.2481326923899518,-0.981483797360308,-0.0029939707056339435,0.9435776044927809,0.3354735234915653,-0.6671660742220764,0.08915324943737797,0.8763901198185423,-1.3019936034723503,-0.9656807072915973,-0.8714163248385408,-0.13866295197925985,0.29185275219052914,-0.24711359464456165,-0.1256179776726388,-0.5860486821538173,0.09195086269026047,-0.17561808764737655,-0.03681521255586244,-0.12829451342530196,-0.13147269341051251,-0.1257218121171549
16868.pdb,-1.0,38.52667121033763,-0.0267386779462383,-0.6147793572140083,-0.18317030580996624,-2.6090322043339738,0.22475861512111917,-1.8692232592258422,,0.3305207795438654,0.40314577758155196,0.2481326923899518,1.7919752037318686,-0.0029939707056339435,-1.0952959505610258,0.3354735234915653,1.5401048288378267,0.08915324943737797,-0.6798560506003233,1.89037275270942,1.0730744852167478,0.917508568141611,-0.13866295197925985,-0.9318085402377713,-0.22429128274333116,-0.12561797767263833,-0.05721203406021,0.43666833268317673,-0.847400569222983,-0.1268585052093862,-0.12829451330217062,-0.13147166490004256,-0.12572181211714425
16797.pdb,-0.984240320551647,38.5283442786941,2.16583291364538,0.7527397507893213,1.6818037807675137,-0.02236496610896485,0.22475861512111917,-0.44918832240602635,,0.3305207795438654,0.40314577758155196,3.1226227743145993,1.0600901895547663,1.470039616467606,2.5576858355770447,0.3354735234915653,-0.7162165387345187,0.08915324943737797,0.08097541049334434,-1.3019936034723503,-0.9656807072915973,-2.0198619351467864,-0.13866295197925985,-0.31997789402362103,-0.24904091106569984,-0.12561797767263927,-0.6005701213681465,-0.07877470934657108,0.4370887259236,0.7137469986903116,-0.12829451345945772,-0.1314727998611714,-0.12572181211715389
16796.pdb,-0.9555863579182775,38.5283442786941,2.16583291364538,0.7527397507893213,1.6818037807675137,-0.02236496610896485,0.22475861512111917,-0.44918832240602635,,0.3305207795438654,0.40314577758155196,3.1226227743145993,1.0600901895547663,1.470039616467606,2.5576858355770447,0.3354735234915653,-0.7162165387345187,0.08915324943737797,0.08097541049334434,-1.3019936034723503,-0.9656807072915973,-2.0198619351467864,-0.13866295197925985,-0.31997789402362103,-0.2251604342262715,-0.12561797767262325,0.03828778383167375,0.05845901346674545,-0.026031992516385032,1.3428414124642771,-0.1282945130441182,-0.13146944439381622,-0.12572181211711964
16802.pdb,-0.8982784326515395,38.52718696825203,-0.0267386779462383,0.0392515205267145,-0.14781534682271544,-0.02236496610896485,0.22475861512111917,-0.44918832240602635,,0.3305207795438654,0.40314577758155196,0.2481326923899518,0.4052457031857803,-0.0029939707056339435,-0.07585917303412247,0.3354735234915653,0.4609946095640963,0.08915324943737797,0.08097541049334434,0.2786926505594002,0.053696888962575275,0.03408886790449897,-0.13866295197925985,-0.31997789402362103,-0.23803170393559192,-0.12561797767263866,-0.5691639498908806,0.20233346507912986,-0.6157047153516056,0.4230703291175174,-0.12829451337686532,-0.13147126069507836,-0.12572181211715147
16866.pdb,-0.8911149419931971,38.52667121033763,-0.0267386779462383,-0.6147793572140083,-0.18317030580996624,-2.6090322043339738,0.22475861512111917,-1.8692232592258422,,0.3305207795438654,0.40314577758155196,0.2481326923899518,1.7919752037318686,-0.0029939707056339435,-1.0952959505610258,0.3354735234915653,1.5401048288378267,0.08915324943737797,-0.6798560506003233,1.89037275270942,1.0730744852167478,0.917508568141611,-0.13866295197925985,-0.9318085402377713,-0.2258608839462188,-0.1256179776726387,-0.185143066197429,0.4299915782305858,-1.1102601929133176,0.29435072284100483,-0.1282945133616908,-0.1314715060977464,-0.12572181211714728
17215.pdb,-0.8409705073848014,38.395387241650575,2.16583291364538,-1.9822984652173379,-0.18317030580996624,-0.2812906155809377,0.22475861512111917,-0.44918832240602635,,-2.7204402623995807,0.40314577758155196,0.2481326923899518,0.4052457031857803,2.1451800105886742,-0.07585917303412247,-2.9066384571090964,-2.0896295450829028,-0.07636900989540767,-3.135266675038978,0.2786926505594002,2.2623483475132824,0.03408886790449897,2.227423951158121,2.050865860056211,-0.21699054524804243,-0.12561797767263783,-0.10946074182157137,0.1706549070828463,-0.24878519939623253,0.398897633103148,-0.1282945133182388,-0.13146811575259817,-0.12572181211714115
16789.pdb,-0.8338070167264591,38.52699827633213,-0.0267386779462383,-1.3282675874766152,-2.12474680352649,-0.02236496610896485,0.22475861512111917,-0.44918832240602635,,0.3305207795438654,0.40314577758155196,0.2481326923899518,-0.904443269552192,2.0838036111231224,-0.07585917303412247,0.3354735234915653,-0.7162165387345187,2.0754203614308055,0.08097541049334434,-1.3019936034723503,1.2004966847485194,-2.0198619351467864,2.227423951158121,2.050865860056211,-0.21460712674047613,-0.12561797767261812,0.14657216291421288,0.23998027300875444,-0.27751006549022883,0.6720490980655266,-0.12829451284977741,-0.13146593278018917,-0.1257218121171076
16803.pdb,-0.8194800354097743,38.52718696825203,-0.0267386779462383,0.0392515205267145,-0.14781534682271544,-0.02236496610896485,0.22475861512111917,-0.44918832240602635,,0.3305207795438654,0.40314577758155196,0.2481326923899518,0.4052457031857803,-0.0029939707056339435,-0.07585917303412247,0.3354735234915653,0.4609946095640963,0.08915324943737797,0.08097541049334434,0.2786926505594002,0.053696888962575275,0.03408886790449897,-0.13866295197925985,-0.31997789402362103,-0.2313531385422217,-0.12561797767263877,-0.7666555232057606,0.24659698470547653,-0.5322400100973571,0.010925862072525903,-0.12829451341538484,-0.1314711896813755,-0.1257218121171521
