tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
25.0,7.0,7.172067319497002,3,12637,-835,11166,744,568,0,5,15,44,179,143,333,20,128,100,232,162,270,638,101,501
25.0,7.0,8.699279628142248,3,12653,-835,11353,744,568,0,5,15,44,188,134,333,20,135,93,232,179,266,673,88,466
25.0,7.0,9.105519175871748,4,12695,-835,11775,744,569,0,5,15,53,197,147,367,20,128,93,232,162,253,637,88,466
25.0,7.0,7.841231892451179,3,12672,-835,12180,744,569,0,5,17,54,197,147,366,20,128,93,233,162,253,637,88,466
25.0,7.0,7.325813525065317,3,12659,-835,11901,744,636,0,5,15,44,179,124,352,20,128,86,246,162,235,673,75,459
25.0,7.0,7.477471509545576,3,12623,-835,10715,744,603,0,5,15,44,179,134,342,20,128,93,239,162,253,655,88,479
25.0,7.0,7.309208636253607,3,12637,-835,11166,744,570,0,5,15,44,179,144,332,20,128,99,233,162,272,636,101,499
25.0,7.0,7.231719155132306,3,12734,-835,11530,744,603,0,5,15,44,179,134,342,20,128,93,239,162,253,655,88,479
25.0,7.0,7.341311421289574,3,12700,-835,12017,744,603,0,5,15,44,179,134,342,20,128,93,239,162,253,655,88,479
25.0,7.0,7.335776458352341,3,12699,-835,11246,744,603,0,5,15,44,179,134,342,20,128,93,239,162,253,655,88,479
25.0,7.0,7.290389762267007,3,12702,-835,11053,744,603,0,5,15,44,179,134,342,20,128,93,239,162,253,655,88,479
25.0,7.0,7.474150531783237,3,12653,-835,11353,744,570,0,5,15,44,189,134,332,20,134,93,233,181,266,669,88,466
25.0,7.0,5.94849763427628,4,12654,-835,12352,414,603,0,5,15,44,179,144,342,14,109,86,206,162,272,655,101,512
25.0,7.0,8.765049212321175,3,12597,-835,12352,909,603,0,5,15,44,179,134,342,20,128,93,239,162,253,655,88,479
