pdb,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
18020,38.1,2.0,44.67763523315197,8,24361,16501,4069,1131,2366,0,11,28,344,901,395,1833,146,602,267,1225,546,493,2320,103,1024
18021,53.3,4.2,44.67763523315197,8,24361,16501,4069,1131,2366,0,11,28,344,901,395,1833,146,602,267,1225,546,493,2320,103,1024
18022,38.1,2.0,44.67763523315197,8,24361,16501,4069,1131,2366,0,11,28,344,901,395,1833,146,602,267,1225,546,493,2320,103,1024
18023,62.9,6.5,44.67763523315197,8,24361,16501,4069,1131,2366,0,11,28,344,901,395,1833,146,602,267,1225,546,493,2320,103,1024
18060,41.9,2.0,44.394073651778754,8,24375,15634,4069,1131,2299,0,11,28,344,901,422,1806,146,602,284,1208,546,526,2287,118,1076
18061,65.0,6.5,44.394073651778754,8,24375,15634,4069,1131,2299,0,11,28,344,901,422,1806,146,602,284,1208,546,526,2287,118,1076
18062,64.7,6.5,44.394073651778754,8,24375,15634,4069,1131,2299,0,11,28,344,901,422,1806,146,602,284,1208,546,526,2287,118,1076
18063,53.3,4.2,44.394073651778754,8,24375,15634,4069,1131,2299,0,11,28,344,901,422,1806,146,602,284,1208,546,526,2287,118,1076
18071,53.3,4.2,44.80449173008209,7,24394,15372,4069,1131,2299,0,11,28,344,901,395,1806,163,635,282,1275,546,493,2287,103,1009
18072,56.2,6.5,44.80449173008209,7,24394,15372,4069,1131,2299,0,11,28,344,901,395,1806,163,635,282,1275,546,493,2287,103,1009
18073,35.4,2.0,44.80449173008209,7,24394,15372,4069,1131,2299,0,11,28,344,901,395,1806,163,635,282,1275,546,493,2287,103,1009
18112,37.8,2.0,44.813819413679894,7,24424,16318,4069,1131,2299,0,11,28,344,901,395,1806,163,635,282,1275,546,493,2287,103,1009
18113,59.0,6.5,44.813819413679894,7,24424,16318,4069,1131,2299,0,11,28,344,901,395,1806,163,635,282,1275,546,493,2287,103,1009
18114,49.9,3.0,44.813819413679894,7,24424,16318,4069,1131,2299,0,11,28,344,901,395,1806,163,635,282,1275,546,493,2287,103,1009
18115,41.5,2.5,44.813819413679894,7,24424,16318,4069,1131,2299,0,11,28,344,901,395,1806,163,635,282,1275,546,493,2287,103,1009
18116,33.1,2.0,44.813819413679894,7,24424,16318,4069,1131,2299,0,11,28,344,901,395,1806,163,635,282,1275,546,493,2287,103,1009
18171,34.1,2.0,44.26348608140951,8,24472,15767,4069,1131,2366,0,11,28,344,901,395,1833,146,602,267,1225,546,493,2320,103,1024
18172,61.7,6.5,44.26348608140951,8,24472,15767,4069,1131,2366,0,11,28,344,901,395,1833,146,602,267,1225,546,493,2320,103,1024
18173,43.2,2.5,44.26348608140951,8,24472,15767,4069,1131,2366,0,11,28,344,901,395,1833,146,602,267,1225,546,493,2320,103,1024
