tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
45.2,7.0,19.19292964021443,-7,13447,2826,6229,5941,506,1,3,29,19,188,108,222,65,317,185,381,366,429,884,116,504
48.4,7.0,19.19292964021443,-7,13447,2826,6229,5941,506,1,3,29,19,188,108,222,65,317,185,381,366,429,884,116,504
48.0,7.0,19.19292964021443,-7,13447,2826,6229,5941,506,1,3,29,19,188,108,222,65,317,185,381,366,429,884,116,504
25.0,7.0,16.876961180763317,-7,13467,2826,8060,6034,539,1,4,27,19,181,108,229,65,306,185,392,340,414,877,116,519
31.8,7.0,18.026408741073688,-6,13434,2826,8060,5365,572,1,3,28,19,181,108,236,54,281,170,370,340,414,902,116,534
52.6,7.0,18.026408741073688,-6,13434,2826,8060,5365,572,1,3,28,19,181,108,236,54,281,170,370,340,414,902,116,534
25.0,7.0,18.026408741073688,-6,13434,2826,8060,5365,572,1,3,28,19,181,108,236,54,281,170,370,340,414,902,116,534
43.8,7.0,18.713033840851857,-7,13447,2826,7061,6013,508,1,4,32,19,188,108,222,65,318,185,380,366,429,882,116,504
48.4,7.0,18.713033840851857,-7,13447,2826,7061,6013,508,1,4,32,19,188,108,222,65,318,185,380,366,429,882,116,504
48.0,7.0,18.713033840851857,-7,13447,2826,7061,6013,508,1,4,32,19,188,108,222,65,318,185,380,366,429,882,116,504
49.0,7.0,17.33907436450012,-7,13398,2826,8060,5924,571,1,4,29,19,175,108,235,65,294,185,404,315,398,870,116,535
55.6,5.5,17.33907436450012,-7,13398,2826,8060,5924,571,1,4,29,19,175,108,235,65,294,185,404,315,398,870,116,535
52.3,6.2,17.33907436450012,-7,13398,2826,8060,5924,571,1,4,29,19,175,108,235,65,294,185,404,315,398,870,116,535
56.9,5.5,17.33907436450012,-7,13398,2826,8060,5924,571,1,4,29,19,175,108,235,65,294,185,404,315,398,870,116,535
51.9,6.3,17.33907436450012,-7,13398,2826,8060,5924,571,1,4,29,19,175,108,235,65,294,185,404,315,398,870,116,535
52.5,7.0,17.33907436450012,-7,13398,2826,8060,5924,571,1,4,29,19,175,108,235,65,294,185,404,315,398,870,116,535
49.0,7.0,17.33907436450012,-7,13398,2826,8060,5924,571,1,4,29,19,175,108,235,65,294,185,404,315,398,870,116,535
48.4,7.0,18.0721737964917,-7,13424,2826,8060,5548,572,1,4,30,19,175,108,235,65,295,185,403,315,398,869,116,535
48.0,7.0,18.0721737964917,-7,13424,2826,8060,5548,572,1,4,30,19,175,108,235,65,295,185,403,315,398,869,116,535
40.8,7.0,18.0721737964917,-7,13424,2826,8060,5548,572,1,4,30,19,175,108,235,65,295,185,403,315,398,869,116,535
48.0,7.0,18.202835753755643,-8,13457,2826,8060,6196,539,1,4,30,19,175,108,229,76,320,201,425,315,398,844,116,519
43.2,7.0,18.202835753755643,-8,13457,2826,8060,6196,539,1,4,30,19,175,108,229,76,320,201,425,315,398,844,116,519
48.4,7.0,18.202835753755643,-8,13457,2826,8060,6196,539,1,4,30,19,175,108,229,76,320,201,425,315,398,844,116,519
23.3,2.0,18.202835753755643,-8,13457,2826,8060,6196,539,1,4,30,19,175,108,229,76,320,201,425,315,398,844,116,519
25.0,5.0,16.30749294717796,-9,13397,2826,8060,5761,539,1,4,30,13,157,92,195,76,330,201,426,340,414,877,116,519
48.4,7.0,18.520635137157516,-7,13447,2826,8060,6581,507,1,4,30,19,188,108,222,65,317,185,381,366,429,883,116,504
46.8,7.0,18.520635137157516,-7,13447,2826,8060,6581,507,1,4,30,19,188,108,222,65,317,185,381,366,429,883,116,504
48.0,7.0,18.520635137157516,-7,13447,2826,8060,6581,507,1,4,30,19,188,108,222,65,317,185,381,366,429,883,116,504
25.0,7.0,14.79824877341278,-7,13467,2826,8060,6034,539,1,4,29,19,181,108,229,65,306,185,392,340,414,877,116,519
25.0,7.0,17.598662756280973,-7,13467,2826,8060,6034,539,1,4,27,19,181,108,229,65,306,185,392,340,414,877,116,519
25.0,7.0,18.026916076177734,-7,13467,2826,8060,6034,539,1,4,27,19,181,108,229,65,306,185,392,340,414,877,116,519
25.0,7.0,17.60182804216631,-7,13467,2826,8048,6013,539,1,4,28,19,181,108,229,65,306,185,392,340,414,877,116,519
33.4,7.0,18.145190772609787,-7,13447,2826,8060,6581,508,1,4,33,19,188,108,222,65,318,185,380,365,430,883,116,503
48.0,7.0,18.145190772609787,-7,13447,2826,8060,6581,508,1,4,33,19,188,108,222,65,318,185,380,365,430,883,116,503
48.4,7.0,18.145190772609787,-7,13447,2826,8060,6581,508,1,4,33,19,188,108,222,65,318,185,380,365,430,883,116,503
51.9,6.3,17.456656088428574,-8,13334,2826,8060,5871,573,1,2,27,14,156,93,200,65,306,185,404,340,414,902,116,534
55.6,5.5,17.456656088428574,-8,13334,2826,8060,5871,573,1,2,27,14,156,93,200,65,306,185,404,340,414,902,116,534
52.3,6.2,17.456656088428574,-8,13334,2826,8060,5871,573,1,2,27,14,156,93,200,65,306,185,404,340,414,902,116,534
49.0,7.0,17.456656088428574,-8,13334,2826,8060,5871,573,1,2,27,14,156,93,200,65,306,185,404,340,414,902,116,534
45.6,7.0,17.456656088428574,-8,13334,2826,8060,5871,573,1,2,27,14,156,93,200,65,306,185,404,340,414,902,116,534
49.0,7.0,17.456656088428574,-8,13334,2826,8060,5871,573,1,2,27,14,156,93,200,65,306,185,404,340,414,902,116,534
51.1,5.5,17.456656088428574,-8,13334,2826,8060,5871,573,1,2,27,14,156,93,200,65,306,185,404,340,414,902,116,534
25.0,7.0,18.035046549038967,-6,13434,2826,8326,6013,571,1,4,28,19,181,108,236,55,280,169,370,340,414,903,116,535
50.4,8.5,18.035046549038967,-6,13434,2826,8326,6013,571,1,4,28,19,181,108,236,55,280,169,370,340,414,903,116,535
38.6,3.0,18.035046549038967,-6,13434,2826,8326,6013,571,1,4,28,19,181,108,236,55,280,169,370,340,414,903,116,535
49.1,6.8,18.035046549038967,-6,13434,2826,8326,6013,571,1,4,28,19,181,108,236,55,280,169,370,340,414,903,116,535
47.4,6.4,18.035046549038967,-6,13434,2826,8326,6013,571,1,4,28,19,181,108,236,55,280,169,370,340,414,903,116,535
57.0,7.0,18.035046549038967,-6,13434,2826,8326,6013,571,1,4,28,19,181,108,236,55,280,169,370,340,414,903,116,535
25.0,7.0,17.839736472414806,-7,13467,2826,8048,6013,539,1,4,29,19,181,108,229,65,306,185,392,340,414,877,116,519
25.0,7.0,17.54728023965843,-7,13467,2826,8048,6013,539,1,4,29,19,181,108,229,65,306,185,392,340,414,877,116,519
25.0,7.0,17.20712639261969,-7,13467,2826,8060,6034,539,1,4,28,19,181,108,229,65,306,185,392,340,414,877,116,519
40.8,3.0,18.472642466621476,-6,13477,2826,8060,6071,539,1,5,29,26,199,123,262,65,295,185,392,315,399,844,116,519
45.7,6.2,18.472642466621476,-6,13477,2826,8060,6071,539,1,5,29,26,199,123,262,65,295,185,392,315,399,844,116,519
42.3,8.5,18.472642466621476,-6,13477,2826,8060,6071,539,1,5,29,26,199,123,262,65,295,185,392,315,399,844,116,519
48.6,7.0,18.472642466621476,-6,13477,2826,8060,6071,539,1,5,29,26,199,123,262,65,295,185,392,315,399,844,116,519
47.5,6.8,18.472642466621476,-6,13477,2826,8060,6071,539,1,5,29,26,199,123,262,65,295,185,392,315,399,844,116,519
25.0,7.0,18.472642466621476,-6,13477,2826,8060,6071,539,1,5,29,26,199,123,262,65,295,185,392,315,399,844,116,519
52.3,6.2,19.54340516944416,-7,13461,2826,8060,5820,539,1,4,30,13,160,93,197,65,317,185,392,367,429,909,116,519
55.5,5.5,19.54340516944416,-7,13461,2826,8060,5820,539,1,4,30,13,160,93,197,65,317,185,392,367,429,909,116,519
49.0,7.0,19.54340516944416,-7,13461,2826,8060,5820,539,1,4,30,13,160,93,197,65,317,185,392,367,429,909,116,519
49.0,7.0,19.54340516944416,-7,13461,2826,8060,5820,539,1,4,30,13,160,93,197,65,317,185,392,367,429,909,116,519
49.1,7.0,19.54340516944416,-7,13461,2826,8060,5820,539,1,4,30,13,160,93,197,65,317,185,392,367,429,909,116,519
51.9,6.3,19.54340516944416,-7,13461,2826,8060,5820,539,1,4,30,13,160,93,197,65,317,185,392,367,429,909,116,519
42.7,7.0,18.13676253336482,-7,13487,2826,9059,6013,571,1,4,29,19,174,108,236,65,295,185,403,314,399,871,116,534
