,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
16540.pdb,20.0,7.0,36.2357253585348,7,32910,13581,4395,4328,4468,0,19,33,584,1781,820,3302,271,1221,558,2273,1297,1211,4910,271,2273,103099.0,1.74306e+16,5845.69,-7856.93,-15193.6,12229.0,58622900000.0,147286000.0,1.74307e+16
16541.pdb,20.0,7.0,36.64104654769992,7,32884,13581,4395,4649,4374,0,19,33,584,1781,853,3269,271,1221,582,2249,1297,1262,4859,295,2343,27201.2,112928.0,4771.65,-3314.21,-20704.7,17413.2,21568900000000.0,7434360000000.0,29003300000000.0
16542.pdb,50.9,7.0,38.94379485230541,8,32913,13581,4395,4640,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,119935.0,774618000000000.0,6270.09,-9747.97,-12640.4,12515.8,176179000000.0,1683010000.0,774796000000000.0
16543.pdb,20.0,7.0,38.94379485230541,8,32913,13581,4395,4640,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,117431.0,376909000000000.0,6200.87,-10983.1,-11688.1,12660.2,20435100000000.0,19139700000.0,397363000000000.0
16544.pdb,40.0,5.4,38.22034603576754,8,33024,13581,4395,4725,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,115284.0,5375500000000000.0,6266.45,-9275.36,-13437.0,12213.8,216235000000.0,64410200000.0,5375780000000000.0
16545.pdb,20.0,7.0,39.01874675672149,8,32887,13581,4395,4961,4280,0,19,33,617,1832,876,3331,271,1221,582,2225,1297,1263,4807,295,2319,110719.0,1.76151e+16,6261.48,-10394.3,-11831.5,11871.0,15004600000000.0,103301000.0,1.76301e+16
16546.pdb,20.0,7.0,38.54296510260199,8,32990,13581,4395,4562,4374,0,19,33,617,1832,844,3363,271,1221,558,2249,1297,1211,4859,271,2249,117418.0,2774830000000000.0,6206.19,-9266.24,-12559.1,12845.9,76416200000000.0,511310000.0,2851250000000000.0
16547.pdb,20.0,7.0,39.10289085249996,8,32914,13581,4395,4193,4468,0,19,33,584,1780,820,3302,271,1221,558,2272,1297,1211,4911,271,2273,108260.0,2.19761e+16,5925.59,-8617.39,-13898.7,12388.2,432775000000000.0,103217000.0,2.24089e+16
16548.pdb,20.0,7.0,39.323775048662185,8,32888,13581,4395,4514,4374,0,19,33,584,1780,853,3269,271,1221,581,2249,1297,1263,4859,295,2343,106999.0,8296840000000000.0,6049.18,-8504.16,-14370.7,13522.7,51589000000.0,971127000.0,8296890000000000.0
16549.pdb,20.0,7.0,37.4724649820814,7,32910,13581,4302,4475,4468,0,17,32,583,1780,821,3303,271,1221,558,2272,1297,1211,4911,271,2272,26970.0,112037.0,4902.09,-3233.2,-21033.9,17296.1,24289700000000.0,49236400000.0,24338900000000.0
