,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
17481.pdb,25.0,6.3,10.497184060756108,5,22490,4151,2901,258,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730,80695.6,575042000000000.0,4604.05,-4991.93,-10575.8,9161.39,369146000000000.0,844652000000.0,945033000000000.0
17482.pdb,25.0,6.3,9.879672015551469,5,22524,4151,2901,-285,1446,0,7,26,194,704,277,1087,90,480,194,724,584,486,1812,89,744,75251.0,1.19619e+17,4483.92,-4429.08,-11096.8,9587.51,55872000000.0,380150000.0,1.19619e+17
17483.pdb,25.0,6.3,10.01246771359815,5,22537,4151,2901,-355,1445,0,7,26,194,704,277,1087,90,481,194,723,584,486,1813,89,744,61538.4,47457600000.0,4239.45,-3590.02,-12942.5,10535.9,43472900000000.0,2500390000.0,43522800000000.0
17484.pdb,25.0,6.3,10.175324206594368,5,22511,4151,2901,-34,1400,0,7,26,194,704,297,1067,90,481,207,710,584,519,1780,103,775,78967.5,3.39933e+16,4527.87,-4612.45,-10909.7,9195.05,329049000000.0,72902800.0,3.39937e+16
17485.pdb,25.0,6.7,9.58762468839063,5,22612,4151,2901,-73,1400,0,7,26,214,737,291,1112,90,481,194,710,584,486,1780,89,730,76307.1,8706020000000000.0,4520.47,-4903.73,-10442.3,9778.51,30775900000.0,391367000.0,8706050000000000.0
17486.pdb,25.0,6.3,10.458552890066048,5,22574,4151,2901,1053,1400,0,7,26,194,704,297,1067,90,481,207,710,584,519,1780,103,775,83828.6,3433950000000000.0,4540.77,-5652.79,-10075.4,9929.48,708640000.0,36070100000000.0,3470020000000000.0
17487.pdb,25.0,6.3,9.39726559186353,6,22534,5280,2901,180,1445,0,6,26,194,724,277,1087,77,460,181,678,617,500,1859,89,743,72530.7,489752000000.0,4533.44,-4564.53,-10883.9,9025.33,397351000.0,114960000000.0,605109000000.0
17488.pdb,49.7,4.4,9.39726559186353,6,22534,5280,2901,180,1445,0,6,26,194,724,277,1087,77,460,181,678,617,500,1859,89,743,72283.4,280667000000.0,4549.03,-4523.36,-10972.7,8979.02,22696300000000.0,59357200000000.0,82334200000000.0
17489.pdb,25.0,6.3,9.991225562337776,5,22517,5148,2901,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730,85829.9,3.18098e+17,4433.1,-4725.78,-10917.7,8837.75,621194000000.0,1642270000000.0,3.181e+17
17490.pdb,25.0,6.3,9.991225562337776,5,22547,3932,2901,180,1353,0,7,27,194,744,277,1047,90,506,194,698,652,513,1837,89,717,82928.1,1.30401e+16,4624.78,-5405.42,-9886.22,8769.35,187041000000.0,25357600.0,1.30402e+16
17491.pdb,25.0,6.3,9.513046736959357,6,22534,5280,2901,180,1443,0,6,26,194,724,277,1087,77,459,180,680,617,500,1860,89,744,72670.3,360405000000000.0,4459.01,-4182.42,-11397.7,9622.91,1477280000000.0,41405500000000.0,403288000000000.0
17492.pdb,52.2,6.3,9.513046736959357,6,22534,5280,2901,180,1443,0,6,26,194,724,277,1087,77,459,180,680,617,500,1860,89,744,81946.3,2983160000000000.0,4709.25,-5054.23,-10243.9,9002.73,45393200000000.0,13867200000.0,3028570000000000.0
17493.pdb,25.0,6.3,10.122361108008764,5,22456,5029,2901,180,1400,0,7,24,194,724,277,1067,90,494,194,710,617,500,1825,89,730,74019.3,3.086e+16,4281.46,-4526.2,-10911.9,9254.37,58754700000.0,2047330000.0,3.086e+16
17494.pdb,25.0,6.3,9.183261393848795,5,22567,4295,2901,180,1400,0,7,24,194,724,277,1067,90,494,194,710,617,500,1825,89,730,71529.0,1816480000.0,4273.74,-4180.65,-11917.8,9349.58,46708700000000.0,4140220000.0,46714600000000.0
17495.pdb,37.6,6.3,10.21965522253885,5,22430,3154,2901,180,1354,0,7,24,194,724,297,1047,90,494,207,697,617,534,1791,103,762,24266.8,97939.8,3682.7,-2130.46,-14171.6,11270.6,44624400000000.0,14716300000000.0,59340700000000.0
17496.pdb,25.0,6.3,9.996056075338265,5,22491,4210,2901,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730,77045.0,11345500000000.0,4144.01,-5497.73,-9890.07,8677.96,15190100000.0,3491950000.0,11364200000000.0
17497.pdb,42.0,6.3,9.996056075338265,5,22491,4210,2901,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730,106349.0,61540000000000.0,4587.26,-8164.92,-7449.04,7799.45,4231360000000.0,8929020000.0,65780200000000.0
17498.pdb,52.4,6.3,9.32531382823362,5,22498,4563,2901,180,1445,0,7,25,194,704,277,1087,90,480,194,724,584,486,1813,89,744,107011.0,297590000000000.0,4878.98,-7513.71,-8146.1,8297.22,2010700000000.0,834354000.0,299601000000000.0
17499.pdb,51.2,6.3,9.505501709226508,5,22472,2688,2901,180,1400,0,7,25,194,704,297,1067,90,480,208,710,584,519,1780,103,775,76717.7,68673600000000.0,4545.06,-4632.91,-10582.4,9090.3,510873000.0,4982410000.0,68679100000000.0
17500.pdb,25.0,6.3,8.36170037770643,5,22575,3882,2901,180,1445,0,7,25,194,704,277,1087,90,480,194,724,584,486,1813,89,744,76003.1,15166800000000.0,4666.93,-4179.43,-11038.9,9154.67,110332000000000.0,148282000.0,125499000000000.0
17501.pdb,25.0,6.3,10.018534416202447,5,22537,5367,2901,180,1447,0,7,26,194,705,277,1086,90,480,194,724,584,486,1811,89,744,71463.4,2013170000000.0,4395.15,-4522.66,-10873.2,8882.87,90608000.0,86057900.0,2013350000000.0
17502.pdb,25.0,6.3,10.227902295831584,5,22511,3492,2901,180,1400,0,7,26,194,705,296,1067,90,480,208,710,584,519,1778,103,777,72063.5,187172000000000.0,4464.48,-4203.42,-11372.9,8943.88,378170000.0,2199610.0,187172000000000.0
