,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
12642.pdb,25.0,7.0,7.172067319497002,3,12637,-835,11166,744,568,0,6,21,44,179,143,333,20,128,100,232,162,270,638,101,501,19668.9,366659000000000.0,2074.41,-1777.79,-5577.04,3713.15,11321900000.0,393388.0,366670000000000.0
12643.pdb,25.0,7.0,8.699279628142248,3,12653,-835,11353,744,568,0,6,22,44,188,134,333,20,135,93,232,179,266,673,88,466,23794.9,299587000000000.0,2115.06,-1662.13,-5813.61,3512.26,2961620.0,6920130.0,299587000000000.0
12644.pdb,25.0,7.0,9.105519175871748,4,12695,-835,11775,744,569,0,6,21,53,197,147,367,20,128,93,232,162,253,637,88,466,20380.4,24069800000.0,2092.88,-1704.81,-5425.87,3174.78,13417200000.0,1015680.0,37488000000.0
12645.pdb,25.0,7.0,7.841231892451179,3,12672,-835,12180,744,569,0,6,23,54,197,147,366,20,128,93,233,162,253,637,88,466,28827.9,238402000000000.0,2260.88,-2041.15,-5579.67,3637.33,15148100000.0,311113.0,238417000000000.0
12646.pdb,25.0,7.0,7.325813525065317,3,12659,-835,11901,744,636,0,6,21,44,179,124,352,20,128,86,246,162,235,673,75,459,30773.3,220403000000.0,2263.21,-2327.76,-5368.13,3604.95,2368710000000.0,4696980.0,2589110000000.0
12647.pdb,25.0,7.0,7.477471509545576,3,12623,-835,10715,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,21682.8,43414000000.0,2129.22,-1556.57,-5907.51,3690.29,209556000.0,149601000.0,43773200000.0
12648.pdb,25.0,7.0,7.309208636253607,3,12637,-835,11166,744,570,0,6,21,44,179,144,332,20,128,99,233,162,272,636,101,499,18344.4,12814300000000.0,2172.24,-1547.57,-5946.16,3873.69,49720900.0,474157.0,12814400000000.0
12649.pdb,25.0,7.0,7.231719155132306,3,12734,-835,11530,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,23125.0,808328000000.0,2090.34,-2051.42,-5487.81,3578.79,16664500.0,227166.0,808344000000.0
12650.pdb,25.0,7.0,7.341311421289574,3,12700,-835,12017,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,26902.4,355603000000000.0,2258.66,-2352.2,-5385.26,3546.16,6673800.0,228781.0,355603000000000.0
12651.pdb,25.0,7.0,7.335776458352341,3,12699,-835,11246,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,26436.5,36740900000000.0,2208.36,-2186.83,-5754.55,3507.3,393951000.0,8151270.0,36741300000000.0
12652.pdb,25.0,7.0,7.290389762267007,3,12702,-835,11053,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,26009.7,13874500000000.0,2142.98,-1917.57,-5899.34,3622.89,4648860.0,1215710.0,13874500000000.0
12653.pdb,25.0,7.0,7.474150531783237,3,12653,-835,11353,744,570,0,6,21,44,189,134,332,20,134,93,233,181,266,669,88,466,27441.2,138307000000000.0,2233.42,-2098.95,-5781.35,3501.73,5445650000.0,59351.6,138312000000000.0
12654.pdb,25.0,7.0,5.94849763427628,4,12654,-835,12352,414,603,0,6,20,44,179,144,342,14,109,86,206,162,272,655,101,512,37415.4,30310300000000.0,2405.53,-2404.08,-5433.64,3304.68,2554510000.0,27433900.0,30312900000000.0
12655.pdb,25.0,7.0,8.765049212321175,3,12597,-835,12352,909,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,22363.3,4162620000000.0,2121.32,-1788.05,-5823.59,3563.16,37526800.0,243713.0,4162660000000.0
12656.pdb,25.0,7.0,7.05595683370484,3,12611,-835,12352,1227,569,0,6,21,44,179,144,332,20,128,99,233,162,271,637,101,500,55173.5,1.50912e+22,2671.32,-3682.75,-4431.5,3181.41,7620190000.0,23018700000000.0,1.50912e+22
12657.pdb,25.0,7.0,7.382033669098749,3,12674,-835,12352,831,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,24694.6,8.21839e+17,2187.93,-1795.77,-5676.72,3620.97,6901160.0,220461.0,8.21839e+17
12658.pdb,25.0,7.0,3.424888663634192,4,12624,-835,12352,1172,603,0,6,21,44,179,144,342,14,110,87,204,162,271,655,100,514,24593.8,1514870000000.0,2227.13,-1870.58,-5752.57,3419.08,31698400.0,348628000.0,1515250000000.0
12659.pdb,25.0,7.0,7.887256189926993,3,12562,-835,12352,680,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,28140.3,7.83404e+16,2230.22,-2057.95,-5659.46,3563.6,5207180.0,375171.0,7.83404e+16
12660.pdb,25.0,7.0,3.866602267369161,3,12673,-835,12352,765,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,24375.0,63120200000000.0,2159.36,-1746.33,-5544.98,3469.96,4746380000.0,260944.0,63125000000000.0
12661.pdb,25.0,7.0,7.25599751536502,3,12637,-835,11166,744,571,0,6,21,44,179,144,332,20,128,100,232,162,272,636,101,498,24352.9,25529400000000.0,2228.75,-1842.31,-5654.53,3554.08,151558000.0,313196000000.0,25842700000000.0
12662.pdb,25.0,7.0,7.949503211721313,3,12653,-835,11353,744,571,0,6,21,44,189,134,332,20,135,93,232,181,266,668,88,466,21672.2,9890990000000.0,2204.85,-2275.75,-5327.38,3759.27,10301300.0,308910.0,9891000000000.0
12663.pdb,25.0,7.0,7.865233403190508,3,12623,-835,10715,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,20581.6,272858000.0,2010.77,-1955.22,-5373.85,3705.75,34826700.0,309678.0,308013000.0
12664.pdb,25.0,7.0,7.266752954467665,3,12637,-835,11166,744,571,0,6,21,44,179,143,333,20,128,100,232,162,272,636,102,497,28959.8,330422000.0,2218.9,-1803.8,-5675.56,3529.19,1576200.0,2.08607e+16,2.08607e+16
12665.pdb,25.0,7.0,7.361249867423903,3,12699,-835,11246,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,23835.3,176843000000000.0,2230.23,-1695.54,-5843.03,3585.11,5155670.0,436768.0,176843000000000.0
12666.pdb,25.0,7.0,7.853421289070975,3,12653,-835,11353,744,571,0,6,21,44,188,134,333,20,135,93,232,181,267,668,88,465,41784.7,49395400000000.0,2490.82,-2229.96,-5407.45,3405.78,28768100.0,30874100.0,49395500000000.0
12667.pdb,25.0,7.0,7.337842781830115,3,12596,-835,11050,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,17200.0,1154710000.0,2150.55,-1520.21,-5731.96,3510.96,1261320000.0,350551.0,2416390000.0
12668.pdb,25.0,7.0,7.322977358836218,3,12610,-835,11501,744,570,0,6,21,44,179,143,333,20,128,100,232,162,271,637,102,498,21558.4,175676000.0,2093.61,-1801.13,-5478.02,3653.0,5682280000.0,291228.0,5858270000.0
12669.pdb,25.0,7.0,7.316131440352186,3,12707,-835,11865,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,29648.5,67095900000.0,2396.86,-2038.88,-5620.67,3440.49,19278800.0,58876.7,67115200000.0
12670.pdb,25.0,7.0,6.7938190582837,3,12657,-835,12165,744,603,0,6,19,44,170,143,342,20,122,99,239,144,257,621,102,513,23416.5,2471550000.0,2084.5,-1816.58,-5650.21,3608.21,690109000.0,191816.0,3161880000.0
12671.pdb,25.0,7.0,7.4037086752499475,3,12597,-835,12352,909,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,25293.2,17253700000.0,2297.29,-1884.41,-5670.65,3557.81,8179550.0,288114.0,17262200000.0
12672.pdb,25.0,7.0,7.311208184405699,3,12611,-835,12352,1227,569,0,6,21,44,179,144,332,20,128,98,234,162,271,637,102,499,19717.8,292349000000000.0,2141.46,-1551.7,-5776.46,3699.35,3724800.0,270289.0,292349000000000.0
12673.pdb,25.0,7.0,7.328856304369402,3,12674,-835,12352,831,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,24864.7,14610800000000.0,2160.62,-2323.63,-5436.69,3672.09,48055500.0,259244.0,14610800000000.0
12674.pdb,25.0,7.0,7.048696564927233,3,12657,-835,12165,744,603,0,6,21,44,170,143,342,20,121,100,239,144,257,622,102,512,32497.6,4.41283e+16,2360.05,-1972.25,-5559.43,3343.28,117377000.0,264509.0,4.41283e+16
12675.pdb,25.0,7.0,7.285105102404489,3,12637,-835,11166,744,570,0,6,21,44,179,143,333,20,128,100,232,162,271,637,102,498,19917.3,2010990000.0,2067.85,-1610.4,-5785.58,3560.43,475256000.0,7336130.0,2493600000.0
12676.pdb,25.0,7.0,7.689475434168709,3,12653,-835,11353,744,570,0,6,22,44,188,134,333,20,135,93,232,180,267,670,88,465,18741.6,100415000000.0,2244.15,-1550.87,-5907.13,3498.05,812940.0,157176.0,100416000000.0
12677.pdb,25.0,7.0,6.536147556647191,3,12612,-835,12352,780,603,0,6,19,35,162,129,308,20,128,100,239,162,270,655,102,513,25265.7,18630000000000.0,2247.48,-2193.67,-5552.39,3489.92,190182000.0,219901.0,18630200000000.0
12678.pdb,25.0,7.0,7.325813525065317,3,12680,-504,12352,744,603,0,6,19,44,170,143,342,20,121,100,239,145,256,621,102,513,29230.2,9553470000.0,2326.46,-2040.74,-5556.94,3725.18,44742600.0,108975.0,9598350000.0
12679.pdb,25.0,7.0,5.241022472723855,2,12669,-835,12618,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,27251.9,154571000.0,2279.32,-1689.48,-5705.28,3423.26,73700300000.0,11860900.0,73866800000.0
12680.pdb,25.0,7.0,7.177469109639064,3,12637,-835,11166,744,569,0,6,21,44,179,143,333,20,128,100,232,162,271,637,101,500,39108.5,103458000000000.0,2471.44,-2502.25,-5244.89,3564.26,4609480000.0,20070300.0,103462000000000.0
12681.pdb,25.0,7.0,9.30373906408204,3,12660,-835,10408,744,569,0,6,21,44,179,143,333,20,128,100,232,162,271,637,101,500,22038.9,572317000.0,2050.64,-1783.32,-5716.52,3588.63,8333670.0,1611950.0,582283000.0
12682.pdb,25.0,7.0,8.651023636206519,3,12653,-835,11353,744,569,0,6,21,44,188,134,333,20,135,93,232,180,266,671,88,466,23394.2,32379900000.0,2211.83,-1715.21,-5683.97,3502.48,1623490000.0,140650.0,34003600000.0
12683.pdb,25.0,7.0,8.644163768633735,3,12594,-835,12014,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,27228.3,40874900000.0,2247.38,-1887.68,-5628.27,3503.06,21355500.0,61856.0,40896400000.0
12684.pdb,25.0,7.0,7.458428638323679,3,12608,-835,12465,744,570,0,6,21,44,179,144,332,20,128,99,233,162,271,637,102,498,30536.7,6510920000.0,2280.3,-1917.79,-5507.89,3415.54,105197000.0,105480.0,6616250000.0
12685.pdb,25.0,7.0,6.912366407259834,3,12705,-835,12829,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,30195.0,1.14059e+17,2269.02,-2485.17,-5543.82,3454.15,16365500.0,187766.0,1.14059e+17
12686.pdb,25.0,7.0,7.684654419764413,3,12671,-835,13316,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,30981.3,50000000000.0,2273.51,-1957.52,-5633.94,3583.22,70996600.0,1874500.0,50072900000.0
