,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
13268.pdb,25.0,2.7,30.878308013841743,8,21356,13523,448,-2769,1960,4,2,39,185,580,448,1237,55,321,243,685,424,670,1861,248,1430,640.45,127.832,1809.73,-2849.92,-8169.33,3705.81,-853.027,457.459,-5131.0
13269.pdb,62.7,2.7,30.878308013841743,8,21356,13523,448,-2769,1960,4,2,39,185,580,448,1237,55,321,243,685,424,670,1861,248,1430,648.976,129.721,1819.18,-2850.21,-8158.1,3708.03,-843.69,458.06,-5088.04
13270.pdb,60.3,2.7,32.86149797575198,9,21385,13523,-1189,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,510.768,129.517,1874.0,-3054.11,-8055.46,3811.45,-867.049,459.029,-5191.85
13271.pdb,41.3,2.7,32.86149797575198,9,21385,13523,-1189,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,523.843,130.487,1884.21,-3038.79,-8064.03,3793.47,-849.708,456.355,-5164.17
13272.pdb,25.0,2.7,32.86149797575198,9,21385,13523,-1189,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,521.8,131.335,1908.3,-3034.49,-8055.13,3791.11,-839.187,456.971,-5119.3
13273.pdb,60.4,2.7,33.469644824430574,8,21418,13523,-1455,-2622,1838,4,4,41,205,609,470,1258,65,351,265,725,424,670,1802,248,1386,519.591,130.458,1833.55,-2967.45,-8220.95,3791.4,-862.667,452.088,-5323.98
13274.pdb,25.0,2.7,33.469644824430574,8,21418,13523,-1455,-2622,1838,4,4,41,205,609,470,1258,65,351,265,725,424,670,1802,248,1386,528.854,130.156,1841.01,-2940.39,-8259.02,3785.92,-859.542,451.22,-5321.79
13275.pdb,62.2,2.7,30.8760773815366,9,21496,13523,-374,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,489.524,126.702,1819.82,-3086.05,-8081.89,3834.15,-850.957,464.252,-5284.45
13276.pdb,25.0,2.7,30.8760773815366,9,21496,13523,-374,-2622,1899,4,4,40,205,609,470,1278,55,321,243,674,424,670,1832,248,1408,487.085,129.248,1838.42,-3111.47,-8052.16,3819.11,-854.005,453.637,-5290.13
13277.pdb,57.4,2.7,33.06719470398151,9,21359,13523,-1324,-2622,1838,4,4,40,205,609,490,1258,55,321,253,664,424,700,1802,270,1447,476.736,129.435,1816.54,-3146.79,-7990.87,3802.96,-885.385,457.184,-5340.19
13278.pdb,25.0,2.7,33.06719470398151,9,21359,13523,-1324,-2622,1838,4,4,40,205,609,490,1258,55,321,253,664,424,700,1802,270,1447,469.413,124.85,1802.21,-3160.79,-7976.81,3805.59,-887.597,456.756,-5366.38
