,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
14603.pdb,35.3,7.0,15.089555878648529,6,13911,5279,5699,5364,634,3,2,8,46,184,232,360,14,105,126,220,150,397,658,224,787,395.1,87.0755,1457.83,-2224.31,-5495.74,3818.95,-444.99,280.748,-2125.35
14604.pdb,29.4,7.0,16.120323301563033,7,14007,5279,5699,4098,634,3,2,9,57,202,243,397,14,105,121,220,150,379,658,202,750,483.481,122.312,1447.79,-2280.22,-5405.32,3536.01,-425.852,275.69,-2246.11
14605.pdb,40.6,7.0,15.599387750634918,8,14011,6408,5699,5506,634,3,2,9,57,202,254,397,9,86,105,183,150,397,659,224,786,438.232,94.217,1466.0,-2382.99,-5193.45,3545.61,-436.643,278.804,-2190.22
14606.pdb,18.0,7.0,16.992045161733397,7,13933,6013,5699,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765,421.275,92.686,1437.86,-2249.26,-5416.34,3563.5,-435.886,278.409,-2307.76
14607.pdb,34.6,7.0,17.664002933511505,7,13968,5338,5699,5506,597,3,2,9,57,202,254,386,14,105,126,215,150,397,640,224,765,386.87,93.6829,1506.98,-2250.76,-5427.2,3593.13,-447.375,284.481,-2260.19
14608.pdb,28.0,7.0,15.928404082069168,8,13981,5279,5699,5616,632,3,1,9,57,202,254,397,9,87,106,185,150,397,658,224,785,439.212,92.3949,1422.94,-2362.02,-5221.29,3522.43,-433.89,267.148,-2273.07
14609.pdb,36.7,7.0,15.768719334611664,7,14007,5279,5699,4098,631,3,2,9,57,202,243,397,14,105,121,220,150,379,658,204,751,455.385,96.5943,1466.17,-2304.12,-5356.03,3549.35,-435.913,274.707,-2253.85
14610.pdb,33.7,7.0,16.03141217113472,7,14007,5279,5699,4098,630,3,2,9,57,202,243,397,14,105,121,220,150,381,656,204,752,397.499,91.8046,1452.95,-2255.6,-5383.2,3545.68,-447.829,279.798,-2318.9
14611.pdb,30.2,7.0,16.632886893758542,7,13933,5279,5699,5442,597,3,2,8,57,202,254,386,14,105,126,215,150,397,640,224,765,462.109,118.873,1421.15,-2320.81,-5300.25,3512.35,-437.251,274.41,-2269.42
14612.pdb,25.0,8.7,15.596039664754638,7,14009,5279,5699,5277,597,3,2,8,57,202,254,386,14,105,126,215,150,397,640,224,765,405.996,94.8279,1431.73,-2357.24,-5323.3,3555.01,-451.7,282.437,-2362.25
14613.pdb,39.0,7.0,16.40138075114227,7,14014,5279,5699,4971,626,3,2,9,57,191,254,397,14,99,126,221,134,378,627,224,784,482.693,92.7439,1455.21,-2359.58,-5292.49,3554.01,-444.781,277.293,-2234.91
14614.pdb,39.0,7.0,16.40138075114227,7,14014,5279,5699,4971,626,3,2,9,57,191,254,397,14,99,126,221,134,378,627,224,784,505.85,94.2078,1467.88,-2350.46,-5293.97,3553.34,-446.902,271.339,-2198.72
14615.pdb,93.9,3.0,16.40138075114227,7,14014,5279,5699,4971,626,3,2,9,57,191,254,397,14,99,126,221,134,378,627,224,784,494.664,95.5039,1500.9,-2348.75,-5305.77,3561.41,-438.113,275.909,-2164.26
14616.pdb,78.1,3.0,16.330474641332394,7,14070,5279,5699,5185,625,3,2,9,57,202,243,397,14,105,120,221,150,381,656,205,756,443.874,96.8907,1495.64,-2363.29,-5281.32,3551.75,-435.364,275.149,-2216.66
14617.pdb,26.1,7.0,16.330474641332394,7,14070,5279,5699,5185,625,3,2,9,57,202,243,397,14,105,120,221,150,381,656,205,756,435.617,95.5949,1475.94,-2366.4,-5283.87,3551.39,-445.247,279.657,-2257.32
14618.pdb,25.0,8.7,16.482146613607174,6,14103,5279,5699,5833,597,3,2,9,57,202,243,386,20,121,139,243,150,381,640,205,737,411.807,93.1568,1477.6,-2194.16,-5547.31,3552.06,-444.163,275.846,-2375.17
14619.pdb,32.0,7.8,15.873158974656828,7,14007,5279,5699,4098,625,3,2,9,57,202,244,396,14,105,120,221,150,381,656,206,755,402.356,91.3537,1445.8,-2351.82,-5310.61,3564.46,-459.793,279.23,-2339.01
14620.pdb,30.2,7.0,15.873158974656828,7,14007,5279,5699,4098,625,3,2,9,57,202,244,396,14,105,120,221,150,381,656,206,755,408.241,90.8895,1460.75,-2336.0,-5314.47,3560.81,-456.692,278.161,-2308.32
14621.pdb,36.6,7.0,13.798970537194982,6,13965,5279,5699,5359,623,3,2,9,48,186,235,369,14,105,126,221,150,397,656,224,784,409.077,93.6388,1456.83,-2169.97,-5446.37,3519.94,-443.549,276.818,-2303.6
14622.pdb,90.0,3.0,13.798970537194982,6,13965,5279,5699,5359,623,3,2,9,48,186,235,369,14,105,126,221,150,397,656,224,784,421.847,98.2131,1468.36,-2178.77,-5444.41,3536.52,-446.31,276.163,-2268.38
14623.pdb,89.5,3.0,12.791125192651528,6,13911,5279,5699,5364,622,3,2,9,48,186,233,370,14,105,126,221,150,397,656,224,786,408.852,89.5503,1500.85,-2172.98,-5624.42,3874.33,-443.463,286.881,-2080.4
