,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
21069.pdb,41.6,7.5,18.07174540968611,-1,15362,-232,6330,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352,16650.1,141520000.0,2028.43,-2055.6,-6409.13,3450.79,9592.26,152720.0,141696000.0
21070.pdb,51.6,7.5,18.07174540968611,-1,15293,-232,5953,37,953,0,6,12,101,271,116,649,88,252,107,607,168,148,818,27,344,19032.4,146584000.0,2030.27,-2254.47,-6430.38,3467.19,3322520.0,47302.4,149969000.0
21071.pdb,44.0,7.5,18.20396335275843,-1,15199,-232,6474,37,953,0,6,11,101,257,130,649,88,238,121,607,151,157,775,35,387,16021.9,2630890000.0,2016.54,-2254.19,-6371.44,3437.86,29017.3,174959.0,2631100000.0
21072.pdb,52.0,7.5,18.301902569849037,-1,15262,-232,6302,37,953,0,6,11,101,257,130,649,88,238,121,607,151,157,775,35,387,20279.1,169558000.0,2191.05,-2351.46,-6242.65,3506.99,399152.0,1474480.0,171449000.0
21073.pdb,48.7,7.5,18.362519669253373,-2,15323,-232,6870,37,954,0,6,13,101,257,116,649,102,256,115,649,151,140,774,27,344,13561.3,4006930000.0,1980.4,-2249.15,-6227.85,3281.08,1367680000000.0,259596.0,1371690000000.0
21074.pdb,60.6,7.5,18.093633671719573,-2,15258,-232,6355,37,953,0,6,14,101,257,116,649,101,256,115,651,151,140,774,27,344,17757.8,273617000.0,2086.47,-1980.96,-6539.32,3377.41,64006.9,7704230.0,281400000.0
21075.pdb,66.6,7.5,18.07174540968611,-1,15286,-232,5799,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352,11222.8,34232.5,2051.32,-1823.29,-6544.63,3472.42,115170.0,596540.0,754321.0
21076.pdb,64.9,7.5,18.07174540968611,-1,15300,-232,6250,37,954,0,6,12,101,257,131,648,88,238,120,608,151,158,774,35,386,15701.5,1969140.0,2012.74,-1887.44,-6583.15,3559.87,4496130.0,131592.0,6609660.0
21077.pdb,49.2,7.5,18.07174540968611,-2,15319,-232,5533,37,954,0,6,12,101,257,116,648,101,256,115,650,151,140,774,27,344,9169.29,44202.8,2050.53,-1809.13,-6586.35,3542.94,305674.0,477240.0,833484.0
21078.pdb,52.1,7.5,18.07174540968611,-2,15349,-232,5764,37,954,0,6,12,101,257,116,648,101,256,115,650,151,140,774,27,344,21914.0,126199000.0,2109.12,-2338.85,-6271.13,3621.04,47407700.0,242573000.0,416199000.0
