,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
25918.pdb,25.0,6.2,15.56962369173765,-1,12242,3781,6484,1073,539,0,2,7,74,165,136,422,77,162,136,419,76,137,412,52,358,31918.0,8.25906e+17,1901.42,-2759.32,-4746.31,3403.15,9837670.0,195679000000.0,8.25906e+17
25919.pdb,35.7,6.3,16.591181989014146,0,12291,3781,6484,685,538,0,4,7,87,163,147,454,77,150,136,419,64,126,382,52,358,36098.1,3844860000000000.0,2071.97,-3252.39,-4372.51,3253.12,47015200000.0,524046.0,3844910000000000.0
25920.pdb,43.7,6.3,16.591181989014146,0,12291,3781,6484,685,538,0,4,7,87,163,147,454,77,150,136,419,64,126,382,52,358,26446.2,433989000000000.0,2036.73,-2567.29,-5406.98,3725.2,23977400.0,18518800000.0,434008000000000.0
25921.pdb,25.0,6.3,16.761720152795313,0,12265,3781,6484,1006,507,0,4,7,87,163,160,441,77,150,148,407,64,138,370,63,378,26218.0,8437630000000.0,1934.99,-2413.32,-5140.36,3961.83,195494000000000.0,1803980000.0,203933000000000.0
25922.pdb,25.0,6.2,16.098443062603472,0,12284,5501,6484,1220,538,0,4,7,87,176,133,455,77,162,125,418,76,124,414,42,326,25273.7,13897300000000.0,1892.67,-2361.86,-5690.38,3568.73,59175300.0,218625000.0,13897600000000.0
25923.pdb,25.0,6.2,15.90896237164736,1,12258,3964,6484,1220,537,0,3,7,87,176,147,455,65,149,126,389,76,137,414,52,357,25856.9,8854440000000000.0,1963.38,-2345.82,-5282.69,3562.22,37457800.0,690592.0,8854440000000000.0
25924.pdb,24.1,6.3,16.61241249769926,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,27550.1,27460100000000.0,1899.51,-2894.48,-5101.6,3972.27,2075650000.0,25433200000.0,27487600000000.0
25925.pdb,48.5,3.0,16.61241249769926,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,28552.0,252907000000000.0,1978.32,-3093.95,-4766.11,3524.59,6468140000.0,2191620.0,252914000000000.0
25926.pdb,30.4,5.5,16.61241249769926,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,37067.8,218881000000000.0,2059.09,-3489.58,-4273.75,3436.06,2188600000.0,3436150.0,218883000000000.0
25927.pdb,25.0,6.3,16.61241249769926,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,27565.6,27716000000000.0,1905.31,-2886.36,-5106.31,3975.44,857461000.0,24791800000.0,27741600000000.0
25928.pdb,25.0,6.2,15.675343627631662,-1,12242,3781,6484,1073,538,0,3,7,74,164,137,423,77,162,136,420,76,137,413,52,357,30213.4,9747350000000.0,1998.46,-2565.64,-5164.69,3805.61,1825070000.0,12642200000.0,9761820000000.0
25929.pdb,38.2,6.3,16.391982583105563,0,12314,3781,6330,1220,539,0,4,7,87,163,147,454,77,150,136,419,64,127,381,52,357,32047.6,17408800000000.0,2094.31,-2818.9,-4812.42,3395.17,226784000.0,1573540.0,17409000000000.0
25930.pdb,30.4,5.5,16.391982583105563,0,12314,3781,6330,1220,539,0,4,7,87,163,147,454,77,150,136,419,64,127,381,52,357,27365.7,310783000000000.0,2029.25,-2677.06,-5038.08,3434.59,2308970000.0,4180330.0,310785000000000.0
25931.pdb,64.0,3.0,16.391982583105563,0,12314,3781,6330,1220,539,0,4,7,87,163,147,454,77,150,136,419,64,127,381,52,357,25308.4,36415700000000.0,1934.28,-2417.71,-5272.36,3645.46,176971000.0,454268000000.0,36870200000000.0
25932.pdb,25.0,6.2,16.48888667464256,0,12288,3781,6195,1220,507,0,4,7,87,163,160,441,77,150,148,407,64,139,369,62,379,10589.1,38559.8,1728.02,-1438.79,-6570.41,4241.27,125951000000.0,76964000000000.0,77090000000000.0
25933.pdb,25.0,5.7,16.48888667464256,0,12288,3781,6195,1220,507,0,4,7,87,163,160,441,77,150,148,407,64,139,369,62,379,10587.1,38559.1,1728.84,-1443.07,-6570.2,4241.92,130556000000.0,78958600000000.0,79089200000000.0
25934.pdb,74.0,3.5,16.48888667464256,0,12288,3781,6195,1220,507,0,4,7,87,163,160,441,77,150,148,407,64,139,369,62,379,10586.5,38556.8,1729.49,-1443.32,-6569.57,4242.44,132365000000.0,81527800000000.0,81660200000000.0
25935.pdb,25.0,6.2,16.50807095259428,0,12291,2835,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,24339.1,1574250000000000.0,1955.08,-2509.62,-5408.89,3903.08,2164790000.0,3953190000.0,1574260000000000.0
25936.pdb,34.0,6.3,15.55527188271284,-1,12242,4364,6484,1220,538,0,4,7,75,163,136,422,77,162,136,419,76,137,414,52,358,27743.9,36719900000000.0,1970.57,-2232.62,-5110.67,3568.46,8720270.0,528146.0,36720000000000.0
25937.pdb,32.1,6.3,15.55527188271284,-1,12242,4364,6484,1220,538,0,4,7,75,163,136,422,77,162,136,419,76,137,414,52,358,29695.5,407231000000000.0,1965.42,-2565.73,-5034.48,3606.28,1625350000.0,4675400.0,407233000000000.0
25938.pdb,25.0,6.2,15.55527188271284,-1,12242,4364,6484,1220,538,0,4,7,75,163,136,422,77,162,136,419,76,137,414,52,358,27628.5,47003500000000.0,1965.15,-2182.05,-5138.16,3566.48,3157020000.0,507110.0,47006700000000.0
25939.pdb,25.0,6.2,15.73461279004812,-1,12216,2489,6484,1220,507,0,4,7,75,163,148,410,77,162,148,407,76,150,401,63,378,27734.9,25591600000000.0,1954.97,-2345.58,-5025.76,3590.03,1062940000.0,617145000000.0,26209900000000.0
25940.pdb,32.1,6.3,15.73461279004812,-1,12216,2489,6484,1220,507,0,4,7,75,163,148,410,77,162,148,407,76,150,401,63,378,27748.4,23854900000000.0,1956.23,-2351.87,-5012.0,3591.46,3425170000.0,640384000000.0,24498700000000.0
25941.pdb,41.4,6.3,14.84980861634016,-1,12242,4364,6484,1220,537,0,4,6,75,163,136,423,77,162,136,420,76,137,414,52,358,41894.1,9.3262e+16,2170.12,-3539.05,-4250.04,3092.75,2604860000.0,1007940000.0,9.3262e+16
25942.pdb,35.8,6.3,15.1539622554183,-1,12216,2489,6484,1220,507,0,4,6,75,163,148,411,77,162,149,407,76,150,401,63,377,27036.2,2816790000000000.0,1955.44,-2533.46,-5692.1,3926.23,54421100000.0,6998620000.0,2816850000000000.0
