,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
21069.pdb,41.6,7.5,18.07174540968611,-1,15362,-232,6330,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352,256.208,68.5861,1226.94,-2082.25,-5979.16,3078.25,-733.493,309.881,-3855.05
21070.pdb,51.6,7.5,18.07174540968611,-1,15293,-232,5953,37,953,0,6,12,101,271,116,649,88,252,107,607,168,148,818,27,344,254.875,80.5306,1210.97,-2048.07,-6021.02,3086.29,-721.65,308.42,-3849.64
21071.pdb,44.0,7.5,18.20396335275843,-1,15199,-232,6474,37,953,0,6,11,101,257,130,649,88,238,121,607,151,157,775,35,387,244.428,71.9854,1205.74,-2133.68,-5928.41,3076.73,-711.789,306.167,-3868.82
21072.pdb,52.0,7.5,18.301902569849037,-1,15262,-232,6302,37,953,0,6,11,101,257,130,649,88,238,121,607,151,157,775,35,387,260.901,95.2943,1197.15,-1993.53,-6095.38,3102.04,-691.724,307.686,-3817.56
21073.pdb,48.7,7.5,18.362519669253373,-2,15323,-232,6870,37,954,0,6,13,101,257,116,649,102,256,115,649,151,140,774,27,344,272.711,77.1565,1209.42,-2198.15,-5879.64,3038.69,-716.002,311.156,-3884.67
21074.pdb,60.6,7.5,18.093633671719573,-2,15258,-232,6355,37,953,0,6,14,101,257,116,649,101,256,115,651,151,140,774,27,344,240.41,70.6952,1208.84,-2103.88,-5954.49,3038.41,-722.32,307.908,-3914.43
21075.pdb,66.6,7.5,18.07174540968611,-1,15286,-232,5799,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352,250.16,72.3723,1206.12,-2165.87,-5872.39,3079.64,-725.571,306.094,-3849.45
21076.pdb,64.9,7.5,18.07174540968611,-1,15300,-232,6250,37,954,0,6,12,101,257,131,648,88,238,120,608,151,158,774,35,386,269.675,72.9747,1243.47,-2097.95,-5926.55,3071.05,-711.242,311.466,-3767.11
21077.pdb,49.2,7.5,18.07174540968611,-2,15319,-232,5533,37,954,0,6,12,101,257,116,648,101,256,115,650,151,140,774,27,344,253.358,69.272,1222.79,-2157.31,-5931.31,3089.79,-728.894,308.575,-3873.73
21078.pdb,52.1,7.5,18.07174540968611,-2,15349,-232,5764,37,954,0,6,12,101,257,116,648,101,256,115,650,151,140,774,27,344,258.914,69.8139,1219.8,-2181.94,-5888.02,3080.5,-725.61,311.532,-3855.01
21079.pdb,52.6,7.5,18.07174540968611,-1,15397,-232,6614,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352,256.698,69.5008,1197.55,-2181.48,-5875.01,3103.42,-733.011,311.727,-3850.61
21080.pdb,52.8,7.5,18.07174540968611,-1,15260,-232,5664,37,954,0,6,12,101,257,131,648,88,238,120,608,151,158,774,35,386,255.159,69.7028,1211.02,-2033.36,-6011.89,3077.66,-708.035,308.453,-3831.29
21081.pdb,54.2,7.5,18.07174540968611,-1,15361,-232,6158,37,954,0,6,12,116,275,124,690,88,238,107,608,151,140,774,27,344,283.346,71.8522,1218.56,-2152.8,-5872.09,3090.35,-735.671,309.69,-3786.76
21082.pdb,48.6,7.5,18.07174540968611,0,15365,-232,5892,37,954,0,6,12,116,275,124,690,88,238,107,608,151,140,774,27,344,380.137,69.3251,1202.62,-2137.77,-5936.58,3105.33,-740.952,312.627,-3745.25
21083.pdb,67.5,7.5,18.07174540968611,-1,15362,-232,6330,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352,247.847,68.4144,1224.85,-2134.26,-5930.37,3075.6,-729.832,310.572,-3867.18
21084.pdb,53.6,7.5,18.07174540968611,0,15419,-232,6049,37,954,0,6,12,116,275,124,690,88,238,107,608,151,140,774,27,344,379.064,71.5321,1232.15,-2021.62,-5912.83,2783.26,-728.641,314.892,-3882.19
21085.pdb,49.8,7.5,18.07174540968611,-1,15293,-232,5953,37,954,0,6,12,101,272,116,648,88,251,107,608,169,148,816,27,344,261.452,68.6994,1244.92,-2166.62,-5850.34,3061.28,-717.87,310.337,-3788.15
