,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
26901.pdb,58.5,6.0,33.81082330160774,8,15563,5479,176,1269,544,0,6,31,243,469,438,754,53,220,216,359,205,404,682,184,655,403.914,84.6383,1303.7,-2750.74,-7141.57,5638.33,-672.277,309.626,-2824.38
26902.pdb,24.4,5.8,33.75078700319863,8,15556,6683,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659,412.061,94.7066,1277.91,-2799.43,-7037.12,5654.23,-677.567,302.638,-2772.57
26903.pdb,53.7,4.6,33.75078700319863,8,15556,6683,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659,421.147,84.2691,1290.09,-2777.79,-7057.57,5656.22,-663.979,307.863,-2739.75
26904.pdb,24.4,5.8,33.637374560395244,8,15631,5740,176,918,578,0,6,31,265,467,436,808,53,210,206,369,185,365,669,165,640,431.317,84.5439,1295.63,-2771.79,-7070.16,5659.13,-675.658,313.249,-2733.75
26905.pdb,47.5,4.6,33.637374560395244,8,15631,5740,176,918,578,0,6,31,265,467,436,808,53,210,206,369,185,365,669,165,640,434.698,151.003,1282.13,-2786.48,-7087.23,5658.68,-683.893,311.78,-2719.3
26906.pdb,52.4,3.5,33.51829149545169,8,15633,6002,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659,421.496,84.7698,1297.47,-2787.79,-7036.04,5632.0,-671.685,311.042,-2748.75
26907.pdb,25.0,6.0,33.51829149545169,8,15633,6002,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659,419.851,86.8593,1295.3,-2788.49,-7038.08,5631.88,-672.164,309.226,-2755.62
26908.pdb,63.7,6.0,33.51829149545169,8,15633,6002,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659,427.192,85.7041,1300.91,-2786.62,-7031.03,5631.11,-666.662,311.912,-2727.48
26909.pdb,62.2,4.6,33.51829149545169,8,15633,6002,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659,428.37,88.6195,1302.31,-2785.44,-7031.4,5631.33,-663.071,311.25,-2718.04
26910.pdb,64.2,5.0,33.51829149545169,8,15633,6002,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659,428.108,86.6697,1303.33,-2785.08,-7028.95,5628.38,-665.728,312.541,-2720.73
26911.pdb,62.2,4.6,33.51829149545169,8,15633,6002,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659,422.608,85.8285,1296.62,-2787.56,-7040.67,5633.92,-669.761,310.159,-2748.86
26912.pdb,58.3,4.0,33.51829149545169,8,15633,6002,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659,437.058,88.6483,1307.64,-2784.42,-7024.59,5629.29,-656.404,312.978,-2689.81
26913.pdb,62.1,4.6,33.50884045855142,8,15632,6624,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659,432.063,86.3493,1311.72,-2777.27,-7058.74,5620.32,-655.901,313.74,-2727.72
26914.pdb,24.4,5.8,33.50884045855142,8,15632,6624,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659,433.726,85.8271,1308.48,-2770.53,-7057.0,5618.73,-656.959,311.973,-2725.75
26915.pdb,26.9,4.6,33.4313419559691,8,15635,6123,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659,409.979,100.163,1279.76,-2815.69,-7039.93,5639.67,-681.217,309.148,-2798.12
26916.pdb,58.9,4.0,33.4313419559691,8,15635,6123,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659,424.823,83.2336,1305.19,-2813.06,-7010.89,5628.83,-663.353,310.368,-2734.86
26917.pdb,25.2,5.2,33.4313419559691,8,15635,6123,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659,410.985,81.6249,1288.67,-2815.31,-7021.09,5632.81,-675.216,311.004,-2786.52
26918.pdb,62.6,4.6,33.4313419559691,8,15635,6123,176,918,611,0,6,28,243,447,417,797,53,210,206,379,185,365,689,165,659,408.602,101.212,1287.72,-2820.69,-7022.78,5633.0,-667.87,305.993,-2774.81
26919.pdb,57.0,6.0,34.13117154524661,7,15632,6512,176,918,578,0,7,30,243,446,417,775,64,228,224,402,186,366,669,165,640,424.01,88.3083,1301.07,-2717.66,-7224.58,5633.39,-666.19,310.072,-2851.58
26920.pdb,47.7,5.0,29.72496340201236,7,15597,5381,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,411.974,86.2927,1308.08,-2575.22,-7185.58,5530.21,-657.099,315.485,-2765.86
26921.pdb,38.7,4.0,29.72496340201236,7,15597,5381,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,407.579,84.8786,1303.37,-2576.73,-7191.75,5530.36,-665.453,313.26,-2794.48
26922.pdb,35.5,3.75,29.72496340201236,7,15597,5381,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,391.331,85.2637,1291.39,-2574.17,-7219.42,5535.89,-676.765,309.992,-2856.5
26923.pdb,22.3,3.0,29.72496340201236,7,15597,5381,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,405.07,84.8941,1298.81,-2575.37,-7204.89,5530.97,-675.037,313.412,-2822.14
26924.pdb,31.7,3.5,29.72496340201236,7,15597,5381,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,393.573,97.1265,1295.72,-2577.31,-7213.97,5533.39,-669.539,306.517,-2834.5
26925.pdb,46.9,4.75,29.72496340201236,7,15597,5381,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,409.51,84.4739,1305.22,-2574.82,-7191.58,5531.33,-661.921,315.309,-2782.49
26926.pdb,45.2,4.5,29.72496340201236,7,15597,5381,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,394.747,84.404,1293.14,-2575.02,-7217.32,5535.17,-676.913,310.012,-2851.77
26927.pdb,25.0,6.5,29.72496340201236,7,15597,5381,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,408.404,89.0737,1303.65,-2598.11,-7188.6,5527.09,-672.632,310.072,-2821.05
26928.pdb,26.7,3.25,29.72496340201236,7,15597,5381,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,399.138,91.2398,1295.34,-2576.17,-7205.02,5534.66,-673.057,312.447,-2821.42
26929.pdb,41.3,4.25,29.72496340201236,7,15597,5381,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,402.788,84.3587,1299.18,-2574.74,-7202.03,5532.85,-670.775,312.637,-2815.72
26930.pdb,48.5,4.6,33.450261186817656,8,15536,5479,176,-169,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640,400.834,84.1683,1309.09,-2799.51,-7058.34,5581.41,-657.31,314.351,-2825.31
26931.pdb,48.6,4.6,32.04462598131038,8,15638,5479,176,-655,611,0,6,31,243,469,394,798,53,220,195,380,205,364,722,148,624,394.887,83.9071,1267.16,-2781.72,-7079.27,5571.19,-683.239,315.269,-2911.8
26932.pdb,36.6,4.6,33.833886081436646,8,15523,5538,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640,420.616,86.4862,1292.77,-2789.66,-7063.08,5595.18,-677.456,303.976,-2831.16
26933.pdb,25.0,4.6,33.833886081436646,8,15523,5538,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640,419.08,85.9641,1289.65,-2789.41,-7069.37,5599.9,-675.261,303.009,-2836.43
26934.pdb,0.0,2.1,33.833886081436646,8,15523,5538,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640,422.461,86.3847,1296.51,-2787.25,-7063.95,5599.09,-671.089,303.912,-2813.93
26935.pdb,54.1,4.6,33.82305516480467,8,15600,4857,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640,408.906,84.1845,1306.22,-2762.58,-7083.3,5591.88,-674.272,311.924,-2817.03
26936.pdb,25.0,4.6,33.82305516480467,8,15600,4857,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640,400.874,96.6014,1300.23,-2763.27,-7093.1,5598.0,-672.027,308.745,-2823.95
26937.pdb,33.7,2.1,33.82305516480467,8,15600,4857,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640,404.855,85.3374,1304.17,-2759.83,-7092.98,5596.09,-671.715,310.742,-2823.33
26938.pdb,57.0,6.0,33.8315140901599,8,15569,6695,176,918,609,0,6,31,243,446,417,798,53,209,206,380,185,365,691,165,659,400.783,83.0127,1295.76,-2744.43,-7152.1,5626.34,-671.793,309.511,-2852.91
26939.pdb,31.1,4.6,33.961704653063784,8,15488,6357,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640,391.964,80.472,1293.89,-2693.61,-7220.95,5628.76,-668.648,305.153,-2882.97
26940.pdb,53.8,4.6,32.965642433324824,8,15599,5623,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640,407.063,85.0123,1303.17,-2743.55,-7097.48,5587.07,-662.149,311.968,-2808.9
26941.pdb,25.0,4.6,32.965642433324824,8,15599,5623,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640,410.817,84.0656,1294.05,-2751.53,-7089.46,5581.84,-665.344,310.937,-2824.63
26942.pdb,33.3,2.1,32.965642433324824,8,15599,5623,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640,408.468,84.3093,1309.56,-2734.2,-7112.18,5592.17,-665.031,314.419,-2802.47
26943.pdb,58.1,6.0,33.89411084310151,8,15585,5479,176,600,612,0,6,31,243,469,395,797,53,220,196,379,205,363,723,147,624,404.796,84.1653,1309.91,-2739.41,-7143.21,5590.08,-667.378,308.641,-2852.41
26944.pdb,57.8,6.0,33.91386630558408,8,15592,5479,176,1182,578,0,6,31,243,491,395,775,53,230,196,369,226,381,736,147,606,404.999,85.0246,1318.22,-2763.29,-7127.9,5578.62,-663.402,306.835,-2860.9
26945.pdb,45.7,5.9,33.89269973863847,8,15615,5479,176,1135,578,0,6,31,243,491,395,775,53,230,196,369,226,381,736,147,606,405.157,85.425,1304.13,-2742.39,-7100.85,5532.45,-658.993,309.977,-2865.1
26946.pdb,59.6,6.0,33.89269973863847,8,15615,5479,176,1135,578,0,6,31,243,491,395,775,53,230,196,369,226,381,736,147,606,421.338,89.4647,1326.11,-2756.67,-7072.4,5527.78,-641.436,311.457,-2794.35
26947.pdb,25.0,4.6,33.8336219127383,8,15553,4322,176,918,545,0,6,31,243,492,417,752,53,230,206,359,224,403,716,165,621,417.555,85.8159,1287.83,-2788.22,-7045.96,5536.76,-665.807,305.532,-2866.49
26948.pdb,38.9,4.6,33.8336219127383,8,15553,4322,176,918,545,0,6,31,243,492,417,752,53,230,206,359,224,403,716,165,621,420.258,85.9682,1283.14,-2794.64,-7039.74,5532.06,-672.123,303.212,-2881.86
26949.pdb,10.0,2.1,33.8336219127383,8,15553,4322,176,918,545,0,6,31,243,492,417,752,53,230,206,359,224,403,716,165,621,419.953,87.2204,1275.37,-2796.81,-7044.0,5531.81,-676.929,301.401,-2901.98
26950.pdb,48.8,4.6,33.82182237754576,8,15573,4541,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640,412.569,84.9413,1287.6,-2768.56,-7083.41,5562.02,-666.322,308.118,-2863.04
26951.pdb,25.0,4.6,33.82182237754576,8,15573,4541,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640,419.809,87.2786,1291.76,-2766.62,-7078.91,5560.97,-665.809,306.911,-2844.61
26952.pdb,48.6,4.6,34.921058289268984,9,15695,5479,176,-348,578,0,6,31,266,489,411,808,53,220,195,369,205,364,702,148,607,393.604,87.5696,1276.37,-2982.42,-6802.11,5311.46,-674.135,315.077,-3074.59
26953.pdb,47.8,4.6,33.62712919280864,8,15569,5479,176,92,578,0,6,31,243,492,394,775,53,231,195,369,225,381,735,148,607,396.157,84.7722,1275.07,-2773.46,-7103.47,5581.83,-681.741,310.073,-2910.77
26954.pdb,48.3,4.6,31.96084639952517,8,15612,5479,176,-523,611,0,6,31,243,469,394,798,53,220,195,380,205,364,722,148,624,401.357,83.0145,1299.0,-2756.97,-7099.3,5565.84,-663.458,314.431,-2856.08
26955.pdb,47.0,4.6,32.668318423489104,8,15710,5479,176,-331,611,0,6,31,243,469,394,798,53,220,195,380,205,364,722,148,624,409.052,86.6355,1296.09,-2758.58,-7123.6,5620.94,-680.14,313.726,-2835.87
26956.pdb,46.7,4.6,32.94758369610644,8,15673,5479,176,-426,611,0,6,31,243,469,394,798,53,220,195,380,205,364,722,148,624,404.593,87.8153,1280.07,-2790.98,-7090.2,5576.96,-689.933,312.349,-2909.33
26957.pdb,38.9,4.0,29.498215889194974,7,15570,5065,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,401.515,83.9477,1306.03,-2626.11,-7143.0,5499.99,-667.368,311.421,-2833.57
26958.pdb,36.6,3.75,29.498215889194974,7,15570,5065,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,400.913,83.8354,1306.17,-2627.36,-7141.1,5499.15,-667.989,311.433,-2834.95
26959.pdb,28.7,3.25,29.498215889194974,7,15570,5065,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,402.308,89.3165,1303.97,-2627.58,-7145.41,5502.1,-667.775,310.069,-2833.0
26960.pdb,25.0,6.5,29.498215889194974,7,15570,5065,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,396.021,83.9521,1299.87,-2630.54,-7147.96,5501.18,-672.799,309.342,-2860.94
26961.pdb,49.5,5.0,29.498215889194974,7,15570,5065,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,404.907,83.0189,1310.2,-2625.13,-7136.94,5498.61,-664.81,312.874,-2817.28
26962.pdb,46.7,4.5,29.498215889194974,7,15570,5065,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,402.075,88.875,1303.6,-2629.17,-7151.87,5505.36,-663.7,311.375,-2833.45
26963.pdb,22.7,3.0,29.498215889194974,7,15570,5065,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,410.626,84.2151,1315.32,-2624.74,-7129.34,5496.56,-660.683,314.019,-2794.02
26964.pdb,47.9,4.75,29.498215889194974,7,15570,5065,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,410.0,81.8353,1312.38,-2625.85,-7132.77,5497.31,-664.02,314.721,-2806.38
26965.pdb,42.9,4.25,29.498215889194974,7,15570,5065,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,412.188,83.4932,1316.06,-2622.78,-7129.73,5497.7,-656.808,315.7,-2784.18
26966.pdb,31.4,3.5,29.498215889194974,7,15570,5065,176,918,611,0,6,30,222,448,399,763,53,220,206,380,205,384,723,165,658,407.698,83.6177,1307.95,-2625.02,-7138.84,5497.35,-665.336,313.069,-2819.51
26967.pdb,25.0,6.0,30.72913095877505,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658,409.35,82.8457,1312.14,-2591.3,-7255.31,5581.01,-668.861,309.179,-2820.95
26968.pdb,22.8,3.0,30.72913095877505,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658,399.937,85.513,1316.44,-2606.26,-7235.63,5581.79,-665.044,309.634,-2813.62
26969.pdb,36.1,4.5,30.72913095877505,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658,397.536,81.4293,1310.34,-2609.37,-7238.29,5582.31,-673.63,308.198,-2841.49
26970.pdb,22.8,3.25,30.72913095877505,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658,401.245,83.8436,1308.73,-2592.46,-7256.8,5582.15,-670.621,307.858,-2836.05
26971.pdb,29.2,3.75,30.72913095877505,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658,403.349,85.0545,1317.03,-2606.61,-7233.11,5580.19,-664.711,309.353,-2809.45
26972.pdb,30.4,4.0,30.72913095877505,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658,394.214,81.6512,1306.81,-2609.18,-7246.59,5582.73,-674.617,307.385,-2857.59
26973.pdb,39.0,4.75,30.72913095877505,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658,403.531,83.4357,1313.08,-2589.37,-7251.74,5579.17,-664.276,310.118,-2816.05
26974.pdb,27.5,3.5,30.72913095877505,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658,401.655,83.4856,1316.4,-2606.33,-7233.05,5580.17,-666.344,310.488,-2813.51
26975.pdb,47.6,5.0,30.72913095877505,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658,403.604,83.1753,1317.08,-2606.61,-7230.9,5580.32,-668.891,311.734,-2810.49
26976.pdb,31.5,4.25,30.72913095877505,7,15668,5324,176,918,611,0,6,31,222,448,399,763,53,220,206,380,205,384,723,165,658,409.55,84.2968,1323.07,-2605.86,-7223.03,5578.21,-657.907,313.116,-2778.55
26977.pdb,24.4,5.8,33.91145463050343,8,15625,6271,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640,407.666,83.1448,1320.73,-2724.34,-7144.31,5604.74,-678.353,313.502,-2817.22
26978.pdb,51.2,4.6,33.91145463050343,8,15625,6271,176,918,578,0,6,31,243,469,417,775,53,220,206,369,205,384,702,165,640,409.91,83.59,1322.68,-2724.92,-7139.3,5604.15,-676.989,313.786,-2807.1
