,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
17481.pdb,25.0,6.3,10.497184060756108,5,22490,4151,2901,258,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730,1085.63,183.276,2311.42,-3257.69,-9496.45,6640.37,-790.125,468.775,-2854.8
17482.pdb,25.0,6.3,9.879672015551469,5,22524,4151,2901,-285,1446,0,7,26,194,704,277,1087,90,480,194,724,584,486,1812,89,744,933.779,203.165,2475.04,-3307.68,-9398.87,6717.72,-706.412,489.444,-2593.81
17483.pdb,25.0,6.3,10.01246771359815,5,22537,4151,2901,-355,1445,0,7,26,194,704,277,1087,90,481,194,723,584,486,1813,89,744,1080.52,264.04,2486.95,-3337.59,-9402.28,6691.48,-722.244,487.172,-2451.95
17484.pdb,25.0,6.3,10.175324206594368,5,22511,4151,2901,-34,1400,0,7,26,194,704,297,1067,90,481,207,710,584,519,1780,103,775,1225.47,1335.04,2703.46,-3124.17,-9505.19,6723.69,-48.8082,496.173,-194.34
17485.pdb,25.0,6.7,9.58762468839063,5,22612,4151,2901,-73,1400,0,7,26,214,737,291,1112,90,481,194,710,584,486,1780,89,730,1093.35,234.832,2557.3,-3326.47,-9507.94,6803.14,-671.522,515.944,-2301.37
17486.pdb,25.0,6.3,10.458552890066048,5,22574,4151,2901,1053,1400,0,7,26,194,704,297,1067,90,481,207,710,584,519,1780,103,775,1195.99,1227.36,2830.31,-3349.5,-9496.75,6795.02,10.1027,496.757,-290.705
17487.pdb,25.0,6.3,9.39726559186353,6,22534,5280,2901,180,1445,0,6,26,194,724,277,1087,77,460,181,678,617,500,1859,89,743,1158.91,1242.56,2631.11,-3235.39,-9467.77,6715.55,-144.051,512.146,-586.936
17488.pdb,49.7,4.4,9.39726559186353,6,22534,5280,2901,180,1445,0,6,26,194,724,277,1087,77,460,181,678,617,500,1859,89,743,1223.46,1275.02,2604.96,-3233.28,-9426.7,6686.38,-134.755,522.263,-482.636
17489.pdb,25.0,6.3,9.991225562337776,5,22517,5148,2901,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730,882.224,228.515,2342.56,-3287.44,-9532.47,6719.41,-757.099,473.422,-2930.89
17490.pdb,25.0,6.3,9.991225562337776,5,22547,3932,2901,180,1353,0,7,27,194,744,277,1047,90,506,194,698,652,513,1837,89,717,942.435,196.049,2387.91,-3327.98,-9388.68,6656.88,-739.524,481.582,-2791.32
17491.pdb,25.0,6.3,9.513046736959357,6,22534,5280,2901,180,1443,0,6,26,194,724,277,1087,77,459,180,680,617,500,1860,89,744,975.617,212.235,2501.73,-3244.87,-9389.86,6614.82,-685.58,483.668,-2532.23
17492.pdb,52.2,6.3,9.513046736959357,6,22534,5280,2901,180,1443,0,6,26,194,724,277,1087,77,459,180,680,617,500,1860,89,744,911.957,198.78,2490.45,-3278.19,-9383.1,6634.96,-721.168,487.95,-2658.36
17493.pdb,25.0,6.3,10.122361108008764,5,22456,5029,2901,180,1400,0,7,24,194,724,277,1067,90,494,194,710,617,500,1825,89,730,1264.76,1231.35,2639.02,-3156.56,-9463.66,6644.57,-21.9849,505.441,-357.073
17494.pdb,25.0,6.3,9.183261393848795,5,22567,4295,2901,180,1400,0,7,24,194,724,277,1067,90,494,194,710,617,500,1825,89,730,1020.52,225.79,2500.17,-3166.06,-9660.24,6701.29,-693.677,486.207,-2586.0
17495.pdb,37.6,6.3,10.21965522253885,5,22430,3154,2901,180,1354,0,7,24,194,724,297,1047,90,494,207,697,617,534,1791,103,762,990.823,1220.98,2616.74,-3153.5,-9573.02,6765.42,-77.3682,529.663,-680.258
17496.pdb,25.0,6.3,9.996056075338265,5,22491,4210,2901,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730,847.501,178.153,2429.29,-3161.43,-9620.89,6717.54,-798.228,479.274,-2928.8
17497.pdb,42.0,6.3,9.996056075338265,5,22491,4210,2901,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730,863.506,184.524,2409.39,-3173.99,-9646.59,6742.2,-772.002,473.814,-2919.14
17498.pdb,52.4,6.3,9.32531382823362,5,22498,4563,2901,180,1445,0,7,25,194,704,277,1087,90,480,194,724,584,486,1813,89,744,888.983,179.543,2410.66,-3297.95,-9463.52,6742.87,-732.294,491.807,-2779.9
17499.pdb,51.2,6.3,9.505501709226508,5,22472,2688,2901,180,1400,0,7,25,194,704,297,1067,90,480,208,710,584,519,1780,103,775,903.71,185.919,2474.45,-3228.28,-9449.93,6624.04,-743.126,478.781,-2754.43
17500.pdb,25.0,6.3,8.36170037770643,5,22575,3882,2901,180,1445,0,7,25,194,704,277,1087,90,480,194,724,584,486,1813,89,744,976.292,1208.31,2677.97,-3197.3,-9534.47,6768.31,-118.438,503.764,-715.554
17501.pdb,25.0,6.3,10.018534416202447,5,22537,5367,2901,180,1447,0,7,26,194,705,277,1086,90,480,194,724,584,486,1811,89,744,1021.49,1236.6,2626.79,-3328.23,-9468.12,6800.81,-122.404,508.077,-724.991
17502.pdb,25.0,6.3,10.227902295831584,5,22511,3492,2901,180,1400,0,7,26,194,705,296,1067,90,480,208,710,584,519,1778,103,777,987.586,1188.9,2651.04,-3190.34,-9682.28,6867.3,-180.937,506.058,-852.678
17503.pdb,25.0,6.3,11.666168599370854,6,22670,4839,2901,180,1400,0,7,26,213,738,291,1114,90,480,194,710,584,486,1778,89,730,914.318,178.109,2480.35,-3360.1,-9393.0,6480.82,-704.445,487.138,-2916.8
17504.pdb,25.0,4.4,11.666168599370854,6,22670,4839,2901,180,1400,0,7,26,213,738,291,1114,90,480,194,710,584,486,1778,89,730,932.276,186.473,2486.56,-3383.6,-9366.81,6494.42,-692.19,493.838,-2849.04
17505.pdb,53.0,4.4,11.666168599370854,6,22670,4839,2901,180,1400,0,7,26,213,738,291,1114,90,480,194,710,584,486,1778,89,730,902.58,178.17,2512.29,-3374.1,-9400.21,6510.8,-691.247,492.377,-2869.34
17506.pdb,25.0,6.3,10.400858370307828,5,22544,4169,2901,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730,952.403,1196.59,2481.75,-3202.05,-9613.04,6797.5,-197.644,501.545,-1082.96
17507.pdb,25.0,6.3,10.40887327933683,5,22456,5029,2901,180,1400,0,7,25,194,724,277,1067,90,494,194,710,617,500,1825,89,730,1033.88,180.736,2403.64,-3239.69,-9571.47,6698.55,-735.654,476.714,-2753.3
17508.pdb,25.0,6.3,7.417976725343607,5,22567,4295,2901,180,1400,0,7,25,194,724,277,1067,90,494,194,710,617,500,1825,89,730,1073.46,192.952,2522.03,-3240.66,-9596.16,6745.99,-711.771,498.417,-2515.73
17509.pdb,43.0,6.3,10.718740940336128,5,22430,3154,2901,180,1351,0,7,25,194,724,295,1049,90,494,208,696,617,534,1791,103,765,1072.23,1224.12,2658.07,-3332.73,-9414.92,6725.99,-42.2629,495.392,-614.096
17510.pdb,25.0,6.3,10.718740940336128,5,22430,3154,2901,180,1351,0,7,25,194,724,295,1049,90,494,208,696,617,534,1791,103,765,1050.71,1235.33,2682.23,-3358.33,-9394.64,6743.17,-81.7984,502.715,-620.61
17511.pdb,25.0,6.3,10.974718573335547,5,22463,3831,2901,180,1351,0,7,26,194,742,277,1049,90,508,194,696,651,514,1840,89,716,893.682,182.923,2454.5,-3143.93,-9638.58,6672.2,-739.546,476.473,-2842.27
17512.pdb,25.0,6.3,10.628404913190744,5,22492,4151,2901,-102,1447,0,7,25,176,689,263,1038,90,494,194,724,617,500,1860,89,744,969.774,222.649,2431.68,-3230.81,-9495.18,6636.04,-687.113,475.795,-2677.17
17513.pdb,25.0,6.3,11.350541510824105,4,22525,4151,2901,546,1400,0,7,26,176,689,263,1020,104,529,208,757,617,500,1825,89,730,1139.58,1292.68,2604.54,-3304.1,-9479.24,6689.88,-105.554,542.147,-620.062
17514.pdb,25.0,6.3,8.768039099220179,4,22488,4151,2901,33,1451,0,6,25,176,688,264,1034,90,494,194,724,617,500,1861,89,743,1048.37,1231.64,2662.38,-3109.23,-9677.75,6706.85,-116.639,499.742,-754.636
17515.pdb,25.0,6.3,9.96860503392293,5,22524,4151,2901,-285,1455,0,7,26,194,704,277,1087,90,481,194,723,582,487,1805,89,743,963.096,188.451,2356.74,-3247.3,-9527.8,6782.29,-718.216,503.876,-2698.86
17516.pdb,25.0,6.3,9.557594943586729,5,22567,4151,2889,180,1400,0,7,25,194,724,277,1067,90,494,194,710,617,500,1825,89,730,892.601,195.595,2519.99,-3213.06,-9530.54,6676.24,-716.536,497.819,-2677.88
17517.pdb,25.0,6.3,10.24962027559056,5,22490,4151,1599,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730,958.972,194.678,2506.7,-3088.48,-9725.29,6703.64,-677.063,485.813,-2641.03
17518.pdb,25.0,6.3,10.000938180927175,5,22537,4151,2901,-355,1455,0,7,24,194,705,277,1086,90,480,194,724,581,485,1806,89,745,977.544,198.836,2425.2,-3234.68,-9492.99,6681.87,-727.104,478.391,-2692.93
17519.pdb,25.0,6.3,10.221090868953606,4,22570,4151,2901,293,1400,0,7,24,194,705,277,1067,104,516,209,765,581,485,1770,89,730,1126.0,1396.42,2556.24,-3196.04,-9667.71,6778.31,-190.905,516.706,-680.983
17520.pdb,25.0,4.4,10.075401590112586,5,22511,4151,2901,-34,1400,0,7,24,194,705,296,1067,90,480,208,710,581,521,1770,104,785,977.823,1245.44,2598.69,-3183.89,-9556.22,6733.21,-157.619,498.576,-843.98
17521.pdb,25.0,6.3,10.075401590112586,5,22511,4151,2901,-34,1400,0,7,24,194,705,296,1067,90,480,208,710,581,521,1770,104,785,983.892,1230.47,2602.88,-3165.72,-9577.17,6739.39,-131.113,502.443,-814.936
17522.pdb,47.6,4.4,10.075401590112586,5,22511,4151,2901,-34,1400,0,7,24,194,705,296,1067,90,480,208,710,581,521,1770,104,785,1030.8,1235.76,2626.43,-3171.33,-9563.99,6751.07,-91.6263,513.524,-669.352
17523.pdb,25.0,6.3,9.214397259596728,4,22462,2859,2901,180,1400,0,6,26,175,688,281,1011,90,494,207,710,617,536,1825,104,786,953.592,206.226,2341.31,-3293.7,-9475.78,6667.99,-715.066,487.746,-2827.69
17524.pdb,25.0,6.3,9.682563307527442,5,22560,5349,2901,180,1457,0,7,26,194,704,277,1087,90,481,194,723,581,485,1804,89,745,973.351,210.391,2462.51,-3317.12,-9478.23,6705.21,-707.017,496.383,-2654.52
17525.pdb,25.0,6.3,10.219047702793024,4,22623,5166,2901,180,1400,0,7,26,194,704,277,1067,103,517,209,767,581,485,1768,89,730,1028.28,1253.91,2617.65,-3195.81,-9717.05,6784.89,-127.955,506.153,-849.943
17526.pdb,25.0,6.3,9.297789924386878,6,22504,4334,2901,180,1457,0,7,25,194,724,277,1087,77,458,179,666,617,500,1861,89,745,1101.87,202.417,2535.03,-3301.5,-9345.34,6636.59,-754.448,480.264,-2445.11
17527.pdb,25.0,6.3,9.01093896413221,5,22498,4563,2901,180,1455,0,7,26,194,703,277,1088,90,481,194,723,580,485,1807,89,745,1167.25,1231.51,2640.71,-3327.18,-9560.01,6913.49,-81.2408,546.945,-468.524
17528.pdb,25.0,6.3,9.276192984823128,5,22472,2688,2901,180,1400,0,7,26,194,703,298,1067,90,481,207,710,580,522,1770,104,785,1190.16,1219.19,2601.22,-3103.63,-9724.54,6814.34,-121.039,519.19,-605.111
17529.pdb,25.0,6.3,9.914805807415386,5,22593,4151,2901,-141,1454,0,7,26,194,724,256,1088,90,494,180,724,617,462,1863,75,690,1291.84,1655.97,2804.69,-3037.95,-9580.82,6720.39,33.4595,549.331,436.921
17530.pdb,25.0,6.3,10.140742474142456,4,22626,4151,2901,507,1400,0,7,26,194,724,256,1067,104,532,194,764,617,462,1825,75,676,1152.04,210.853,2449.03,-3394.55,-9519.89,6733.39,-755.41,507.14,-2617.4
17531.pdb,25.0,6.3,10.763302611354728,5,22517,4151,2901,213,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730,986.632,1244.59,2633.08,-3310.46,-9519.46,6817.33,-134.131,519.766,-762.64
17532.pdb,25.0,6.3,9.586603417638678,5,22560,5349,2901,180,1447,0,7,26,194,705,277,1086,90,480,194,724,582,487,1813,89,743,1105.87,206.155,2425.15,-3232.03,-9525.75,6687.87,-757.368,487.082,-2603.02
17533.pdb,25.0,6.3,10.05309816086664,4,22557,4151,2901,363,1400,0,7,25,194,705,277,1067,104,515,207,763,582,487,1772,89,730,898.799,191.576,2456.26,-3158.99,-9704.77,6759.27,-691.885,483.793,-2765.94
17534.pdb,25.0,6.3,10.554093312863252,5,22517,5148,2901,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730,1036.27,1232.94,2592.5,-3119.54,-9610.73,6714.98,-155.58,509.56,-799.597
17535.pdb,25.0,6.3,10.541767741683865,5,22547,3932,2901,180,1346,0,7,28,194,744,277,1047,90,507,194,697,655,514,1841,89,716,969.268,1248.15,2694.71,-3180.79,-9684.51,6789.18,-144.086,516.503,-791.579
17536.pdb,40.8,6.3,9.97960435943677,5,22593,4151,3036,180,1449,0,7,26,194,724,257,1087,90,494,181,723,617,465,1860,77,693,1021.62,1197.01,2642.68,-3210.01,-9580.7,6785.06,-82.0728,520.685,-705.735
17537.pdb,45.5,6.3,9.959551459196945,5,22593,4151,3036,180,1452,0,7,26,194,724,257,1087,90,494,181,723,617,463,1862,77,690,1201.79,223.027,2502.7,-3149.66,-9711.2,6742.05,-726.726,520.538,-2397.47
17538.pdb,25.0,6.3,9.787474192623035,6,22534,4151,3167,180,1450,0,6,25,194,724,277,1087,77,457,182,673,617,500,1862,89,742,969.629,186.951,2489.73,-3406.61,-9289.25,6700.55,-753.629,486.669,-2615.96
17539.pdb,25.0,6.3,11.491316213849922,5,22490,4151,1599,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730,862.845,193.446,2544.59,-3362.87,-9478.83,6732.38,-755.113,493.891,-2769.66
17540.pdb,48.0,6.3,11.771820969823738,5,22464,4151,1464,180,1353,0,7,26,194,724,297,1047,90,494,207,697,617,534,1791,102,764,910.364,201.265,2496.71,-3249.39,-9546.55,6666.41,-735.375,476.453,-2780.11
17541.pdb,25.0,6.3,9.888820017818352,5,22524,4151,2901,-285,1444,0,7,26,194,705,277,1086,90,481,194,723,584,487,1814,89,743,828.231,185.432,2518.45,-3376.96,-9410.63,6805.96,-738.517,491.524,-2696.51
17542.pdb,25.0,6.3,10.072072044853112,4,22557,4151,2901,363,1400,0,7,26,194,705,277,1067,103,514,207,754,584,487,1781,89,730,1186.16,1211.03,2706.78,-3129.23,-9740.39,6834.66,-119.664,534.974,-515.688
