,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
25918.pdb,25.0,6.2,15.56962369173765,-1,12242,3781,6484,1073,539,0,2,7,74,165,136,422,77,162,136,419,76,137,412,52,358,509.604,92.3369,1210.52,-1758.52,-5221.3,3024.98,-416.349,241.182,-2317.54
25919.pdb,35.7,6.3,16.591181989014146,0,12291,3781,6484,685,538,0,4,7,87,163,147,454,77,150,136,419,64,126,382,52,358,380.604,102.374,1205.73,-1801.39,-5358.38,3212.82,-403.142,251.746,-2409.65
25920.pdb,43.7,6.3,16.591181989014146,0,12291,3781,6484,685,538,0,4,7,87,163,147,454,77,150,136,419,64,126,382,52,358,388.996,94.1852,1204.7,-1805.01,-5344.84,3207.25,-402.003,249.725,-2407.0
25921.pdb,25.0,6.3,16.761720152795313,0,12265,3781,6484,1006,507,0,4,7,87,163,160,441,77,150,148,407,64,138,370,63,378,419.296,87.4144,1258.86,-1686.53,-5430.96,3156.45,-376.336,242.267,-2329.55
25922.pdb,25.0,6.2,16.098443062603472,0,12284,5501,6484,1220,538,0,4,7,87,176,133,455,77,162,125,418,76,124,414,42,326,355.654,81.4412,1180.22,-1829.87,-5214.8,3111.55,-418.056,246.282,-2487.58
25923.pdb,25.0,6.2,15.90896237164736,1,12258,3964,6484,1220,537,0,3,7,87,176,147,455,65,149,126,389,76,137,414,52,357,394.829,86.9069,1250.3,-1749.93,-5267.17,3131.1,-409.083,235.879,-2327.16
25924.pdb,24.1,6.3,16.61241249769926,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,363.425,86.2353,1198.88,-1800.55,-5280.46,3154.51,-420.995,242.609,-2456.35
25925.pdb,48.5,3.0,16.61241249769926,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,370.804,84.1883,1204.86,-1797.66,-5273.37,3147.23,-415.716,243.171,-2436.49
25926.pdb,30.4,5.5,16.61241249769926,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,364.572,82.7011,1203.67,-1805.69,-5267.55,3146.1,-416.373,239.321,-2453.24
25927.pdb,25.0,6.3,16.61241249769926,0,12245,3840,6484,1220,507,0,4,7,87,176,147,441,77,162,136,407,76,137,401,52,347,378.643,81.8762,1193.69,-1772.18,-5305.84,3148.94,-423.85,241.645,-2457.08
