,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
12642.pdb,25.0,7.0,7.172067319497002,3,12637,-835,11166,744,568,0,6,21,44,179,143,333,20,128,100,232,162,270,638,101,501,425.685,110.349,1237.42,-1774.1,-5028.25,3228.3,-417.656,236.563,-1981.69
12643.pdb,25.0,7.0,8.699279628142248,3,12653,-835,11353,744,568,0,6,22,44,188,134,333,20,135,93,232,179,266,673,88,466,417.802,108.899,1270.63,-1804.77,-4962.25,3172.92,-395.253,238.262,-1953.76
12644.pdb,25.0,7.0,9.105519175871748,4,12695,-835,11775,744,569,0,6,21,53,197,147,367,20,128,93,232,162,253,637,88,466,416.789,101.302,1269.82,-1787.59,-4956.06,2978.7,-373.219,244.068,-2106.2
12645.pdb,25.0,7.0,7.841231892451179,3,12672,-835,12180,744,569,0,6,23,54,197,147,366,20,128,93,233,162,253,637,88,466,514.213,1420.97,1397.1,-1723.4,-5068.34,3275.57,211.56,267.886,295.564
12646.pdb,25.0,7.0,7.325813525065317,3,12659,-835,11901,744,636,0,6,21,44,179,124,352,20,128,86,246,162,235,673,75,459,422.398,103.901,1246.27,-1728.34,-5086.51,3224.58,-411.904,242.088,-1987.51
12647.pdb,25.0,7.0,7.477471509545576,3,12623,-835,10715,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,428.344,99.6729,1281.65,-1783.56,-5071.76,3265.55,-395.842,241.862,-1934.07
12648.pdb,25.0,7.0,7.309208636253607,3,12637,-835,11166,744,570,0,6,21,44,179,144,332,20,128,99,233,162,272,636,101,499,393.096,87.9259,1234.22,-1795.12,-5087.68,3310.18,-416.468,245.886,-2027.96
12649.pdb,25.0,7.0,7.231719155132306,3,12734,-835,11530,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,440.659,109.203,1297.63,-1757.16,-5062.91,3268.22,-402.954,242.608,-1864.71
12650.pdb,25.0,7.0,7.341311421289574,3,12700,-835,12017,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,383.473,101.307,1279.31,-1763.81,-5052.77,3259.57,-408.721,242.451,-1959.19
12651.pdb,25.0,7.0,7.335776458352341,3,12699,-835,11246,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,392.915,102.664,1241.71,-1772.65,-5094.24,3265.07,-407.295,239.642,-2032.18
12652.pdb,25.0,7.0,7.290389762267007,3,12702,-835,11053,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,439.223,103.413,1263.26,-1729.91,-5099.53,3239.83,-393.388,238.349,-1938.76
12653.pdb,25.0,7.0,7.474150531783237,3,12653,-835,11353,744,570,0,6,21,44,189,134,332,20,134,93,233,181,266,669,88,466,402.481,94.082,1326.05,-1731.66,-5122.19,3248.24,-387.064,241.662,-1928.41
12654.pdb,25.0,7.0,5.94849763427628,4,12654,-835,12352,414,603,0,6,20,44,179,144,342,14,109,86,206,162,272,655,101,512,412.148,106.092,1227.8,-1689.98,-5039.57,3220.05,-391.87,233.946,-1921.39
12655.pdb,25.0,7.0,8.765049212321175,3,12597,-835,12352,909,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,434.005,105.956,1238.18,-1671.8,-5143.08,3199.32,-379.399,233.501,-1983.31
12656.pdb,25.0,7.0,7.05595683370484,3,12611,-835,12352,1227,569,0,6,21,44,179,144,332,20,128,99,233,162,271,637,101,500,430.6,122.51,1268.64,-1787.64,-5044.21,3246.56,-392.169,233.178,-1922.53
12657.pdb,25.0,7.0,7.382033669098749,3,12674,-835,12352,831,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,421.834,104.893,1309.53,-1801.5,-5024.24,3249.79,-385.123,234.418,-1890.39
12658.pdb,25.0,7.0,3.424888663634192,4,12624,-835,12352,1172,603,0,6,21,44,179,144,342,14,110,87,204,162,271,655,100,514,410.327,107.885,1267.12,-1707.24,-5005.75,3184.93,-394.81,233.143,-1904.39
12659.pdb,25.0,7.0,7.887256189926993,3,12562,-835,12352,680,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,410.919,100.482,1288.69,-1768.55,-4998.12,3221.96,-394.608,237.562,-1901.66
12660.pdb,25.0,7.0,3.866602267369161,3,12673,-835,12352,765,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,454.588,109.103,1283.22,-1679.35,-5104.95,3164.8,-410.191,228.978,-1953.8
12661.pdb,25.0,7.0,7.25599751536502,3,12637,-835,11166,744,571,0,6,21,44,179,144,332,20,128,100,232,162,272,636,101,498,418.427,127.539,1261.53,-1766.4,-5004.69,3211.61,-412.277,232.033,-1932.22
12662.pdb,25.0,7.0,7.949503211721313,3,12653,-835,11353,744,571,0,6,21,44,189,134,332,20,135,93,232,181,266,668,88,466,497.274,1321.64,1399.51,-1659.66,-5125.42,3260.95,314.443,272.137,280.865
12663.pdb,25.0,7.0,7.865233403190508,3,12623,-835,10715,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,456.18,105.174,1212.2,-1715.63,-5074.59,3181.75,-416.218,230.871,-2020.27
12664.pdb,25.0,7.0,7.266752954467665,3,12637,-835,11166,744,571,0,6,21,44,179,143,333,20,128,100,232,162,272,636,102,497,467.436,109.797,1297.41,-1705.03,-5100.66,3197.98,-375.262,231.065,-1877.26
12665.pdb,25.0,7.0,7.361249867423903,3,12699,-835,11246,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479,437.723,104.022,1265.05,-1716.65,-5093.92,3207.35,-404.574,235.638,-1965.37
