# delta: tm,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
-2.089999999999999858e+01,-5.266729699999999070e-01,0.000000000000000000e+00,6.900000000000000000e+01,1.198000000000000000e+03,0.000000000000000000e+00,-1.650000000000000000e+02,9.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-3.600000000000000000e+01,0.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00,-2.300000000000000000e+01,0.000000000000000000e+00,2.300000000000000000e+01,-5.100000000000000000e+01,-2.400000000000000000e+01,-4.100000000000000000e+01,0.000000000000000000e+00,2.400000000000000000e+01
-1.950000000000000000e+01,-5.266729699999999070e-01,0.000000000000000000e+00,6.900000000000000000e+01,1.198000000000000000e+03,0.000000000000000000e+00,-1.650000000000000000e+02,9.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-3.600000000000000000e+01,0.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00,-2.300000000000000000e+01,0.000000000000000000e+00,2.300000000000000000e+01,-5.100000000000000000e+01,-2.400000000000000000e+01,-4.100000000000000000e+01,0.000000000000000000e+00,2.400000000000000000e+01
-1.650000000000000000e+01,-4.171236399999997957e-01,0.000000000000000000e+00,5.600000000000000000e+01,0.000000000000000000e+00,-9.990000000000000000e+02,-1.650000000000000000e+02,-9.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00,-3.600000000000000000e+01,0.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,-2.200000000000000000e+01,5.200000000000000000e+01,2.400000000000000000e+01,4.000000000000000000e+01,0.000000000000000000e+00,-2.400000000000000000e+01
-1.610000000000000142e+01,-4.154505700000044044e-01,1.000000000000000000e+00,1.250000000000000000e+02,6.330000000000000000e+02,0.000000000000000000e+00,-1.650000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.400000000000000000e+01,1.700000000000000000e+01,2.400000000000000000e+01,9.300000000000000000e+01,0.000000000000000000e+00,-2.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.100000000000000000e+01,-2.400000000000000000e+01,-9.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.569999999999999574e+01,-4.154505700000044044e-01,1.000000000000000000e+00,1.250000000000000000e+02,6.330000000000000000e+02,0.000000000000000000e+00,-1.650000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.400000000000000000e+01,1.700000000000000000e+01,2.400000000000000000e+01,9.300000000000000000e+01,0.000000000000000000e+00,-2.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.100000000000000000e+01,-2.400000000000000000e+01,-9.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.489999999999999858e+01,-4.166078800000008187e-01,0.000000000000000000e+00,8.900000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,-1.650000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.479999999999999716e+01,-4.171236399999997957e-01,0.000000000000000000e+00,5.600000000000000000e+01,0.000000000000000000e+00,-9.990000000000000000e+02,-1.650000000000000000e+02,-9.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00,-3.600000000000000000e+01,0.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,-2.200000000000000000e+01,5.200000000000000000e+01,2.400000000000000000e+01,4.000000000000000000e+01,0.000000000000000000e+00,-2.400000000000000000e+01
-1.410000000000000142e+01,-5.484076100000052634e-01,1.000000000000000000e+00,-1.300000000000000000e+01,0.000000000000000000e+00,-1.000000000000000000e+02,-1.650000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+01,0.000000000000000000e+00,-2.200000000000000000e+01,-5.200000000000000000e+01,-2.000000000000000000e+00,-9.300000000000000000e+01,0.000000000000000000e+00,5.200000000000000000e+01,0.000000000000000000e+00,2.400000000000000000e+01,9.300000000000000000e+01
-1.400000000000000000e+01,-4.167965700000024754e-01,0.000000000000000000e+00,2.000000000000000000e+01,-6.590000000000000000e+02,0.000000000000000000e+00,-1.650000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.400000000000000000e+01,3.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.400000000000000000e+01,2.400000000000000000e+01,0.000000000000000000e+00,-5.100000000000000000e+01,2.700000000000000000e+01,-9.300000000000000000e+01,2.400000000000000000e+01,9.300000000000000000e+01
-1.379999999999999716e+01,-4.167965700000024754e-01,0.000000000000000000e+00,2.000000000000000000e+01,-6.590000000000000000e+02,0.000000000000000000e+00,-1.650000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.400000000000000000e+01,3.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.400000000000000000e+01,2.400000000000000000e+01,0.000000000000000000e+00,-5.100000000000000000e+01,2.700000000000000000e+01,-9.300000000000000000e+01,2.400000000000000000e+01,9.300000000000000000e+01
-1.379999999999999716e+01,-4.166078800000008187e-01,0.000000000000000000e+00,8.900000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,-1.650000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
