# delta: tm,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
-2.370000000000000284e+01,-3.016337151000000549e+00,0.000000000000000000e+00,1.200000000000000000e+01,-1.567000000000000000e+03,0.000000000000000000e+00,6.480000000000000000e+02,-1.100000000000000000e+02,0.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,-1.500000000000000000e+01,2.200000000000000000e+01,0.000000000000000000e+00,-9.000000000000000000e+01,-1.800000000000000000e+01,2.700000000000000000e+01,4.000000000000000000e+00,-8.900000000000000000e+01,8.800000000000000000e+01,7.900000000000000000e+01,1.060000000000000000e+02,1.500000000000000000e+01,1.900000000000000000e+01
-1.139999999999999858e+01,-2.886306832000000266e+00,-1.000000000000000000e+00,-3.500000000000000000e+01,-1.492000000000000000e+03,0.000000000000000000e+00,5.530000000000000000e+02,-1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-1.500000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,-9.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.100000000000000000e+01,-3.500000000000000000e+01,5.700000000000000000e+01,6.200000000000000000e+01,5.200000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01
-1.050000000000000000e+01,-2.423713155000000175e+00,-1.000000000000000000e+00,-7.300000000000000000e+01,-5.490000000000000000e+02,0.000000000000000000e+00,6.480000000000000000e+02,-5.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.100000000000000000e+01,-2.400000000000000000e+01,-1.700000000000000000e+01,-1.290000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+01,2.100000000000000000e+01,-1.500000000000000000e+01,5.700000000000000000e+01,6.200000000000000000e+01,8.100000000000000000e+01,1.500000000000000000e+01,3.600000000000000000e+01
-9.600000000000001421e+00,-2.728619765000000363e+00,-1.000000000000000000e+00,-1.090000000000000000e+02,-6.140000000000000000e+02,0.000000000000000000e+00,6.480000000000000000e+02,-1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.500000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,-9.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.100000000000000000e+01,-3.500000000000000000e+01,5.700000000000000000e+01,6.200000000000000000e+01,5.200000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01
-7.600000000000001421e+00,-2.907894526000000202e+00,-1.000000000000000000e+00,7.500000000000000000e+01,-1.287000000000000000e+03,0.000000000000000000e+00,6.480000000000000000e+02,-5.900000000000000000e+01,0.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,-3.000000000000000000e+01,-2.700000000000000000e+01,-1.700000000000000000e+01,-1.260000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+01,2.100000000000000000e+01,-1.500000000000000000e+01,5.700000000000000000e+01,6.200000000000000000e+01,8.400000000000000000e+01,1.500000000000000000e+01,3.600000000000000000e+01
-5.000000000000000000e+00,-2.830595726000000312e+00,-1.000000000000000000e+00,9.000000000000000000e+00,-2.690000000000000000e+03,0.000000000000000000e+00,6.480000000000000000e+02,-1.620000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-1.500000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,-1.050000000000000000e+02,0.000000000000000000e+00,6.000000000000000000e+01,2.100000000000000000e+01,-5.500000000000000000e+01,8.900000000000000000e+01,7.900000000000000000e+01,7.200000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+00
-4.300000000000004263e+00,-2.817055968000000465e+00,-1.000000000000000000e+00,-3.500000000000000000e+01,-1.632000000000000000e+03,0.000000000000000000e+00,6.480000000000000000e+02,-1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.500000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,-9.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.100000000000000000e+01,-3.500000000000000000e+01,5.700000000000000000e+01,6.200000000000000000e+01,5.200000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01
-4.100000000000001421e+00,-1.893870528000000331e+00,-1.000000000000000000e+00,-7.400000000000000000e+01,-1.492000000000000000e+03,-1.772000000000000000e+03,6.480000000000000000e+02,-1.630000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.500000000000000000e+01,5.000000000000000000e+00,1.700000000000000000e+01,-1.070000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+01,4.100000000000000000e+01,-5.500000000000000000e+01,5.700000000000000000e+01,9.200000000000000000e+01,2.200000000000000000e+01,3.200000000000000000e+01,5.500000000000000000e+01
-3.399999999999998579e+00,-2.039402323000000461e+00,-1.000000000000000000e+00,-4.800000000000000000e+01,-1.492000000000000000e+03,-1.637000000000000000e+03,6.480000000000000000e+02,-1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.500000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,-9.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.100000000000000000e+01,-3.500000000000000000e+01,5.700000000000000000e+01,6.200000000000000000e+01,5.200000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01
-3.399999999999998579e+00,-2.576356662000000242e+00,-1.000000000000000000e+00,7.300000000000000000e+01,-1.492000000000000000e+03,0.000000000000000000e+00,8.850000000000000000e+02,-1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-1.500000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,-9.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.100000000000000000e+01,-3.500000000000000000e+01,5.700000000000000000e+01,6.200000000000000000e+01,5.200000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01
-3.000000000000000000e+00,-2.808531452000000428e+00,-1.000000000000000000e+00,-7.300000000000000000e+01,-5.490000000000000000e+02,0.000000000000000000e+00,6.480000000000000000e+02,-5.900000000000000000e+01,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+01,-2.700000000000000000e+01,-1.700000000000000000e+01,-1.260000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+01,2.100000000000000000e+01,-1.500000000000000000e+01,5.700000000000000000e+01,6.200000000000000000e+01,8.400000000000000000e+01,1.500000000000000000e+01,3.600000000000000000e+01
-3.000000000000000000e+00,-4.057889182000000261e+00,-1.000000000000000000e+00,-6.700000000000000000e+01,-1.080000000000000000e+03,0.000000000000000000e+00,6.480000000000000000e+02,-5.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.500000000000000000e+01,-1.200000000000000000e+01,0.000000000000000000e+00,-7.300000000000000000e+01,0.000000000000000000e+00,2.100000000000000000e+01,2.100000000000000000e+01,-1.600000000000000000e+01,2.600000000000000000e+01,4.500000000000000000e+01,3.100000000000000000e+01,1.500000000000000000e+01,3.600000000000000000e+01
-2.200000000000002842e+00,-2.903291968000000445e+00,-1.000000000000000000e+00,-7.100000000000000000e+01,-1.697000000000000000e+03,0.000000000000000000e+00,6.480000000000000000e+02,-1.630000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.600000000000000000e+01,1.600000000000000000e+01,-5.400000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.100000000000000000e+01,-5.400000000000000000e+01,5.700000000000000000e+01,6.200000000000000000e+01,2.100000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00
-2.100000000000001421e+00,-3.888268020000000380e+00,-3.000000000000000000e+00,-1.400000000000000000e+01,-1.492000000000000000e+03,0.000000000000000000e+00,3.910000000000000000e+02,-1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.100000000000000000e+01,-2.500000000000000000e+01,-1.700000000000000000e+01,-1.430000000000000000e+02,1.800000000000000000e+01,7.000000000000000000e+01,3.800000000000000000e+01,1.800000000000000000e+01,5.700000000000000000e+01,6.200000000000000000e+01,5.200000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01
-1.600000000000001421e+00,-3.681530673000000586e+00,-2.000000000000000000e+00,-8.000000000000000000e+00,-1.492000000000000000e+03,0.000000000000000000e+00,5.900000000000000000e+02,-1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.100000000000000000e+01,-9.000000000000000000e+00,-1.700000000000000000e+01,-1.430000000000000000e+02,0.000000000000000000e+00,5.800000000000000000e+01,2.100000000000000000e+01,-3.500000000000000000e+01,8.700000000000000000e+01,7.900000000000000000e+01,1.050000000000000000e+02,1.500000000000000000e+01,1.900000000000000000e+01
-8.000000000000042633e-01,-3.018489777000000540e+00,-1.000000000000000000e+00,-6.700000000000000000e+01,-1.492000000000000000e+03,0.000000000000000000e+00,5.590000000000000000e+02,-5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.500000000000000000e+01,-1.200000000000000000e+01,0.000000000000000000e+00,-7.300000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.100000000000000000e+01,-1.500000000000000000e+01,2.700000000000000000e+01,4.500000000000000000e+01,2.900000000000000000e+01,1.500000000000000000e+01,3.600000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.798958487000000162e+00,-1.000000000000000000e+00,-5.000000000000000000e+00,-1.492000000000000000e+03,-1.730000000000000000e+03,6.480000000000000000e+02,-1.630000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-1.500000000000000000e+01,2.200000000000000000e+01,0.000000000000000000e+00,-1.070000000000000000e+02,0.000000000000000000e+00,6.000000000000000000e+01,2.100000000000000000e+01,-5.500000000000000000e+01,8.700000000000000000e+01,7.900000000000000000e+01,7.500000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+00
0.000000000000000000e+00,-2.367597538000000501e+00,-1.000000000000000000e+00,-7.200000000000000000e+01,-2.334000000000000000e+03,0.000000000000000000e+00,6.480000000000000000e+02,-1.600000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.500000000000000000e+01,5.000000000000000000e+00,1.700000000000000000e+01,-1.070000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+01,4.100000000000000000e+01,-5.500000000000000000e+01,5.700000000000000000e+01,9.300000000000000000e+01,2.100000000000000000e+01,3.200000000000000000e+01,5.200000000000000000e+01
0.000000000000000000e+00,-1.007202488999999979e+00,-2.000000000000000000e+00,-1.100000000000000000e+01,-1.616000000000000000e+03,0.000000000000000000e+00,6.480000000000000000e+02,-1.620000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.500000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,-1.060000000000000000e+02,2.000000000000000000e+01,7.100000000000000000e+01,3.700000000000000000e+01,-3.000000000000000000e+00,5.700000000000000000e+01,6.200000000000000000e+01,2.100000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00
1.000000000000014211e-01,-2.859027441000000280e+00,-1.000000000000000000e+00,3.800000000000000000e+01,-1.427000000000000000e+03,0.000000000000000000e+00,6.480000000000000000e+02,-5.900000000000000000e+01,0.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,-3.000000000000000000e+01,-2.700000000000000000e+01,-1.700000000000000000e+01,-1.260000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+01,2.100000000000000000e+01,-1.500000000000000000e+01,5.700000000000000000e+01,6.200000000000000000e+01,8.400000000000000000e+01,1.500000000000000000e+01,3.600000000000000000e+01
8.999999999999985789e-01,-2.423713155000000175e+00,-1.000000000000000000e+00,-7.300000000000000000e+01,-5.490000000000000000e+02,0.000000000000000000e+00,6.480000000000000000e+02,-5.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.100000000000000000e+01,-2.400000000000000000e+01,-1.700000000000000000e+01,-1.290000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+01,2.100000000000000000e+01,-1.500000000000000000e+01,5.700000000000000000e+01,6.200000000000000000e+01,8.100000000000000000e+01,1.500000000000000000e+01,3.600000000000000000e+01
8.999999999999985789e-01,-2.039402323000000461e+00,-1.000000000000000000e+00,-4.800000000000000000e+01,-1.492000000000000000e+03,-1.637000000000000000e+03,6.480000000000000000e+02,-1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.500000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,-9.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.100000000000000000e+01,-3.500000000000000000e+01,5.700000000000000000e+01,6.200000000000000000e+01,5.200000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01
