10325_Tm=38.2	10325_Tm=38.2
10326_Tm=43.8	10326_Tm=43.8
10328_Tm=50.2	10328_Tm=50.2
10328_Tm=50.2	10327_Tm=38.2
10329_Tm=50.1	10329_Tm=50.1
10330_Tm=43.0	10330_Tm=43.0
10331_Tm=42.4	10331_Tm=42.4
10332_Tm=43.5	10332_Tm=43.5
10333_Tm=46.1	10333_Tm=46.1
10334_Tm=51.1	10334_Tm=51.1
10334_Tm=51.1	8909_Tm=47.2
10335_Tm=50.5	10335_Tm=50.5
10336_Tm=56.6	10336_Tm=56.6
10337_Tm=91.7	10337_Tm=91.7
10338_Tm=38.2	10338_Tm=38.2
10339_Tm=71.8	10339_Tm=71.8
10339_Tm=71.8	28233_Tm=44.7
10341_Tm=57.4	10341_Tm=57.4
10342_Tm=38.4	10342_Tm=38.4
10343_Tm=49.3	10343_Tm=49.3
10344_Tm=42.0	10344_Tm=42.0
10344_Tm=42.0	7506_Tm=41.0
10345_Tm=87.4	10345_Tm=87.4
10346_Tm=49.8	10346_Tm=49.8
10347_Tm=53.6	10347_Tm=53.6
10347_Tm=53.6	11874_Tm=52.5
10348_Tm=36.9	10348_Tm=36.9
10350_Tm=44.6	10350_Tm=44.6
10351_Tm=52.7	10351_Tm=52.7
10352_Tm=45.4	10352_Tm=45.4
10353_Tm=45.5	10353_Tm=45.5
10354_Tm=35.8	10354_Tm=35.8
10355_Tm=51.4	10355_Tm=51.4
10356_Tm=68.3	10356_Tm=68.3
10357_Tm=43.6	10357_Tm=43.6
10358_Tm=37.9	10358_Tm=37.9
10359_Tm=44.4	10359_Tm=44.4
10361_Tm=57.7	10361_Tm=57.7
10362_Tm=41.8	10362_Tm=41.8
10363_Tm=41.3	10363_Tm=41.3
10364_Tm=49.9	10364_Tm=49.9
10365_Tm=48.4	10365_Tm=48.4
10366_Tm=46.7	10366_Tm=46.7
10367_Tm=45.2	10367_Tm=45.2
10369_Tm=37.6	10369_Tm=37.6
10370_Tm=85.4	10370_Tm=85.4
10371_Tm=47.5	10371_Tm=47.5
10372_Tm=44.0	10372_Tm=44.0
10373_Tm=43.6	10373_Tm=43.6
10374_Tm=36.7	10374_Tm=36.7
10374_Tm=36.7	30631_Tm=46.5
10375_Tm=44.7	10375_Tm=44.7
10376_Tm=42.6	10376_Tm=42.6
10376_Tm=42.6	10377_Tm=58.8
10378_Tm=86.7	10378_Tm=86.7
10379_Tm=46.0	10379_Tm=46.0
10380_Tm=66.4	10380_Tm=66.4
10381_Tm=38.6	10381_Tm=38.6
10383_Tm=47.0	10383_Tm=47.0
10384_Tm=36.9	10384_Tm=36.9
10386_Tm=45.8	10386_Tm=45.8
10387_Tm=50.6	10387_Tm=50.6
10389_Tm=37.6	10389_Tm=37.6
10390_Tm=52.0	10390_Tm=52.0
10390_Tm=52.0	4835_Tm=44.0
10390_Tm=52.0	580_Tm=57.1
10390_Tm=52.0	10821_Tm=44.3
10390_Tm=52.0	16385_Tm=85.9
10390_Tm=52.0	16386_Tm=88.9
10390_Tm=52.0	16387_Tm=79.5
10390_Tm=52.0	16388_Tm=95.6
10390_Tm=52.0	16389_Tm=79.5
10390_Tm=52.0	16390_Tm=88.9
10390_Tm=52.0	16391_Tm=79.8
10390_Tm=52.0	16392_Tm=103.0
10390_Tm=52.0	16393_Tm=85.3
10390_Tm=52.0	16394_Tm=90.7
10390_Tm=52.0	16395_Tm=90.7
10390_Tm=52.0	16396_Tm=57.4
10390_Tm=52.0	16397_Tm=94.9
10390_Tm=52.0	16398_Tm=68.2
10390_Tm=52.0	16399_Tm=88.9
10390_Tm=52.0	16400_Tm=56.4
10391_Tm=68.2	10391_Tm=68.2
10393_Tm=42.1	10393_Tm=42.1
10394_Tm=25.0	10394_Tm=25.0
10394_Tm=25.0	10442_Tm=25.0
10394_Tm=25.0	10444_Tm=25.0
10394_Tm=25.0	10445_Tm=25.0
10394_Tm=25.0	10446_Tm=25.0
10394_Tm=25.0	10447_Tm=25.0
10394_Tm=25.0	10448_Tm=25.0
10394_Tm=25.0	10449_Tm=25.0
10394_Tm=25.0	10450_Tm=25.0
10394_Tm=25.0	10451_Tm=25.0
10394_Tm=25.0	10452_Tm=25.0
10394_Tm=25.0	10453_Tm=25.0
10394_Tm=25.0	10454_Tm=59.0
10394_Tm=25.0	10455_Tm=25.0
10394_Tm=25.0	10456_Tm=25.0
10394_Tm=25.0	10457_Tm=25.0
10394_Tm=25.0	10458_Tm=25.0
10394_Tm=25.0	10459_Tm=25.0
10394_Tm=25.0	10460_Tm=25.0
10394_Tm=25.0	10461_Tm=25.0
10394_Tm=25.0	10462_Tm=25.0
10394_Tm=25.0	10463_Tm=25.0
10394_Tm=25.0	10464_Tm=25.0
10394_Tm=25.0	10465_Tm=25.0
10394_Tm=25.0	10466_Tm=25.0
10394_Tm=25.0	10467_Tm=25.0
10395_Tm=50.4	10395_Tm=50.4
10396_Tm=44.5	10396_Tm=44.5
10397_Tm=39.2	10397_Tm=39.2
10399_Tm=96.9	10399_Tm=96.9
13600_Tm=38.0	13600_Tm=38.0
13601_Tm=43.6	13601_Tm=43.6
13602_Tm=69.8	13602_Tm=69.8
13603_Tm=46.0	13603_Tm=46.0
13604_Tm=44.8	13604_Tm=44.8
13605_Tm=94.5	13605_Tm=94.5
13606_Tm=67.4	13606_Tm=67.4
13607_Tm=95.0	13607_Tm=95.0
13608_Tm=41.3	13608_Tm=41.3
13609_Tm=44.1	13609_Tm=44.1
13610_Tm=41.5	13610_Tm=41.5
13611_Tm=47.8	13611_Tm=47.8
13612_Tm=48.6	13612_Tm=48.6
13613_Tm=36.4	13613_Tm=36.4
13613_Tm=36.4	178_Tm=45.0
13615_Tm=79.6	13615_Tm=79.6
13616_Tm=75.3	13616_Tm=75.3
13617_Tm=37.4	13617_Tm=37.4
13618_Tm=38.2	13618_Tm=38.2
13619_Tm=44.7	13619_Tm=44.7
13620_Tm=45.5	13620_Tm=45.5
13621_Tm=54.5	13621_Tm=54.5
13623_Tm=52.0	13623_Tm=52.0
13624_Tm=30.0	13624_Tm=30.0
13626_Tm=49.3	13626_Tm=49.3
13627_Tm=82.2	13627_Tm=82.2
13627_Tm=82.2	21643_Tm=74.4
13627_Tm=82.2	13625_Tm=50.2
13628_Tm=42.6	13628_Tm=42.6
13629_Tm=37.2	13629_Tm=37.2
13629_Tm=37.2	5392_Tm=42.7
13629_Tm=37.2	20214_Tm=53.5
13631_Tm=81.6	13631_Tm=81.6
13632_Tm=48.2	13632_Tm=48.2
13633_Tm=48.3	13633_Tm=48.3
13635_Tm=44.8	13635_Tm=44.8
13638_Tm=46.9	13638_Tm=46.9
13640_Tm=64.7	13640_Tm=64.7
13641_Tm=65.3	13641_Tm=65.3
13642_Tm=33.9	13642_Tm=33.9
13643_Tm=65.1	13643_Tm=65.1
13644_Tm=38.4	13644_Tm=38.4
13644_Tm=38.4	13654_Tm=43.2
13644_Tm=38.4	9000_Tm=70.9
13644_Tm=38.4	24502_Tm=44.0
13644_Tm=38.4	22071_Tm=78.9
13645_Tm=48.4	13645_Tm=48.4
13647_Tm=50.7	13647_Tm=50.7
13648_Tm=49.5	13648_Tm=49.5
13648_Tm=49.5	13646_Tm=50.2
13649_Tm=49.6	13649_Tm=49.6
13650_Tm=43.0	13650_Tm=43.0
13651_Tm=81.8	13651_Tm=81.8
13652_Tm=70.5	13652_Tm=70.5
13652_Tm=70.5	13653_Tm=41.1
13657_Tm=42.1	13657_Tm=42.1
13659_Tm=53.9	13659_Tm=53.9
13659_Tm=53.9	11819_Tm=44.9
13659_Tm=53.9	11820_Tm=43.6
13660_Tm=68.6	13660_Tm=68.6
13661_Tm=41.0	13661_Tm=41.0
13661_Tm=41.0	9425_Tm=64.5
13661_Tm=41.0	19290_Tm=48.1
13661_Tm=41.0	19289_Tm=45.6
13661_Tm=41.0	22310_Tm=79.5
13662_Tm=54.7	13662_Tm=54.7
13663_Tm=86.0	13663_Tm=86.0
13664_Tm=53.6	13664_Tm=53.6
13664_Tm=53.6	13665_Tm=50.7
13666_Tm=80.5	13666_Tm=80.5
13667_Tm=66.6	13667_Tm=66.6
13668_Tm=76.3	13668_Tm=76.3
13670_Tm=50.3	13670_Tm=50.3
13671_Tm=44.0	13671_Tm=44.0
13672_Tm=95.0	13672_Tm=95.0
13675_Tm=97.3	13675_Tm=97.3
13677_Tm=52.1	13677_Tm=52.1
13678_Tm=43.2	13678_Tm=43.2
13679_Tm=49.8	13679_Tm=49.8
13680_Tm=72.6	13680_Tm=72.6
13680_Tm=72.6	12857_Tm=45.8
13681_Tm=73.6	13681_Tm=73.6
13683_Tm=78.7	13683_Tm=78.7
13684_Tm=47.2	13684_Tm=47.2
13686_Tm=47.1	13686_Tm=47.1
13687_Tm=85.2	13687_Tm=85.2
13688_Tm=70.1	13688_Tm=70.1
13689_Tm=75.5	13689_Tm=75.5
13691_Tm=69.3	13691_Tm=69.3
13692_Tm=43.1	13692_Tm=43.1
13693_Tm=52.3	13693_Tm=52.3
13693_Tm=52.3	18155_Tm=76.8
13695_Tm=45.1	13695_Tm=45.1
13696_Tm=74.5	13696_Tm=74.5
13696_Tm=74.5	21280_Tm=47.9
13697_Tm=41.9	13697_Tm=41.9
13698_Tm=46.1	13698_Tm=46.1
13699_Tm=69.9	13699_Tm=69.9
14300_Tm=25.0	14300_Tm=25.0
14300_Tm=25.0	14301_Tm=25.0
14300_Tm=25.0	14302_Tm=25.0
14300_Tm=25.0	14303_Tm=25.0
14300_Tm=25.0	14304_Tm=71.4
14300_Tm=25.0	14305_Tm=25.0
14300_Tm=25.0	14306_Tm=25.0
14300_Tm=25.0	14307_Tm=25.0
14300_Tm=25.0	14308_Tm=25.0
14309_Tm=44.9	14309_Tm=44.9
14310_Tm=52.1	14310_Tm=52.1
14311_Tm=44.7	14311_Tm=44.7
14311_Tm=44.7	14353_Tm=70.4
14312_Tm=45.7	14312_Tm=45.7
14314_Tm=88.6	14314_Tm=88.6
14315_Tm=52.3	14315_Tm=52.3
14315_Tm=52.3	14316_Tm=48.4
14317_Tm=51.5	14317_Tm=51.5
14320_Tm=47.0	14320_Tm=47.0
14321_Tm=39.5	14321_Tm=39.5
14322_Tm=54.0	14322_Tm=54.0
14322_Tm=54.0	14323_Tm=53.3
14324_Tm=39.5	14324_Tm=39.5
14325_Tm=49.7	14325_Tm=49.7
14327_Tm=59.3	14327_Tm=59.3
14328_Tm=57.0	14328_Tm=57.0
14329_Tm=38.1	14329_Tm=38.1
14330_Tm=44.5	14330_Tm=44.5
14331_Tm=38.0	14331_Tm=38.0
