pdb,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
5134,43.0,5.0,24.310756915883392,6,20991,13736,6113,6680,1584,4,5,37,184,891,311,1114,45,449,153,563,999,712,2562,117,901
5135,38.2,6.0,24.788882645444243,6,20917,13736,5298,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5136,45.0,5.0,24.790606031646018,6,20978,13736,4476,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5137,40.0,5.0,24.790606031646018,6,20978,13736,4476,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5138,49.8,5.0,24.79405280389008,6,20978,14733,6113,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5139,40.0,5.0,24.79405280389008,6,20978,14733,6113,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5140,40.0,5.0,24.79492078669485,6,20952,12858,6113,8088,1475,4,5,37,184,891,350,1075,45,449,172,544,999,802,2472,149,978
5141,40.8,5.0,24.79492078669485,6,20952,12858,6113,8088,1475,4,5,37,184,891,350,1075,45,449,172,544,999,802,2472,149,978
5142,40.0,5.0,24.78941098280367,6,21055,14052,6113,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5143,55.4,5.0,24.78941098280367,6,21055,14052,6113,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5144,40.0,5.0,24.789222290889587,6,21054,14674,6113,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5145,54.7,5.0,24.789222290889587,6,21054,14674,6113,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5146,40.0,5.0,24.788882645444243,6,20978,14733,6113,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5147,48.7,5.0,24.788882645444243,6,20978,14733,6113,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5148,38.1,5.0,24.788882645444243,6,20952,12858,6113,8088,1474,4,5,37,184,891,350,1075,45,449,173,543,999,801,2473,148,980
5149,40.0,5.0,24.788882645444243,6,20952,12858,6113,8088,1474,4,5,37,184,891,350,1075,45,449,173,543,999,801,2473,148,980
5150,40.0,5.0,24.788882645444243,6,21055,14052,6113,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5151,57.8,5.0,24.788882645444243,6,21055,14052,6113,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5152,40.0,5.0,24.788882645444243,6,21054,14674,6113,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5153,50.7,5.0,24.788882645444243,6,21054,14674,6113,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5154,58.1,5.0,25.17319777019438,6,20978,13736,4476,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
5155,40.0,5.0,25.17319777019438,6,20978,13736,4476,8088,1529,4,5,37,184,891,330,1095,45,449,163,553,999,757,2517,132,941
