pdb,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
17775,25.0,7.0,5.8535434879898105,-6,20751,5876,2365,-1489,1510,4,3,34,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17776,25.0,7.0,5.8535434879898105,-6,20725,4938,2365,-1489,1510,4,3,34,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17777,25.0,7.5,5.845442314895337,-6,20764,4883,2365,-1489,1510,4,3,34,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17778,22.5,4.5,5.840298093908935,-6,20848,5414,2365,-1489,1563,4,3,31,149,522,281,990,185,576,311,1111,418,464,1672,119,875
17779,25.0,7.0,5.840298093908935,-6,20848,5414,2365,-1489,1563,4,3,31,149,522,281,990,185,576,311,1111,418,464,1672,119,875
17780,24.5,6.4,5.840298093908935,-6,20848,5414,2365,-1489,1563,4,3,31,149,522,281,990,185,576,311,1111,418,464,1672,119,875
17781,21.7,3.7,5.370822826826483,-6,20848,5414,2365,-1489,1566,4,3,31,149,523,281,989,185,576,311,1111,419,464,1668,119,875
17782,24.0,6.1,5.370822826826483,-6,20848,5414,2365,-1489,1566,4,3,31,149,523,281,989,185,576,311,1111,419,464,1668,119,875
17783,20.0,2.0,5.370822826826483,-6,20848,5414,2365,-1489,1566,4,3,31,149,523,281,989,185,576,311,1111,419,464,1668,119,875
17784,58.8,7.0,5.853991534074304,-6,20771,4879,2365,-2024,1565,4,3,33,149,522,281,990,185,577,311,1110,419,463,1669,119,876
17785,55.1,7.0,5.853991534074304,-6,20771,4879,2365,-2024,1565,4,3,33,149,522,281,990,185,577,311,1110,419,463,1669,119,876
17786,60.0,7.0,5.853991534074304,-6,20771,4879,2365,-2024,1565,4,3,33,149,522,281,990,185,577,311,1110,419,463,1669,119,876
17787,58.9,7.0,5.853991534074304,-6,20771,4879,2365,-2024,1565,4,3,33,149,522,281,990,185,577,311,1110,419,463,1669,119,876
17788,25.0,7.0,5.859498506987002,-6,20725,4879,2365,-1324,1510,4,3,34,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17789,25.0,7.0,5.90166896691313,-6,20653,4879,2365,-1648,1510,4,3,32,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17790,67.9,7.5,5.7265237813233405,-6,20764,4879,2365,-1563,1510,4,3,32,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17791,69.2,7.5,5.7265237813233405,-6,20764,4879,2365,-1563,1510,4,3,32,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17792,25.0,7.5,5.7265237813233405,-6,20764,4879,2365,-1563,1510,4,3,32,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17793,25.0,7.0,6.948983082973864,-6,20751,5876,2365,-1489,1510,4,3,34,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17794,25.0,7.0,5.205375490391162,-7,20722,5462,2365,-1489,1563,4,3,33,133,510,266,935,185,596,311,1111,448,479,1725,119,875
17795,25.0,7.0,6.081767612898258,-6,20725,4938,2365,-1489,1510,4,3,34,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17796,25.0,7.0,4.759015782678034,-6,20801,5023,2365,-1489,1510,4,3,32,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17797,25.0,7.5,5.7464313088892975,-6,20764,4879,2365,-1563,1510,4,3,32,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17798,25.0,7.0,7.6724544682144185,-6,20725,4938,2365,-1489,1510,4,3,34,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17799,25.0,7.0,7.062897125685122,-6,20725,4938,2365,-1489,1510,4,3,34,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17800,25.0,7.0,5.374785006546883,-6,20764,4883,2365,-1489,1510,4,3,32,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17801,73.0,7.5,5.374785006546883,-6,20764,4883,2365,-1489,1510,4,3,32,149,540,281,972,185,596,311,1091,448,479,1695,119,860
17802,71.5,7.5,5.374785006546883,-6,20764,4883,2365,-1489,1510,4,3,32,149,540,281,972,185,596,311,1091,448,479,1695,119,860
