pdb,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
17481,25.0,6.3,10.497184060756108,5,22490,4151,2901,258,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730
17482,25.0,6.3,9.879672015551469,5,22524,4151,2901,-285,1446,0,7,26,194,704,277,1087,90,480,194,724,584,486,1812,89,744
17483,25.0,6.3,10.01246771359815,5,22537,4151,2901,-355,1445,0,7,26,194,704,277,1087,90,481,194,723,584,486,1813,89,744
17484,25.0,6.3,10.175324206594368,5,22511,4151,2901,-34,1400,0,7,26,194,704,297,1067,90,481,207,710,584,519,1780,103,775
17485,25.0,6.7,9.58762468839063,5,22612,4151,2901,-73,1400,0,7,26,214,737,291,1112,90,481,194,710,584,486,1780,89,730
17486,25.0,6.3,10.458552890066048,5,22574,4151,2901,1053,1400,0,7,26,194,704,297,1067,90,481,207,710,584,519,1780,103,775
17487,25.0,6.3,9.39726559186353,6,22534,5280,2901,180,1445,0,6,26,194,724,277,1087,77,460,181,678,617,500,1859,89,743
17488,49.7,4.4,9.39726559186353,6,22534,5280,2901,180,1445,0,6,26,194,724,277,1087,77,460,181,678,617,500,1859,89,743
17489,25.0,6.3,9.991225562337776,5,22517,5148,2901,180,1400,0,7,26,194,724,277,1067,90,494,194,710,617,500,1825,89,730
17490,25.0,6.3,9.991225562337776,5,22547,3932,2901,180,1353,0,7,27,194,744,277,1047,90,506,194,698,652,513,1837,89,717
17491,25.0,6.3,9.513046736959357,6,22534,5280,2901,180,1443,0,6,26,194,724,277,1087,77,459,180,680,617,500,1860,89,744
17492,52.2,6.3,9.513046736959357,6,22534,5280,2901,180,1443,0,6,26,194,724,277,1087,77,459,180,680,617,500,1860,89,744
17493,25.0,6.3,10.122361108008764,5,22456,5029,2901,180,1400,0,7,24,194,724,277,1067,90,494,194,710,617,500,1825,89,730
